imageName,imageURL,VisType,Topics,humanCuratedPhrases,SubTopics
wsj292.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/wsj292.png,Bar,Immediacy / Cognitive Load,hard to interpret/read/understand,Interpretive Difficulty
SciVisJ.796.18.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.796.18.png,Cont.-ColorPatn,Semantics / Text Legibility,lack of/not enough axis labels/legend/annotations/context; too much legend,Annotations & Labels
VisC.559.6.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisC.559.6.png,Glyph,Data Density / Image Clutter; Semantics / Text Legibility; Aesthetics Uncertainty; Immediacy / Cognitive Load,messy/mixed up/noisy/intermingled elements; too more points/lines/shapes/elements; different movement; unclear movement; lack of/not enough axis labels/legend/annotations/context; unclear meaning/confusing,Visual Clutter & Overlap; Element Quantity; Visual Disorganization; Semantic Clarity; Annotations & Labels
VisJ.1949.7(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisJ.1949.7(2).png,Glyph,Schema,a specific domain,Domain Familiarity
InfoVisJ.963.7.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.963.7.png,Grid,Immediacy / Cognitive Load,simple to interpret/read/understand,Interpretive Difficulty
InfoVisJ.369.3.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.369.3.png,Grid,"Data Density / Image Clutter; Semantics / Text Legibility; Color, Symbol, and Texture Details",dense/cluttered data/info; number of legend items; distinguishable color variety/arrangement/distribution,Visual Clutter & Overlap; Annotations & Labels; Color Palette & Contrast
VisJ.1243.3.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisJ.1243.3.png,Line,Visual Encoding Clarity; Semantics / Text Legibility; Schema,exact value; graph; plots; scale difference; readability,"Graphical Forms & Primitives; Domain Familiarity; Position, Scale & Organization; Typography & Readability"
InfoVisJ.339.3.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.339.3.png,Node-link,"Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",much/more data/info/info spread; clear indication; context/text/description; mixed size; more texts/words; title/axis/label/descriptions; a specific technique; distinguishable/full/highly contrast color uses; easy to interpret/read/understand; take longer to interpret,Information Volume; Semantic Clarity; Text Volume & Content; Graphical Forms & Primitives; Annotations & Labels; Domain Familiarity; Color Palette & Contrast; Interpretive Difficulty; Processing Time & Effort
VisC.77.17.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisC.77.17.png,Node-link,Schema; Immediacy / Cognitive Load,2D/3D; more difficult to interpret/read/understand/differentiate,Dimensionality & Structure; Interpretive Difficulty
InfoVisJ.339.10.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.339.10.png,Node-link,"Data Density / Image Clutter; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",much/more data/info/info spread; numbers and shapes; number distribution; text ratio; texture details; take longer to interpret,Information Volume; Text Volume & Content; Dimensionality & Structure; Symbols & Texture; Processing Time & Effort
InfoVisJ.479.13.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.479.13.png,Point,"Data Density / Image Clutter; Color, Symbol, and Texture Details",much/more data/info/info spread; readable/distinguishable colors,Information Volume; Color Palette & Contrast
economist_daily_chart_140.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/economist_daily_chart_140.png,Area,"Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load","more title/axis/label; title/axis/label/descriptions; domain-specific concepts (e.g., chemical, biology, map); unfamiliar concepts/patterns; color shading; unclear colormaps; easier to interpret/read/understand; easy to interpret/read/understand; unclear meaning/confusing",Annotations & Labels; Domain Familiarity; Color Palette & Contrast; Interpretive Difficulty; Semantic Clarity
economist_daily_chart_267.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/economist_daily_chart_267.png,Area,"Visual Encoding Clarity; Schema; Color, Symbol, and Texture Details",mismatched number-circle proportion; unfamiliar concepts/patterns; soft/layered/overlapping colors,Graphical Forms & Primitives; Domain Familiarity; Color Palette & Contrast
wsj72.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/wsj72.png,Area,Immediacy / Cognitive Load,easier to process/visualize; easy to interpret/read/understand,Interpretive Difficulty
wsj99.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/wsj99.png,Area,Data Density / Image Clutter; Immediacy / Cognitive Load,more detailed/things; more difficult to interpret/read/understand/differentiate,Information Volume; Interpretive Difficulty
whoQ44_4.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/whoQ44_4.png,Area,"Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",more charts/points/lines/shapes/elements; more parameters/variables; much/more data/info/info spread; organized/structured; curves and shapes; more forms; amount of words/context/numbers; readability; too much legend; word rotation/small font size; unfamiliar concepts/patterns; color variety/arrangement/distribution; lack of color contrast / hard to distinguish colors; easier to interpret/read/understand; easier to process/visualize; easy to interpret/read/understand; more difficult to interpret/read/understand/differentiate,Element Quantity; Information Volume; Dimensionality & Structure; Graphical Forms & Primitives; Text Volume & Content; Typography & Readability; Annotations & Labels; Domain Familiarity; Color Palette & Contrast; Interpretive Difficulty
InfoVisJ.1634.6.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.1634.6.png,Area,Schema,multivariate,Domain Familiarity
v487_n7408_15_f3.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/v487_n7408_15_f3.png,Bar,"Visual Encoding Clarity; Color, Symbol, and Texture Details",shapes and lines; black-to-white/color gradient,Graphical Forms & Primitives; Color Palette & Contrast
whoB17_1.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/whoB17_1.png,Bar,Immediacy / Cognitive Load,more reading/interpretation/understanding,Processing Time & Effort
VisJ.1197.3.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisJ.1197.3.png,Glyph,Data Density / Image Clutter; Immediacy / Cognitive Load,multiple shapes; take longer to interpret,Element Quantity; Processing Time & Effort
SciVisJ.980.13.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.980.13.png,Glyph,Schema,a specific technique,Domain Familiarity
VASTJ.2908.2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.2908.2.png,Grid,"Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",no context or reference; lack of color contrast / hard to distinguish colors; harder to view data point,Domain Familiarity; Color Palette & Contrast; Interpretive Difficulty
visMost83.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/visMost83.png,Grid,"Data Density / Image Clutter; Color, Symbol, and Texture Details",much/more data/info/info spread; more contrast,Information Volume; Color Palette & Contrast
SciVisJ.807.5.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.807.5.png,Grid,Schema,a specific technique,Domain Familiarity
InfoVisJ.629.8.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.629.8.png,Point,"Visual Encoding Clarity; Semantics / Text Legibility; Color, Symbol, and Texture Details",shapes; shapes and lines; more title/axis/label; title/axis/label/descriptions; unclear colormaps,Graphical Forms & Primitives; Annotations & Labels; Color Palette & Contrast
InfoVisJ.2583.8.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.2583.8.png,Schematic,Schema,a specific technique; familiar representation,Domain Familiarity
visMost786.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/visMost786.png,Area,Immediacy / Cognitive Load,easier to interpret/read/understand,Interpretive Difficulty
economist_daily_chart_153.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/economist_daily_chart_153.png,Area,"Color, Symbol, and Texture Details; Aesthetics Uncertainty; Immediacy / Cognitive Load",soft/layered/overlapping colors; visual clarity/appealing; easier to interpret/read/understand,Color Palette & Contrast; Visual Disorganization; Interpretive Difficulty
InfoVisJ.1236.13.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.1236.13.png,Area,Semantics / Text Legibility; Schema,clear text/scale/information; frame with values,Annotations & Labels; Dimensionality & Structure
whoO10_2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/whoO10_2.png,Area,Schema,"domain-specific concepts (e.g., chemical, biology, map)",Domain Familiarity
economist_daily_chart_106.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/economist_daily_chart_106.png,Bar,Immediacy / Cognitive Load,more difficult to compare/discern/distinguish,Interpretive Difficulty
VisC.599.6.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisC.599.6.png,Cont.-ColorPatn,Visual Encoding Clarity; Semantics / Text Legibility; Immediacy / Cognitive Load,curved lines; no clear indication; lack of/not enough axis labels/legend/annotations/context; more difficult to interpret/read/understand/differentiate,Graphical Forms & Primitives; Semantic Clarity; Annotations & Labels; Interpretive Difficulty
SciVisJ.1819.4.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.1819.4.png,Cont.-ColorPatn,"Visual Encoding Clarity; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",curves and shapes; field information; nothing clear; color variety/arrangement/distribution,Graphical Forms & Primitives; Domain Familiarity; Interpretive Difficulty; Color Palette & Contrast
SciVisJ.797.13(4).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.797.13(4).png,Glyph,Schema; Immediacy / Cognitive Load,unfamiliar concepts/patterns; not interpretable/readable/understandable,Domain Familiarity; Interpretive Difficulty
VisJ.1949.2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisJ.1949.2.png,Glyph,"Visual Encoding Clarity; Color, Symbol, and Texture Details",shape variety; unclear colormaps,Graphical Forms & Primitives; Color Palette & Contrast
VASTC.59.11(1).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTC.59.11(1).png,Grid,"Data Density / Image Clutter; Color, Symbol, and Texture Details; Aesthetics Uncertainty; Immediacy / Cognitive Load",more charts/points/lines/shapes/elements; much/more data/info/info spread; distinguishable/full/highly contrast color uses; looks random/messy/lack structure; more effort/reading/detailed analysis,Element Quantity; Information Volume; Color Palette & Contrast; Visual Disorganization; Processing Time & Effort
SciVisJ.857.9.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.857.9.png,Grid,"Data Density / Image Clutter; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details",dense/cluttered layout; multiple features/elements/graphs; more numbers; unfamiliar concepts/patterns; color variety/arrangement/distribution; unclear color meaning,Visual Clutter & Overlap; Element Quantity; Text Volume & Content; Domain Familiarity; Color Palette & Contrast
SciVisJ.891.2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.891.2.png,Grid,"Color, Symbol, and Texture Details",color saturation; color variety/arrangement/distribution,Color Palette & Contrast
VASTJ.51.8.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.51.8.png,Grid,Data Density / Image Clutter; Semantics / Text Legibility,more parameters/variables; title/axis/label/descriptions,Information Volume; Annotations & Labels
economist_daily_chart_521.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/economist_daily_chart_521.png,Line,Schema; Aesthetics Uncertainty; Immediacy / Cognitive Load,"domain-specific concepts (e.g., chemical, biology, map); distracting/confusing/unclear; hard to interpret/read/understand",Domain Familiarity; Visual Disorganization; Interpretive Difficulty
v489_n7414_25_f2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/v489_n7414_25_f2.png,Line,Semantics / Text Legibility,title/axis/label/descriptions,Annotations & Labels
VASTJ.111.5.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.111.5.png,Node-link,Visual Encoding Clarity; Immediacy / Cognitive Load,shape point of interest; not interpretable/readable/understandable,Encoding Interpretability; Interpretive Difficulty
economist_daily_chart_349.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/economist_daily_chart_349.png,Point,Immediacy / Cognitive Load,hard to interpret/read/understand/differentiate,Interpretive Difficulty
MorphableWordClouds5.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/MorphableWordClouds5.png,Text,Semantics / Text Legibility; Schema,"word frequency; word rotation/small font size; a specific technique, e.g., bar, pie, circle",Text Volume & Content; Typography & Readability; Domain Familiarity
MorphableWordClouds12.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/MorphableWordClouds12.png,Text,Semantics / Text Legibility; Immediacy / Cognitive Load,order of words; easy to interpret/read/understand,Typography & Readability; Interpretive Difficulty
MorphableWordClouds20.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/MorphableWordClouds20.png,Text,Semantics / Text Legibility; Schema,word/text/sentence; a specific technique,Text Volume & Content; Domain Familiarity
MorphableWordClouds11.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/MorphableWordClouds11.png,Text,Immediacy / Cognitive Load,provokes thought and understanding,Processing Time & Effort
whoK23_2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/whoK23_2.png,Bar,Data Density / Image Clutter; Semantics / Text Legibility; Immediacy / Cognitive Load,much/more data/info/info spread; amount of words/context/numbers; hard to interpret/read/understand,Information Volume; Text Volume & Content; Interpretive Difficulty
SciVisJ.744.13.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.744.13.png,Cont.-ColorPatn,"Data Density / Image Clutter; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",less detailed/things; more detailed/things; much/more data/info/info spread; 2D/3D; not enough knowledge to tell; color variety/arrangement/distribution; hard to measure/model; not interpretable/readable/understandable,Information Volume; Dimensionality & Structure; Processing Time & Effort; Color Palette & Contrast; Interpretive Difficulty
SciVisJ.625.5.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.625.5.png,Cont.-ColorPatn,"Color, Symbol, and Texture Details; Immediacy / Cognitive Load",unclear colormaps; easy to interpret/read/understand,Color Palette & Contrast; Interpretive Difficulty
VisJ.1595.6(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisJ.1595.6(2).png,Glyph,"Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Aesthetics Uncertainty; Immediacy / Cognitive Load",more charts/points/lines/shapes/elements; much/more data/info/info spread; shapes; shapes and lines; code/text; lack of meaning; more texts/words; readability; unfamiliar concepts/patterns; color variety/arrangement/distribution; distracting/confusing/unclear; hard to see/tell/visualize; require specialized knowledge,Element Quantity; Information Volume; Graphical Forms & Primitives; Text Volume & Content; Semantic Clarity; Typography & Readability; Domain Familiarity; Color Palette & Contrast; Visual Disorganization; Interpretive Difficulty; Processing Time & Effort
InfoVisJ.1558.9.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.1558.9.png,Glyph,"Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",dense/cluttered shape; overlapping shapes/colors/lines; shape size; shapes and lines; squares; lack of/not enough axis labels/legend/annotations/context; too much legend; familiar representation; appealing colors; blue color; good color contrast/separation/segmentation; lack of color contrast / hard to distinguish colors; intuitive; more difficult to interpret/read/understand/differentiate; take longer to interpret,Visual Clutter & Overlap; Graphical Forms & Primitives; Annotations & Labels; Domain Familiarity; Color Palette & Contrast; Interpretive Difficulty; Processing Time & Effort
VisJ.1499.2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisJ.1499.2.png,Glyph,Aesthetics Uncertainty,visual clarity/appealing,Visual Disorganization
VASTC.123.3.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTC.123.3.png,Grid,"Data Density / Image Clutter; Schema; Color, Symbol, and Texture Details",more detailed/things; unfamiliar concepts/patterns; inadequate/few coloring; information overload,Information Volume; Domain Familiarity; Color Palette & Contrast; Visual Clutter & Overlap
SciVisJ.807.5(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.807.5(2).png,Grid,"Visual Encoding Clarity; Semantics / Text Legibility; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",several elements; title/axis/label/descriptions; inadequate/few coloring; easier to interpret/read/understand,Graphical Forms & Primitives; Annotations & Labels; Color Palette & Contrast; Interpretive Difficulty
VASTJ.120.3(6).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.120.3(6).png,Grid,"Color, Symbol, and Texture Details",color scale/scheme,Color Palette & Contrast
VASTC.121.5.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTC.121.5.png,Node-link,Schema,abstract shapes or colors,Abstraction Level
InfoVisJ.619.17.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.619.17.png,Point,Data Density / Image Clutter; Immediacy / Cognitive Load,dense/cluttered data/info; more charts/points/lines/shapes/elements; much/more data/info/info spread; easier to interpret/read/understand,Visual Clutter & Overlap; Element Quantity; Information Volume; Interpretive Difficulty
InfoVisJ.647.7(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.647.7(2).png,Text,Aesthetics Uncertainty,looks random/messy/lack structure,Visual Disorganization
InfoVisJ.1137.1.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.1137.1.png,Text,Semantics / Text Legibility; Immediacy / Cognitive Load,clear title/axis/label; easy to understand,Annotations & Labels; Interpretive Difficulty
whoK06_1.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/whoK06_1.png,Area,"Color, Symbol, and Texture Details; Immediacy / Cognitive Load",more to read/analyze/understand; color variety/arrangement/distribution,Processing Time & Effort; Color Palette & Contrast
economist_daily_chart_4.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/economist_daily_chart_4.png,Bar,Immediacy / Cognitive Load,more effort/reading/detailed analysis,Processing Time & Effort
InfoVisJ.2576.2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.2576.2.png,Glyph,Semantics / Text Legibility; Schema; Aesthetics Uncertainty,clear delineation; more title/axis/label; familiar representation,Visual Disorganization; Annotations & Labels; Domain Familiarity
SciVisC.49.5.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisC.49.5.png,Glyph,Data Density / Image Clutter; Visual Encoding Clarity; Immediacy / Cognitive Load,multiple features/elements/graphs; element sizes; hard to interpret/read/understand,Element Quantity; Graphical Forms & Primitives; Interpretive Difficulty
VASTC.24.5.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTC.24.5.png,Grid,"Visual Encoding Clarity; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Aesthetics Uncertainty; Immediacy / Cognitive Load",too many numbers; several elements; unclear meaning; text hard to read; title/axis/label/descriptions; values in the middle; color variety/arrangement/distribution; distracting/confusing/unclear; complicated to process; hard to see/tell/visualize; not easily understood; take longer to interpret,Text Volume & Content; Graphical Forms & Primitives; Semantic Clarity; Typography & Readability; Annotations & Labels; Dimensionality & Structure; Color Palette & Contrast; Visual Disorganization; Interpretive Difficulty; Processing Time & Effort
VisC.163.2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisC.163.2.png,Line,Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Immediacy / Cognitive Load,curved lines; no detail; lack of/not enough axis labels/legend/annotations/context; unclear meaning/confusing,Graphical Forms & Primitives; Information Volume; Annotations & Labels; Semantic Clarity
InfoVisJ.1022.6.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.1022.6.png,Line,Visual Encoding Clarity; Schema; Immediacy / Cognitive Load,"clear indication; simple visual elements; domain-specific concepts (e.g., chemical, biology, map)",Semantic Clarity; Graphical Forms & Primitives; Domain Familiarity
wsj108.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/wsj108.png,Line,"Semantics / Text Legibility; Color, Symbol, and Texture Details",readability; color variety/arrangement/distribution,Typography & Readability; Color Palette & Contrast
visMost76.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/visMost76.png,Node-link,"Visual Encoding Clarity; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",clear colors/shapes; unfamiliar concepts/patterns; bright colors; too many colors; hard to focus/follow,Encoding Interpretability; Domain Familiarity; Color Palette & Contrast; Interpretive Difficulty
VisC.389.1(3).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisC.389.1(3).png,Node-link,Data Density / Image Clutter; Immediacy / Cognitive Load,more detailed/things; less intuitive,Information Volume; Interpretive Difficulty
economist_daily_chart_152.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/economist_daily_chart_152.png,Point,Data Density / Image Clutter; Immediacy / Cognitive Load,more charts/points/lines/shapes/elements; much/more data/info/info spread; take longer to interpret,Element Quantity; Information Volume; Processing Time & Effort
VASTC.91.5.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTC.91.5.png,Text,"Visual Encoding Clarity; Color, Symbol, and Texture Details",shapes; color variety/arrangement/distribution,Graphical Forms & Primitives; Color Palette & Contrast
treasuryL03_2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/treasuryL03_2.png,Area,Data Density / Image Clutter; Schema; Immediacy / Cognitive Load,much/more data/info/info spread; a specific technique; take longer to interpret,Information Volume; Domain Familiarity; Processing Time & Effort
VASTJ.1374.4.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.1374.4.png,Bar,Schema,familiar representation,Domain Familiarity
SciVisJ.2305.5.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.2305.5.png,Cont.-ColorPatn,Immediacy / Cognitive Load,unclear what data conveys,Semantic Clarity
InfoVisJ.651.7.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.651.7.png,Cont.-ColorPatn,"Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",2D/3D; unclear structure; unfamiliar concepts/patterns; blurry colors/images; color variety/arrangement/distribution,Dimensionality & Structure; Semantic Clarity; Domain Familiarity; Color Palette & Contrast
SciVisJ.1043.12(5).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.1043.12(5).png,Cont.-ColorPatn,Semantics / Text Legibility; Immediacy / Cognitive Load,lack of/not enough axis labels/legend/annotations/context; hard to interpret/read/understand,Annotations & Labels; Interpretive Difficulty
InfoVisJ.2251.1(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.2251.1(2).png,Glyph,Schema,unfamiliar concepts/patterns,Domain Familiarity
VisC.255.4.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisC.255.4.png,Line,"Data Density / Image Clutter; Visual Encoding Clarity; Color, Symbol, and Texture Details",overlapping shapes/colors/lines; line quantity representation; shape size variation; color variety/arrangement/distribution,Visual Clutter & Overlap; Graphical Forms & Primitives; Color Palette & Contrast
wsj359.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/wsj359.png,Line,"Visual Encoding Clarity; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",shape increase/decrease point; color variety/arrangement/distribution; more difficult to interpret/read/understand/differentiate,Graphical Forms & Primitives; Color Palette & Contrast; Interpretive Difficulty
InfoVisJ.349.1(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.349.1(2).png,Node-link,"Color, Symbol, and Texture Details; Immediacy / Cognitive Load",black-to-white/color gradient; intuitive,Color Palette & Contrast; Interpretive Difficulty
InfoVisJ.1257.5.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.1257.5.png,Node-link,Data Density / Image Clutter; Semantics / Text Legibility; Immediacy / Cognitive Load,dense/cluttered layout; much/more data/info/info spread; involves numbers; hard to interpret/read/understand,Visual Clutter & Overlap; Information Volume; Text Volume & Content; Interpretive Difficulty
SciVisJ.645.3.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.645.3.png,Node-link,Immediacy / Cognitive Load,fast readability,Interpretive Difficulty
InfoVisJ.1569.6.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.1569.6.png,Point,Immediacy / Cognitive Load,fast readability; easier to process/visualize,Interpretive Difficulty
v485_n7399_9_f5.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/v485_n7399_9_f5.png,Point,Visual Encoding Clarity; Semantics / Text Legibility; Schema; Immediacy / Cognitive Load,"clear colors/shapes; lines; too much legend; domain-specific concepts (e.g., chemical, biology, map); easy to interpret/read/understand",Encoding Interpretability; Graphical Forms & Primitives; Annotations & Labels; Domain Familiarity; Interpretive Difficulty
whoQ32_2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/whoQ32_2.png,Point,Data Density / Image Clutter; Schema; Immediacy / Cognitive Load,more charts/points/lines/shapes/elements; overlapping shapes/colors/lines; unique data point; hard to interpret/read/understand/differentiate,Element Quantity; Visual Clutter & Overlap; Domain Familiarity; Interpretive Difficulty
InfoVisJ.349.10.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.349.10.png,Point,"Data Density / Image Clutter; Color, Symbol, and Texture Details",more charts/points/lines/shapes/elements; more parameters/variables; amount of / too many colors,Element Quantity; Information Volume; Color Palette & Contrast
InfoVisJ.1634.1.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.1634.1.png,Area,Semantics / Text Legibility; Immediacy / Cognitive Load,lack of/not enough axis labels/legend/annotations/context; unclear meaning/confusing,Annotations & Labels; Semantic Clarity
InfoVisJ.978.3.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.978.3.png,Area,Aesthetics Uncertainty,not intuitive/simple data,Visual Disorganization
v483_n7388_11_f2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/v483_n7388_11_f2.png,Bar,Immediacy / Cognitive Load,more reading/interpretation/understanding,Processing Time & Effort
VisC.233.1.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisC.233.1.png,Cont.-ColorPatn,Data Density / Image Clutter; Visual Encoding Clarity; Immediacy / Cognitive Load,fine/layered details; more charts/points/lines/shapes/elements; image size; hard to distinguish colors; hard to identify/extract/find features,Information Volume; Element Quantity; Graphical Forms & Primitives; Interpretive Difficulty
