imageName,VisType,rawUserComments,originalPhrases,originalSentiments,n_obj,n_attr,n_rel,objects,attributes,relationships
VASTJ.2012.4.png,Text,"Word amount Lines Extra detail on the edge; Various geometrical shapes integrated into one graph (circles, longitudinal graph, dates...). Too many colors raise visual complexity — the more complex picture features many colors. The more complex picture uses different fonts in one ""slide"", which is confusing. Magnification effects are used here, forcing a ""mental leap"" and making it hard to intuitively ascertain the quantitative relation between normal and magnified levels.",Lines; Word amount; Extra detail on the edge; Magnification effects; Various geometrical shapes; circles; quantitative relation; dates; different fonts; Too many colors; confusing; longitudinal graph; hard to intuitively ascertain,(+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+),9,13,5,lines --> mark.line [data_area] | text_labels --> text.label [axes] | edge_detail --> structure.link [annotation] | magnification_inset --> structure.panel [data_area] | geometric_shapes --> mark.shape [data_area] | circles --> mark.point [data_area] | date_labels --> text.label [axes] | color_scheme --> property.color [overall] | longitudinal_axis --> furniture.axes [axes],multiple_overlapping_lines @ lines (mark.line) [+] | high_word_count @ text_labels (text.label) [+] | different_fonts_used @ text_labels (text.label) [+] | extra_peripheral_detail @ edge_detail (structure.link) [+] | magnification_effect_present @ magnification_inset (structure.panel) [+] | various_geometrical_shapes @ geometric_shapes (mark.shape) [+] | circular_marks_present @ circles (mark.point) [+] | dense_date_annotations @ date_labels (text.label) [+] | too_many_colors @ color_scheme (property.color) [+] | longitudinal_graph_structure @ longitudinal_axis (furniture.axes) [+] | quantitative_relations_encoded @ longitudinal_axis (furniture.axes) [+] | visually_confusing_layout @ magnification_inset (structure.panel) [+] | hard_to_intuitively_ascertain @ geometric_shapes (mark.shape) [+],magnification_inset(structure.panel) --increases_clutter_of--> lines(mark.line) [+] | color_scheme(property.color) --compounds_confusion_with--> geometric_shapes(mark.shape) [+] | date_labels(text.label) --adds_density_to--> longitudinal_axis(furniture.axes) [+] | edge_detail(structure.link) --increases_effort(raw:increases_cognitive_load_of)--> magnification_inset(structure.panel) [+] | text_labels(text.label) --complicates_reading_of--> longitudinal_axis(furniture.axes) [+]
v484_n7395_11_f2.png,Area,There is a multitude of differing information and colour keys related to the image. It is hard to ascertain the data without deep attention,multitude of differing information; color keys; hard to ascertain,(+); (+); (+),3,3,2,chart --> whole.visualization [overall] | color_key --> property.color [legend] | data_content --> content.data [data_area],multitude_of_differing_information @ data_content (content.data) [+] | multiple_color_keys_present @ color_key (property.color) [+] | hard_to_ascertain_meaning @ chart (whole.visualization) [+],color_key(property.color) --increases_complexity(raw:increases_difficulty_of)--> chart(whole.visualization) [+] | data_content(content.data) --contributes_clutter_to--> chart(whole.visualization) [+]
InfoVisJ.1009.9.png,Area,There is no key for the data. The different colours are confusing. The shades of the colour change. There is less information on the picture,no key for the data; different colors; different colors are confusing; shades of color change,(+); (-); (+); (+),3,4,2,chart --> whole.visualization [overall] | legend --> furniture.legend [legend] | color_encoding --> property.color [data_area],missing_data_key @ legend (furniture.legend) [+] | multiple_colors_present @ color_encoding (property.color) [-] | different_colors_confusing @ color_encoding (property.color) [+] | color_shades_vary @ color_encoding (property.color) [+],legend(furniture.legend) --absent_from--> chart(whole.visualization) [+] | color_encoding(property.color) --increases_effort(raw:increases_cognitive_load_of)--> chart(whole.visualization) [+]
wsj21.png,Area,The other image has visuals to make it easier for you to understand what the data is about. The other image also has different visual elements that allow you to analyze the data in the image.,different visual elements; allow to analyze the data; easier to understand,(-); (-); (-),3,3,2,chart --> whole.visualization [overall] | visual_elements --> mark.element [data_area] | data --> content.data [data_area],varied_visual_encoding @ visual_elements (mark.element) [-] | supports_data_analysis @ data (content.data) [-] | easier_to_understand @ chart (whole.visualization) [-],visual_elements(mark.element) --facilitates_interpretation_of--> data(content.data) [-] | visual_elements(mark.element) --simplifies(raw:reduces_complexity_of)--> chart(whole.visualization) [-]
visMost777.png,Area,"The image changes over something but not sure what, the meanings of color are not well defined. and it seems like a physical dimension but not sure",not sure; physical dimension; meanings of color not well defined.,(+); (+); (+),3,4,2,visualization --> whole.visualization [overall] | color_encoding --> property.color [data_area] | spatial_dimension --> structure.layout [data_area],interpretive_uncertainty_present @ visualization (whole.visualization) [+] | color_meaning_undefined @ color_encoding (property.color) [+] | poorly_defined_color_legend @ color_encoding (property.color) [+] | physical_dimension_present @ spatial_dimension (structure.layout) [+],color_encoding(property.color) --increases_ambiguity_in--> visualization(whole.visualization) [+] | spatial_dimension(structure.layout) --adds_structural_complexity_to--> visualization(whole.visualization) [+]
vis3.png,Area,Multiple colour schemes and shade variation. Differing font size. It's more challenging and takes longer to 'understand' what it is I'm looking at.,shape varation; Multiple color schemes; Differing font size; takes longer to understand,(+); (+); (+); (+),4,4,3,chart --> whole.visualization [overall] | marks --> mark.element [data_area] | color_scheme --> property.color [overall] | text_labels --> text.label [axes],varied_shape_types @ marks (mark.element) [+] | multiple_color_schemes @ color_scheme (property.color) [+] | differing_font_sizes @ text_labels (text.label) [+] | requires_longer_interpretation @ chart (whole.visualization) [+],marks(mark.element) --increases_visual_clutter--> chart(whole.visualization) [+] | color_scheme(property.color) --complicates_encoding_of--> marks(mark.element) [+] | text_labels(text.label) --adds_cognitive_load_to--> chart(whole.visualization) [+]
visMost786.png,Area,sports is more likeable and much easier to figure out.; THe one on the right has words next to each of the circles so I know what they mean. The circles on the right are different sizes so I'm sure the size is an indication of the magnitude,much easier to figure out,(-),1,1,0,visualization --> whole.visualization [overall],easy_to_interpret @ visualization (whole.visualization) [-],
whoJ40_2.png,Area,The images are both very simple to digest; the colours in the orange chart are bold and distract me from the information conveyed.,colors are bold; distract me from the information conveyed; very simple to digest,(+); (+); (+),3,2,1,chart --> whole.visualization [overall] | color_scheme --> property.color [data_area] | information_content --> content.data [data_area],bold_colors_used @ color_scheme (property.color) [+] | simple_to_digest @ chart (whole.visualization) [-],color_scheme(property.color) --distracts(raw:distracts_from)--> information_content(content.data) [+]
VASTC.107.10.png,Area,"Amount of details, draw style, colors",Amount of details; colors; draw style,(+); (+); (+),4,3,2,chart --> whole.visualization [overall] | data_elements --> content.data [data_area] | color_encoding --> property.color [data_area] | graphical_marks --> mark.element [data_area],high_amount_of_details @ data_elements (content.data) [+] | multiple_colors_present @ color_encoding (property.color) [+] | complex_draw_style @ graphical_marks (mark.element) [+],data_elements(content.data) --increases_clutter_via--> color_encoding(property.color) [+] | graphical_marks(mark.element) --contributes_to--> chart(whole.visualization) [+]
economist_daily_chart_493.png,Area,"Amount of details, draw style, colors",Amount of details; colors; draw style,(+); (+); (+),4,3,3,chart --> whole.visualization [overall] | data_elements --> content.data [data_area] | color_scheme --> property.color [overall] | draw_style --> property.encoding [data_area],high_detail_density @ data_elements (content.data) [+] | multiple_colors_used @ color_scheme (property.color) [+] | complex_draw_style @ draw_style (property.encoding) [+],data_elements(content.data) --contributes_to_clutter--> chart(whole.visualization) [+] | color_scheme(property.color) --increases_complexity(raw:increases_visual_complexity)--> chart(whole.visualization) [+] | draw_style(property.encoding) --raises_cognitive_load_of--> chart(whole.visualization) [+]
VisJ.1261.4.png,Area,"No numbers to identify anything, no chart with details, no bars, i don't know how to interpretate that image",No numbers to identify anything; don't know how to interpretate,(+); (+),3,3,2,chart --> whole.visualization [overall] | labels --> text.label [axes] | data_marks --> content.data [data_area],no_numeric_labels @ labels (text.label) [+] | difficult_to_interpret @ chart (whole.visualization) [+] | unidentifiable_elements @ data_marks (content.data) [+],labels(text.label) --lacks_numeric_identifiers_on--> data_marks(content.data) [+] | chart(whole.visualization) --requires_expertise(raw:requires_domain_knowledge_to_read)--> data_marks(content.data) [+]
visMost325.png,Area,less information; 1. Great detail in colorization of continents. 2. Small table in bottom left corner. 3. Tiny writing in bottom right corner. 4. Far more detailed looking in general.; the image on the right is darker and harder to see but has more going on and is very complex; map graph,map; more going on; darker; harder to see; Great detail; Small table; Tiny writing; map of continents,(-); (+); (+); (+); (+); (+); (+); (+),4,7,3,map --> whole.visualization [data_area] | continents --> structure.region [data_area] | table --> structure.grid [overall] | text_labels --> text.label [overall],familiar_map_format @ map (whole.visualization) [-] | dark_coloring @ map (whole.visualization) [+] | harder_to_see @ map (whole.visualization) [+] | high_visual_detail @ map (whole.visualization) [+] | multiple_continents_shown @ continents (structure.region) [+] | small_table_size @ table (structure.grid) [+] | tiny_writing @ text_labels (text.label) [+],map(whole.visualization) --contains_detail_of--> continents(structure.region) [+] | map(whole.visualization) --has_more_going_on_than_expected--> table(structure.grid) [+] | text_labels(text.label) --difficult_to_read_within--> table(structure.grid) [+]
v484_n7395_11_f1.png,Area,- the color is hard to identify (on the orange lined) - difficult to understand how spread the color zone on the map,color hard to identify; difficult to understand,(+); (+),3,2,2,chart --> whole.visualization [overall] | color_encoding --> property.color [data_area] | legend --> furniture.legend [legend],hard_to_identify_colors @ color_encoding (property.color) [+] | difficult_to_understand @ chart (whole.visualization) [+],color_encoding(property.color) --increases_complexity(raw:increases_difficulty_of)--> legend(furniture.legend) [+] | chart(whole.visualization) --imposes_high_cognitive_load_on--> legend(furniture.legend) [+]
visMost147.png,Area,"On the left side, relevant data is mostly focused on about 1/3 of the image, the rest can be ignored. It is based on a familiar representation (the world map), which reduces the effort necessary to comprehend the meaning of the data.; So many individual dots would feel as a tough job to identify all the small and sparse dots; I see the image highlighted in orange as more complex because: - the color aspect (grey map on dark background) - visually too much color or details in a condensed zone - small font for the text in the description",many individual dots; small and sparse dots; tough job to identify; mostly focused on about 1/3 of the image; familiar representation; the world map; reduces the effort to comprehend; too much details; too much color; small font in the description; map,(+); (+); (+); (-); (-); (-); (-); (+); (+); (+); (-),5,8,4,world_map --> whole.visualization [data_area] | dots --> mark.point [data_area] | color_encoding --> property.color [data_area] | description_text --> text.label [annotation] | active_region --> structure.region [data_area],familiar_representation @ world_map (whole.visualization) [-] | reduces_comprehension_effort @ world_map (whole.visualization) [-] | many_individual_dots @ dots (mark.point) [+] | small_and_sparse @ dots (mark.point) [+] | tough_to_identify @ dots (mark.point) [+] | too_much_color @ color_encoding (property.color) [+] | small_font_size @ description_text (text.label) [+] | concentrated_in_one_third @ active_region (structure.region) [-],dots(mark.point) --adds_detail_to--> world_map(whole.visualization) [+] | world_map(whole.visualization) --provides_familiar_schema--> dots(mark.point) [-] | active_region(structure.region) --limits_spread_of--> dots(mark.point) [-] | color_encoding(property.color) --encodes_data_on--> world_map(whole.visualization) [+]
InfoVisJ.678.17.png,Area,The image on the right is layered and appears as only one thing to visually process.,layered; only one thing to visually process,(-); (-),2,2,1,chart --> whole.visualization [overall] | visual_element --> mark.element [data_area],layered_structure @ chart (whole.visualization) [-] | single_visual_element @ visual_element (mark.element) [-],chart(whole.visualization) --contains_only--> visual_element(mark.element) [-]
whoK06_1.png,Area,more to look at and analyse more colours,more colors; more to look at and analyse,(+); (+),3,3,2,chart --> whole.visualization [overall] | color_encoding --> property.color [data_area] | data_elements --> content.data [data_area],multiple_colors_present @ color_encoding (property.color) [+] | high_information_volume @ data_elements (content.data) [+] | requires_extended_analysis @ data_elements (content.data) [+],color_encoding(property.color) --increases_complexity(raw:increases_visual_complexity_of)--> chart(whole.visualization) [+] | data_elements(content.data) --adds_analytical_burden_to--> chart(whole.visualization) [+]
whoQ26.png,Area,"Non-highlighted image also resembles a familiar geographic shape so it is easier to interpret.; The map is easily recognizable and straightforward at showing where things are. It looks simpler, with no more than three colors.; an easy to read map for the image; Again, I am not familiar with the world map, let alone the closer map you are showing in the picture, so therefore it seemed more complicated to me.; i like maps better; A charted map with points of interest, regions, and a key on the top.",familiar geographic shape; easier to interpret; not familiar; world map; seemed more complicated; map; easy to read map; easily recognizable; straightforward at showing where things are.; no more than three colors; maps; points of interest; regions; key on the top; charted map,(-); (-); (+); (-); (+); (-); (-); (-); (-); (-); (-); (+); (+); (+); (+),5,10,4,world_map --> whole.visualization [data_area] | color_encoding --> property.color [data_area] | legend --> furniture.legend [title] | points_of_interest --> mark.point [data_area] | regions --> structure.region [data_area],familiar_geographic_shape @ world_map (whole.visualization) [-] | easily_recognizable @ world_map (whole.visualization) [-] | easy_to_read @ world_map (whole.visualization) [-] | straightforward_spatial_encoding @ world_map (whole.visualization) [-] | seemed_more_complicated @ world_map (whole.visualization) [+] | not_familiar_to_some @ world_map (whole.visualization) [+] | no_more_than_three_colors @ color_encoding (property.color) [-] | key_positioned_at_top @ legend (furniture.legend) [+] | multiple_points_of_interest @ points_of_interest (mark.point) [+] | distinct_regions_shown @ regions (structure.region) [+],legend(furniture.legend) --describes(raw:annotates)--> world_map(whole.visualization) [+] | points_of_interest(mark.point) --overlaid_on--> world_map(whole.visualization) [+] | regions(structure.region) --partitions--> world_map(whole.visualization) [+] | color_encoding(property.color) --encodes--> regions(structure.region) [-]
economist_daily_chart_140.png,Area,"The other image is easier to understand as the figures are displayed along with the countries, so with just a glance everything is summarized.; I chose the image with the orange complex because I am not familiar with the world map. I knew for certain that I did not know the countries highlighted, therefore, I was more confused.; while on the left, 3 axes: x, y, color",did not know the countries highlighted; not familiar with the world map; orange complex; I was more confused; countries; easier to understand; just a glance everything is summarized; 3 axes; x; y; color,(+); (+); (+); (+); (+); (-); (-); (-); (-); (+); (+),6,9,4,world_map --> whole.visualization [data_area] | highlighted_countries --> structure.region [data_area] | color_encoding --> property.color [data_area] | x_axis --> furniture.axes [axes] | y_axis --> furniture.axes [axes] | legend --> furniture.legend [legend],unfamiliar_geographic_schema @ world_map (whole.visualization) [+] | unrecognized_countries @ highlighted_countries (structure.region) [+] | multiple_countries_shown @ highlighted_countries (structure.region) [+] | orange_color_complex @ color_encoding (property.color) [+] | color_adds_complexity @ color_encoding (property.color) [+] | easy_to_read_axis @ x_axis (furniture.axes) [-] | harder_to_interpret_axis @ y_axis (furniture.axes) [+] | summarizes_at_glance @ legend (furniture.legend) [-] | overall_easier_to_understand @ world_map (whole.visualization) [-],highlighted_countries(structure.region) --causes_confusion_on--> world_map(whole.visualization) [+] | color_encoding(property.color) --encodes_data_on--> highlighted_countries(structure.region) [+] | x_axis(furniture.axes) --paired_with--> y_axis(furniture.axes) [-] | legend(furniture.legend) --summarizes--> world_map(whole.visualization) [-]
v486_n7403_11_f2.png,Area,the data being visualized is more difficult to parse,difficult to parse,(+),1,1,0,visualization --> whole.visualization [overall],difficult_to_parse @ visualization (whole.visualization) [+],
economist_daily_chart_267.png,Area,"Many different brands that i don't recognize. Soft colors makes it more appealing. Proportions of the numbers don't match the size of the circles, misleading.",Proportions of the numbers don't match size of the circles; brands don't recognize; Soft colors more applealing,(+); (+); (+),3,3,2,circles --> mark.point [data_area] | brand_labels --> text.label [data_area] | color_scheme --> property.color [overall],size_mismatches_values @ circles (mark.point) [+] | unfamiliar_brand_names @ brand_labels (text.label) [+] | soft_appealing_colors @ color_scheme (property.color) [+],circles(mark.point) --does_not_proportionally_encode--> brand_labels(text.label) [+] | brand_labels(text.label) --requires_expertise(raw:requires_domain_knowledge_for)--> circles(mark.point) [+]
economist_daily_chart_317.png,Area,"- World maps are well known for everybody - A map is easier to read than a chart; more factors included (countries), much more detailed, less structure; It gives more informations so we need to take more time to understand it. There are multiple legends.; map so im able to gauge some info graphically - little to no numbers; There is infinitely more information to be gleaned from the image of the world map. There is deeper, 'less obvious' information other than the key on the bottom left.; The world map is well known, you don*t need much attention to recognize it. The graph has a lot of similar instances. The colors in the map are easier to process than the numbers in the axis.; map is simple to understand",much more detailed; countries; less structure; World maps are well known for everybody; A map is easier to read than a chart; take more time to understand; a lot of similar instances; numbers in the axis; world map; colors in the map; don't need much attention to recognize it; easier to process; gauge some info graphically; little to no numbers; map; simple to understand,(+); (+); (+); (-); (-); (+); (-); (-); (-); (-); (-); (-); (+); (+); (-); (-),5,13,4,world_map --> whole.visualization [data_area] | countries --> structure.region [data_area] | color_encoding --> property.color [data_area] | axis_numbers --> furniture.axes [axes] | legend --> furniture.legend [legend],universally_familiar_format @ world_map (whole.visualization) [-] | easier_to_read_than_chart @ world_map (whole.visualization) [-] | simple_to_understand @ world_map (whole.visualization) [-] | less_structural_organization @ world_map (whole.visualization) [+] | requires_graphical_inference @ world_map (whole.visualization) [+] | much_more_detailed @ world_map (whole.visualization) [+] | takes_more_time_to_understand @ world_map (whole.visualization) [+] | many_similar_instances @ countries (structure.region) [-] | colors_aid_recognition @ color_encoding (property.color) [-] | little_to_no_numbers @ color_encoding (property.color) [+] | axis_numbers_present @ axis_numbers (furniture.axes) [-] | minimal_attention_needed @ world_map (whole.visualization) [-] | easier_to_process @ world_map (whole.visualization) [-],countries(structure.region) --displayed_on--> world_map(whole.visualization) [-] | color_encoding(property.color) --encodes_data_across--> countries(structure.region) [-] | world_map(whole.visualization) --lacks_structured_axes_like--> axis_numbers(furniture.axes) [+] | color_encoding(property.color) --requires_graphical_gauging_from--> legend(furniture.legend) [+]
treasuryL11_2.png,Area,The ease of reading the graph,ease of reading,(-),1,1,0,chart --> whole.visualization [overall],easy_to_read @ chart (whole.visualization) [-],
wsj72.png,Area,The image on the right is easier to process/compare/interpret than the image on the right; the first on is easy to understand,easier to process/compare/interpret; easy to understand,(-); (-),2,3,1,chart --> whole.visualization [overall] | data_elements --> content.data [data_area],easy_to_understand @ chart (whole.visualization) [-] | easy_to_compare @ data_elements (content.data) [-] | straightforward_to_process @ chart (whole.visualization) [-],data_elements(content.data) --facilitates_interpretation_of--> chart(whole.visualization) [-]
InfoVisJ.2402.12.png,Area,"I chose it based on colours, scale, number of shapes/details presented and readability. It had different colours, the shapes were varied, there was a significant difference in scale, and readability (meaning understanding what the picture represents) was more complex.; colors distribution their actions and use their size growing small as they go down",number of shapes/details presented; shapes were varied; significant difference in scale; readability; different colors; size growing small; colors distribution,(+); (+); (+); (+); (-); (-); (+),4,7,3,shapes --> mark.shape [data_area] | color_encoding --> property.color [data_area] | scale --> furniture.scale [overall] | text_labels --> text.label [axes],high_number_of_details @ shapes (mark.shape) [+] | varied_shape_types @ shapes (mark.shape) [+] | size_grows_small @ shapes (mark.shape) [-] | multiple_distinct_colors @ color_encoding (property.color) [-] | uneven_color_distribution @ color_encoding (property.color) [+] | significant_scale_difference @ scale (furniture.scale) [+] | reduced_readability @ text_labels (text.label) [+],shapes(mark.shape) --encoded_by--> color_encoding(property.color) [-] | shapes(mark.shape) --varies_across--> scale(furniture.scale) [+] | scale(furniture.scale) --affects_legibility_of--> text_labels(text.label) [+]
wsj99.png,Area,The highlighted image has a lot of details and figures and that makes it more difficult to read.,a lot of details and figures; more difficult to read,(+); (+),3,3,2,chart --> whole.visualization [overall] | data_figures --> content.data [data_area] | text_labels --> text.label [axes],high_volume_of_details @ data_figures (content.data) [+] | numerous_figures_present @ data_figures (content.data) [+] | difficult_to_read @ text_labels (text.label) [+],data_figures(content.data) --increases_effort(raw:increases_cognitive_load_of)--> chart(whole.visualization) [+] | text_labels(text.label) --contributes_to_difficulty_of--> chart(whole.visualization) [+]
economist_daily_chart_406.png,Area,The map on the left is immediately recognizable; the labels on the left image are clear and easy to read; the title of the visualization and therefore the purpose of the visualization is clearer on the left.,immediately recognizable; labels are clear and easy to read; title and purpose of the visualization is clearer,(-); (-); (-),3,3,2,chart --> whole.visualization [overall] | labels --> text.label [axes] | title --> text.title [title],immediately_recognizable_form @ chart (whole.visualization) [-] | clear_and_easy_to_read @ labels (text.label) [-] | purpose_clearly_communicated @ title (text.title) [-],title(text.title) --clarifies_intent_of--> chart(whole.visualization) [-] | labels(text.label) --aids_interpretation(raw:supports_readability_of)--> chart(whole.visualization) [-]
treasuryL03_2.png,Area,"There is more information shown in the one I chose. It would take a longer amount of time to read, process and understand all of the information in the pie chart. I don't think everyone would understand what the pie chart is showing.","more information; pie chart.; longer time to read, process and understand",(+); (+); (+),3,4,2,pie_chart --> whole.visualization [overall] | data_segments --> content.data [data_area] | labels_text --> text.label [annotation],circular_chart_form @ pie_chart (whole.visualization) [+] | high_information_volume @ data_segments (content.data) [+] | requires_extended_reading @ labels_text (text.label) [+] | slow_to_process @ pie_chart (whole.visualization) [+],data_segments(content.data) --increases_effort(raw:increases_cognitive_load_of)--> pie_chart(whole.visualization) [+] | labels_text(text.label) --adds_information_density_to--> pie_chart(whole.visualization) [+]
VASTJ.91.6.png,Area,"although I do not know what the point of the left image is, I do see that it's just text that's repeating multiple times.",text repeating multiple times; do not know the point,(+); (+),2,2,1,text_labels --> text.label [overall] | visualization --> whole.visualization [overall],repeated_multiple_times @ text_labels (text.label) [+] | unclear_purpose @ visualization (whole.visualization) [+],text_labels(text.label) --increases_clutter_in--> visualization(whole.visualization) [+]
visMost457.png,Area,The right image would take a lot more time to understand and has more details,more details; take a lot more time to understand,(+); (+),2,2,1,visualization --> whole.visualization [overall] | details --> content.detail [data_area],high_detail_density @ details (content.detail) [+] | requires_extended_interpretation_time @ visualization (whole.visualization) [+],details(content.detail) --increases_effort(raw:increases_cognitive_load_of)--> visualization(whole.visualization) [+]
InfoVisC.173.7(1).png,Area,I don't really understand where I'm supposed to look.,don't understand where to look.,(+),1,1,0,visualization --> whole.visualization [overall],unclear_focal_point @ visualization (whole.visualization) [+],
visMost393.png,Area,simple to understand.,simple to understand,(-),1,1,0,visualization --> whole.visualization [overall],simple_to_understand @ visualization (whole.visualization) [-],
InfoVisC.115.3.png,Area,"It had more colours, the graph did not have a linear pattern.And I didn't understand what the different axis ment.",more colors; different axis; not a linear pattern.; I didn't understand,(+); (+); (+); (+),4,4,3,chart --> whole.visualization [overall] | color_encoding --> property.color [data_area] | axes --> furniture.axes [axes] | data_pattern --> structure.pattern [data_area],multiple_colors_used @ color_encoding (property.color) [+] | different_axis_types @ axes (furniture.axes) [+] | non_linear_pattern @ data_pattern (structure.pattern) [+] | difficult_to_understand @ chart (whole.visualization) [+],color_encoding(property.color) --increases_clutter_in--> chart(whole.visualization) [+] | axes(furniture.axes) --complicates_interpretation_of--> data_pattern(structure.pattern) [+] | data_pattern(structure.pattern) --raises_cognitive_load_of--> chart(whole.visualization) [+]
whoQ58_4.png,Area,straight to the point,straight to the point,(-),1,1,0,visualization --> whole.visualization [overall],straightforward_and_concise @ visualization (whole.visualization) [-],
vis853.png,Area,"The colour of the images. The writing on the left image is very small, compared to the text on the right. There are images on the left picture.",color of the images; writing very small,(+); (+),2,2,1,image --> whole.visualization [data_area] | text_label --> text.label [axes],varied_color_usage @ image (whole.visualization) [+] | very_small_writing @ text_label (text.label) [+],text_label(text.label) --reduces_legibility_of--> image(whole.visualization) [+]
whoQ58_3.png,Area,"1) the colour coding and layering of the colours makes the data appear more complex in the orange one; The colors are very similar and can be confusing. Both of them are easy to understand.; number of colors; Amount of information; Data with similar colors make it difficult to read; There are many different colors that show different countries and it took longer to understand because everyone line is ""stacked"" on another if that makes sense.; A cohesive whole; 1. the choice of colour is boring, 2. the curve seems complex 3. lots of numbers involved. 4. too much info; decipher while reading.; the more traditional ways of reporting means and CIs; The orange images is more understandable; Graphs are really easy to understand for me, graphs usually simply has a time line with an X and Y axis I can easily follow; The graph seems to provide information over a number of years rather than a single point in time. Image uses lots of different shades of orange.; a complex graphic; It shows more information (3 layers: countries, cases, and years).","decipher while reading; colors are similar; can be confusing; easy to understand; everyone line is ""stacked"" on another; many different colors; it took longer to understand; number of colors; Amount of information; similar colors; low readability; cohesive whole; traditional ways of reporting statistics; Graphs; X and Y axis; I can easily follow; No graph metrics given; numbers do not make sense; too much info; curve seems complex; lots of numbers; the choice of color is boring; information over a number of years; different shades of orange; and layering of the colors; color coding; difficult to read",(+); (+); (+); (-); (+); (+); (+); (-); (+); (+); (+); (-); (-); (-); (-); (-); (-); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+),6,21,5,chart --> whole.visualization [overall] | lines --> mark.line [data_area] | colors --> property.color [data_area] | axes --> furniture.axes [axes] | numbers --> content.number [data_area] | legend --> furniture.legend [legend],easy_to_understand @ chart (whole.visualization) [-] | can_be_confusing @ chart (whole.visualization) [+] | took_longer_to_understand @ chart (whole.visualization) [+] | too_much_information @ chart (whole.visualization) [+] | traditional_statistics_reporting @ chart (whole.visualization) [-] | cohesive_whole @ chart (whole.visualization) [-] | information_over_many_years @ chart (whole.visualization) [+] | difficult_to_read @ chart (whole.visualization) [+] | low_readability @ chart (whole.visualization) [+] | stacked_on_each_other @ lines (mark.line) [+] | curve_seems_complex @ lines (mark.line) [+] | many_different_colors @ colors (property.color) [+] | similar_colors @ colors (property.color) [+] | different_shades_of_orange @ colors (property.color) [+] | boring_color_choice @ colors (property.color) [+] | number_of_colors @ colors (property.color) [-] | color_coding_present @ colors (property.color) [-] | x_and_y_axis_present @ axes (furniture.axes) [-] | no_graph_metrics_given @ axes (furniture.axes) [-] | lots_of_numbers @ numbers (content.number) [+] | numbers_do_not_make_sense @ numbers (content.number) [+],lines(mark.line) --difficult_to_decipher_while--> chart(whole.visualization) [+] | colors(property.color) --layered_causing_clutter_in--> lines(mark.line) [+] | colors(property.color) --are_similar_making_hard_to_distinguish_in--> lines(mark.line) [+] | numbers(content.number) --contributes_to_high_density_of--> chart(whole.visualization) [+] | axes(furniture.axes) --aids_easy_following_of--> chart(whole.visualization) [-]
wsj511.png,Area,In the image on the right you can see at a glance all the data as drawn and it is clearer to me.,clearer; can see at a glance,(-); (-),2,3,1,chart --> whole.visualization [overall] | data_area --> structure.region [data_area],visually_clear_layout @ chart (whole.visualization) [-] | low_cognitive_load @ chart (whole.visualization) [-] | quickly_interpretable @ data_area (structure.region) [-],chart(whole.visualization) --enables_at_a_glance_reading--> data_area(structure.region) [-]
vis630.png,Area,More words. Brighter colours.,More words; Brighter colors,(+); (+),2,2,1,text_labels --> text.label [overall] | color_encoding --> property.color [data_area],high_word_count @ text_labels (text.label) [+] | bright_vivid_colors @ color_encoding (property.color) [+],text_labels(text.label) --increases_cognitive_load_with--> color_encoding(property.color) [+]
