imageName,VisType,originalPhrases,originalSentiments,subj_raw,subj_synset,subj_category,subj_attrs,pred_raw,pred_canon,obj_raw,obj_synset,obj_category,obj_attrs,sentiment,topic
visMost147.png,Area,many individual dots; small and sparse dots; tough job to identify; mostly focused on about 1/3 of the image; familiar representation; the world map; reduces the effort to comprehend; too much details; too much color; small font in the description; map,(+); (+); (+); (-); (-); (-); (-); (+); (+); (+); (-),active_region,structure.region,structure,concentrated_in_one_third,limits_spread_of,limits_spread_of,dots,mark.point,mark,many_individual_dots; small_and_sparse; tough_to_identify,[-],Aesthetics Uncertainty
visMost147.png,Area,many individual dots; small and sparse dots; tough job to identify; mostly focused on about 1/3 of the image; familiar representation; the world map; reduces the effort to comprehend; too much details; too much color; small font in the description; map,(+); (+); (+); (-); (-); (-); (-); (+); (+); (+); (-),color_encoding,property.color,property,too_much_color,encodes_data_on,encodes_data_on,world_map,whole.visualization,whole,familiar_representation; reduces_comprehension_effort,[+],"Color, Symbol, and Texture Details"
InfoVisJ.678.17.png,Area,layered; only one thing to visually process,(-); (-),chart,whole.visualization,whole,layered_structure,contains_only,contains_only,visual_element,mark.element,mark,single_visual_element,[-],Immediacy / Cognitive Load
whoK06_1.png,Area,more colors; more to look at and analyse,(+); (+),color_encoding,property.color,property,multiple_colors_present,increases_visual_complexity_of,increases_complexity,chart,whole.visualization,whole,,[+],"Color, Symbol, and Texture Details"
whoK06_1.png,Area,more colors; more to look at and analyse,(+); (+),data_elements,content.data,content,high_information_volume; requires_extended_analysis,adds_analytical_burden_to,adds_analytical_burden_to,chart,whole.visualization,whole,,[+],Immediacy / Cognitive Load
whoQ26.png,Area,familiar geographic shape; easier to interpret; not familiar; world map; seemed more complicated; map; easy to read map; easily recognizable; straightforward at showing where things are.; no more than three colors; maps; points of interest; regions; key on the top; charted map,(-); (-); (+); (-); (+); (-); (-); (-); (-); (-); (-); (+); (+); (+); (+),legend,furniture.legend,furniture,key_positioned_at_top,annotates,describes,world_map,whole.visualization,whole,familiar_geographic_shape; easily_recognizable; easy_to_read; straightforward_spatial_encoding; seemed_more_complicated; not_familiar_to_some,[+],Semantics / Text Legibility
whoQ26.png,Area,familiar geographic shape; easier to interpret; not familiar; world map; seemed more complicated; map; easy to read map; easily recognizable; straightforward at showing where things are.; no more than three colors; maps; points of interest; regions; key on the top; charted map,(-); (-); (+); (-); (+); (-); (-); (-); (-); (-); (-); (+); (+); (+); (+),points_of_interest,mark.point,mark,multiple_points_of_interest,overlaid_on,overlaid_on,world_map,whole.visualization,whole,familiar_geographic_shape; easily_recognizable; easy_to_read; straightforward_spatial_encoding; seemed_more_complicated; not_familiar_to_some,[+],Data Density / Image Clutter
whoQ26.png,Area,familiar geographic shape; easier to interpret; not familiar; world map; seemed more complicated; map; easy to read map; easily recognizable; straightforward at showing where things are.; no more than three colors; maps; points of interest; regions; key on the top; charted map,(-); (-); (+); (-); (+); (-); (-); (-); (-); (-); (-); (+); (+); (+); (+),regions,structure.region,structure,distinct_regions_shown,partitions,partitions,world_map,whole.visualization,whole,familiar_geographic_shape; easily_recognizable; easy_to_read; straightforward_spatial_encoding; seemed_more_complicated; not_familiar_to_some,[+],Visual Encoding Clarity
whoQ26.png,Area,familiar geographic shape; easier to interpret; not familiar; world map; seemed more complicated; map; easy to read map; easily recognizable; straightforward at showing where things are.; no more than three colors; maps; points of interest; regions; key on the top; charted map,(-); (-); (+); (-); (+); (-); (-); (-); (-); (-); (-); (+); (+); (+); (+),color_encoding,property.color,property,no_more_than_three_colors,encodes,encodes,regions,structure.region,structure,distinct_regions_shown,[-],"Color, Symbol, and Texture Details"
economist_daily_chart_140.png,Area,did not know the countries highlighted; not familiar with the world map; orange complex; I was more confused; countries; easier to understand; just a glance everything is summarized; 3 axes; x; y; color,(+); (+); (+); (+); (+); (-); (-); (-); (-); (+); (+),highlighted_countries,structure.region,structure,unrecognized_countries; multiple_countries_shown,causes_confusion_on,causes_confusion_on,world_map,whole.visualization,whole,unfamiliar_geographic_schema; overall_easier_to_understand,[+],Aesthetics Uncertainty
economist_daily_chart_140.png,Area,did not know the countries highlighted; not familiar with the world map; orange complex; I was more confused; countries; easier to understand; just a glance everything is summarized; 3 axes; x; y; color,(+); (+); (+); (+); (+); (-); (-); (-); (-); (+); (+),color_encoding,property.color,property,orange_color_complex; color_adds_complexity,encodes_data_on,encodes_data_on,highlighted_countries,structure.region,structure,unrecognized_countries; multiple_countries_shown,[+],"Color, Symbol, and Texture Details"
economist_daily_chart_140.png,Area,did not know the countries highlighted; not familiar with the world map; orange complex; I was more confused; countries; easier to understand; just a glance everything is summarized; 3 axes; x; y; color,(+); (+); (+); (+); (+); (-); (-); (-); (-); (+); (+),x_axis,furniture.axes,furniture,easy_to_read_axis,paired_with,paired_with,y_axis,furniture.axes,furniture,harder_to_interpret_axis,[-],Visual Encoding Clarity
economist_daily_chart_140.png,Area,did not know the countries highlighted; not familiar with the world map; orange complex; I was more confused; countries; easier to understand; just a glance everything is summarized; 3 axes; x; y; color,(+); (+); (+); (+); (+); (-); (-); (-); (-); (+); (+),legend,furniture.legend,furniture,summarizes_at_glance,summarizes,summarizes,world_map,whole.visualization,whole,unfamiliar_geographic_schema; overall_easier_to_understand,[-],Immediacy / Cognitive Load
economist_daily_chart_267.png,Area,Proportions of the numbers don't match size of the circles; brands don't recognize; Soft colors more applealing,(+); (+); (+),circles,mark.point,mark,size_mismatches_values,does_not_proportionally_encode,does_not_proportionally_encode,brand_labels,text.label,text,unfamiliar_brand_names,[+],Visual Encoding Clarity
economist_daily_chart_267.png,Area,Proportions of the numbers don't match size of the circles; brands don't recognize; Soft colors more applealing,(+); (+); (+),brand_labels,text.label,text,unfamiliar_brand_names,requires_domain_knowledge_for,requires_expertise,circles,mark.point,mark,size_mismatches_values,[+],Schema
economist_daily_chart_317.png,Area,much more detailed; countries; less structure; World maps are well known for everybody; A map is easier to read than a chart; take more time to understand; a lot of similar instances; numbers in the axis; world map; colors in the map; don't need much attention to recognize it; easier to process; gauge some info graphically; little to no numbers; map; simple to understand,(+); (+); (+); (-); (-); (+); (-); (-); (-); (-); (-); (-); (+); (+); (-); (-),countries,structure.region,structure,many_similar_instances,displayed_on,displayed_on,world_map,whole.visualization,whole,universally_familiar_format; easier_to_read_than_chart; simple_to_understand; less_structural_organization; requires_graphical_inference; much_more_detailed; takes_more_time_to_understand; minimal_attention_needed; easier_to_process,[-],Data Density / Image Clutter
economist_daily_chart_317.png,Area,much more detailed; countries; less structure; World maps are well known for everybody; A map is easier to read than a chart; take more time to understand; a lot of similar instances; numbers in the axis; world map; colors in the map; don't need much attention to recognize it; easier to process; gauge some info graphically; little to no numbers; map; simple to understand,(+); (+); (+); (-); (-); (+); (-); (-); (-); (-); (-); (-); (+); (+); (-); (-),color_encoding,property.color,property,colors_aid_recognition; little_to_no_numbers,encodes_data_across,encodes_data_across,countries,structure.region,structure,many_similar_instances,[-],"Color, Symbol, and Texture Details"
economist_daily_chart_317.png,Area,much more detailed; countries; less structure; World maps are well known for everybody; A map is easier to read than a chart; take more time to understand; a lot of similar instances; numbers in the axis; world map; colors in the map; don't need much attention to recognize it; easier to process; gauge some info graphically; little to no numbers; map; simple to understand,(+); (+); (+); (-); (-); (+); (-); (-); (-); (-); (-); (-); (+); (+); (-); (-),world_map,whole.visualization,whole,universally_familiar_format; easier_to_read_than_chart; simple_to_understand; less_structural_organization; requires_graphical_inference; much_more_detailed; takes_more_time_to_understand; minimal_attention_needed; easier_to_process,lacks_structured_axes_like,lacks_structured_axes_like,axis_numbers,furniture.axes,furniture,axis_numbers_present,[+],Visual Encoding Clarity
economist_daily_chart_317.png,Area,much more detailed; countries; less structure; World maps are well known for everybody; A map is easier to read than a chart; take more time to understand; a lot of similar instances; numbers in the axis; world map; colors in the map; don't need much attention to recognize it; easier to process; gauge some info graphically; little to no numbers; map; simple to understand,(+); (+); (+); (-); (-); (+); (-); (-); (-); (-); (-); (-); (+); (+); (-); (-),color_encoding,property.color,property,colors_aid_recognition; little_to_no_numbers,requires_graphical_gauging_from,requires_graphical_gauging_from,legend,furniture.legend,furniture,,[+],Immediacy / Cognitive Load
wsj72.png,Area,easier to process/compare/interpret; easy to understand,(-); (-),data_elements,content.data,content,easy_to_compare,facilitates_interpretation_of,facilitates_interpretation_of,chart,whole.visualization,whole,easy_to_understand; straightforward_to_process,[-],Immediacy / Cognitive Load
InfoVisJ.2402.12.png,Area,number of shapes/details presented; shapes were varied; significant difference in scale; readability; different colors; size growing small; colors distribution,(+); (+); (+); (+); (-); (-); (+),shapes,mark.shape,mark,high_number_of_details; varied_shape_types; size_grows_small,encoded_by,encoded_by,color_encoding,property.color,property,multiple_distinct_colors; uneven_color_distribution,[-],"Color, Symbol, and Texture Details"
InfoVisJ.2402.12.png,Area,number of shapes/details presented; shapes were varied; significant difference in scale; readability; different colors; size growing small; colors distribution,(+); (+); (+); (+); (-); (-); (+),shapes,mark.shape,mark,high_number_of_details; varied_shape_types; size_grows_small,varies_across,varies_across,scale,furniture.scale,furniture,significant_scale_difference,[+],Visual Encoding Clarity
InfoVisJ.2402.12.png,Area,number of shapes/details presented; shapes were varied; significant difference in scale; readability; different colors; size growing small; colors distribution,(+); (+); (+); (+); (-); (-); (+),scale,furniture.scale,furniture,significant_scale_difference,affects_legibility_of,affects_legibility_of,text_labels,text.label,text,reduced_readability,[+],Immediacy / Cognitive Load
wsj99.png,Area,a lot of details and figures; more difficult to read,(+); (+),data_figures,content.data,content,high_volume_of_details; numerous_figures_present,increases_cognitive_load_of,increases_effort,chart,whole.visualization,whole,,[+],Immediacy / Cognitive Load
wsj99.png,Area,a lot of details and figures; more difficult to read,(+); (+),text_labels,text.label,text,difficult_to_read,contributes_to_difficulty_of,contributes_to_difficulty_of,chart,whole.visualization,whole,,[+],Immediacy / Cognitive Load
economist_daily_chart_406.png,Area,immediately recognizable; labels are clear and easy to read; title and purpose of the visualization is clearer,(-); (-); (-),title,text.title,text,purpose_clearly_communicated,clarifies_intent_of,clarifies_intent_of,chart,whole.visualization,whole,immediately_recognizable_form,[-],Immediacy / Cognitive Load
economist_daily_chart_406.png,Area,immediately recognizable; labels are clear and easy to read; title and purpose of the visualization is clearer,(-); (-); (-),labels,text.label,text,clear_and_easy_to_read,supports_readability_of,aids_interpretation,chart,whole.visualization,whole,immediately_recognizable_form,[-],Semantics / Text Legibility
treasuryL03_2.png,Area,"more information; pie chart.; longer time to read, process and understand",(+); (+); (+),data_segments,content.data,content,high_information_volume,increases_cognitive_load_of,increases_effort,pie_chart,whole.visualization,whole,circular_chart_form; slow_to_process,[+],Immediacy / Cognitive Load
treasuryL03_2.png,Area,"more information; pie chart.; longer time to read, process and understand",(+); (+); (+),labels_text,text.label,text,requires_extended_reading,adds_information_density_to,adds_information_density_to,pie_chart,whole.visualization,whole,circular_chart_form; slow_to_process,[+],Data Density / Image Clutter
VASTJ.91.6.png,Area,text repeating multiple times; do not know the point,(+); (+),text_labels,text.label,text,repeated_multiple_times,increases_clutter_in,increases_clutter_in,visualization,whole.visualization,whole,unclear_purpose,[+],Data Density / Image Clutter
visMost457.png,Area,more details; take a lot more time to understand,(+); (+),details,content.detail,content,high_detail_density,increases_cognitive_load_of,increases_effort,visualization,whole.visualization,whole,requires_extended_interpretation_time,[+],Immediacy / Cognitive Load
InfoVisC.115.3.png,Area,more colors; different axis; not a linear pattern.; I didn't understand,(+); (+); (+); (+),color_encoding,property.color,property,multiple_colors_used,increases_clutter_in,increases_clutter_in,chart,whole.visualization,whole,difficult_to_understand,[+],Data Density / Image Clutter
InfoVisC.115.3.png,Area,more colors; different axis; not a linear pattern.; I didn't understand,(+); (+); (+); (+),axes,furniture.axes,furniture,different_axis_types,complicates_interpretation_of,complicates_interpretation_of,data_pattern,structure.pattern,structure,non_linear_pattern,[+],Visual Encoding Clarity
InfoVisC.115.3.png,Area,more colors; different axis; not a linear pattern.; I didn't understand,(+); (+); (+); (+),data_pattern,structure.pattern,structure,non_linear_pattern,raises_cognitive_load_of,raises_cognitive_load_of,chart,whole.visualization,whole,difficult_to_understand,[+],Immediacy / Cognitive Load
vis853.png,Area,color of the images; writing very small,(+); (+),text_label,text.label,text,very_small_writing,reduces_legibility_of,reduces_legibility_of,image,whole.visualization,whole,varied_color_usage,[+],Immediacy / Cognitive Load
whoQ58_3.png,Area,"decipher while reading; colors are similar; can be confusing; easy to understand; everyone line is ""stacked"" on another; many different colors; it took longer to understand; number of colors; Amount of information; similar colors; low readability; cohesive whole; traditional ways of reporting statistics; Graphs; X and Y axis; I can easily follow; No graph metrics given; numbers do not make sense; too much info; curve seems complex; lots of numbers; the choice of color is boring; information over a number of years; different shades of orange; and layering of the colors; color coding; difficult to read",(+); (+); (+); (-); (+); (+); (+); (-); (+); (+); (+); (-); (-); (-); (-); (-); (-); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+),lines,mark.line,mark,stacked_on_each_other; curve_seems_complex,difficult_to_decipher_while,difficult_to_decipher_while,chart,whole.visualization,whole,easy_to_understand; can_be_confusing; took_longer_to_understand; too_much_information; traditional_statistics_reporting; cohesive_whole; information_over_many_years; difficult_to_read; low_readability,[+],Immediacy / Cognitive Load
whoQ58_3.png,Area,"decipher while reading; colors are similar; can be confusing; easy to understand; everyone line is ""stacked"" on another; many different colors; it took longer to understand; number of colors; Amount of information; similar colors; low readability; cohesive whole; traditional ways of reporting statistics; Graphs; X and Y axis; I can easily follow; No graph metrics given; numbers do not make sense; too much info; curve seems complex; lots of numbers; the choice of color is boring; information over a number of years; different shades of orange; and layering of the colors; color coding; difficult to read",(+); (+); (+); (-); (+); (+); (+); (-); (+); (+); (+); (-); (-); (-); (-); (-); (-); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+),colors,property.color,property,many_different_colors; similar_colors; different_shades_of_orange; boring_color_choice; number_of_colors; color_coding_present,layered_causing_clutter_in,layered_causing_clutter_in,lines,mark.line,mark,stacked_on_each_other; curve_seems_complex,[+],Aesthetics Uncertainty
whoQ58_3.png,Area,"decipher while reading; colors are similar; can be confusing; easy to understand; everyone line is ""stacked"" on another; many different colors; it took longer to understand; number of colors; Amount of information; similar colors; low readability; cohesive whole; traditional ways of reporting statistics; Graphs; X and Y axis; I can easily follow; No graph metrics given; numbers do not make sense; too much info; curve seems complex; lots of numbers; the choice of color is boring; information over a number of years; different shades of orange; and layering of the colors; color coding; difficult to read",(+); (+); (+); (-); (+); (+); (+); (-); (+); (+); (+); (-); (-); (-); (-); (-); (-); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+),colors,property.color,property,many_different_colors; similar_colors; different_shades_of_orange; boring_color_choice; number_of_colors; color_coding_present,are_similar_making_hard_to_distinguish_in,are_similar_making_hard_to_distinguish_in,lines,mark.line,mark,stacked_on_each_other; curve_seems_complex,[+],"Color, Symbol, and Texture Details"
whoQ58_3.png,Area,"decipher while reading; colors are similar; can be confusing; easy to understand; everyone line is ""stacked"" on another; many different colors; it took longer to understand; number of colors; Amount of information; similar colors; low readability; cohesive whole; traditional ways of reporting statistics; Graphs; X and Y axis; I can easily follow; No graph metrics given; numbers do not make sense; too much info; curve seems complex; lots of numbers; the choice of color is boring; information over a number of years; different shades of orange; and layering of the colors; color coding; difficult to read",(+); (+); (+); (-); (+); (+); (+); (-); (+); (+); (+); (-); (-); (-); (-); (-); (-); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+),numbers,content.number,content,lots_of_numbers; numbers_do_not_make_sense,contributes_to_high_density_of,contributes_to_high_density_of,chart,whole.visualization,whole,easy_to_understand; can_be_confusing; took_longer_to_understand; too_much_information; traditional_statistics_reporting; cohesive_whole; information_over_many_years; difficult_to_read; low_readability,[+],Data Density / Image Clutter
whoQ58_3.png,Area,"decipher while reading; colors are similar; can be confusing; easy to understand; everyone line is ""stacked"" on another; many different colors; it took longer to understand; number of colors; Amount of information; similar colors; low readability; cohesive whole; traditional ways of reporting statistics; Graphs; X and Y axis; I can easily follow; No graph metrics given; numbers do not make sense; too much info; curve seems complex; lots of numbers; the choice of color is boring; information over a number of years; different shades of orange; and layering of the colors; color coding; difficult to read",(+); (+); (+); (-); (+); (+); (+); (-); (+); (+); (+); (-); (-); (-); (-); (-); (-); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+),axes,furniture.axes,furniture,x_and_y_axis_present; no_graph_metrics_given,aids_easy_following_of,aids_easy_following_of,chart,whole.visualization,whole,easy_to_understand; can_be_confusing; took_longer_to_understand; too_much_information; traditional_statistics_reporting; cohesive_whole; information_over_many_years; difficult_to_read; low_readability,[-],Visual Encoding Clarity
wsj511.png,Area,clearer; can see at a glance,(-); (-),chart,whole.visualization,whole,visually_clear_layout; low_cognitive_load,enables_at_a_glance_reading,enables_at_a_glance_reading,data_area,structure.region,structure,quickly_interpretable,[-],Immediacy / Cognitive Load
vis630.png,Area,More words; Brighter colors,(+); (+),text_labels,text.label,text,high_word_count,increases_cognitive_load_with,increases_cognitive_load_with,color_encoding,property.color,property,bright_vivid_colors,[+],Immediacy / Cognitive Load
economist_daily_chart_124.png,Area,a map; legend; range and contrast of colors; lots of regions; more words; a key with color coding; nonlinearity; geo-map; more cluttered; a legend; a lot of words; different colors; less clear at a glance; a continent with countries; familiar with; more detailed; can easily be remembered; easily understandable; Few details; can understand more quickly; easier to understand; map of Africa; recognized the map; no idea what the colors represent; More colors; text; lotd of words; many categories in the legend; lots of colors; amount of words describing data; spatial organization; variation in colors / shades; country shapes; country; use of color,(-); (+); (-); (+); (+); (+); (+); (+); (+); (+); (+); (-); (+); (-); (-); (-); (-); (-); (-); (-); (-); (-); (-); (-); (+); (+); (+); (+); (+); (+); (+); (+); (-); (-); (+),legend,furniture.legend,furniture,many_legend_categories; legend_present,encodes_via,encodes_via,color_coding,property.color,property,color_coding_present; nonlinear_color_scale; colors_unclear_meaning,[+],"Color, Symbol, and Texture Details"
economist_daily_chart_124.png,Area,a map; legend; range and contrast of colors; lots of regions; more words; a key with color coding; nonlinearity; geo-map; more cluttered; a legend; a lot of words; different colors; less clear at a glance; a continent with countries; familiar with; more detailed; can easily be remembered; easily understandable; Few details; can understand more quickly; easier to understand; map of Africa; recognized the map; no idea what the colors represent; More colors; text; lotd of words; many categories in the legend; lots of colors; amount of words describing data; spatial organization; variation in colors / shades; country shapes; country; use of color,(-); (+); (-); (+); (+); (+); (+); (+); (+); (+); (+); (-); (+); (-); (-); (-); (-); (-); (-); (-); (-); (-); (-); (-); (+); (+); (+); (+); (+); (+); (+); (+); (-); (-); (+),color_coding,property.color,property,color_coding_present; nonlinear_color_scale; colors_unclear_meaning,applied_to,applied_to,countries,structure.region,structure,lots_of_regions; country_shapes_familiar; continent_with_countries,[+],Visual Encoding Clarity
economist_daily_chart_124.png,Area,a map; legend; range and contrast of colors; lots of regions; more words; a key with color coding; nonlinearity; geo-map; more cluttered; a legend; a lot of words; different colors; less clear at a glance; a continent with countries; familiar with; more detailed; can easily be remembered; easily understandable; Few details; can understand more quickly; easier to understand; map of Africa; recognized the map; no idea what the colors represent; More colors; text; lotd of words; many categories in the legend; lots of colors; amount of words describing data; spatial organization; variation in colors / shades; country shapes; country; use of color,(-); (+); (-); (+); (+); (+); (+); (+); (+); (+); (+); (-); (+); (-); (-); (-); (-); (-); (-); (-); (-); (-); (-); (-); (+); (+); (+); (+); (+); (+); (+); (+); (-); (-); (+),text_labels,text.label,text,lots_of_words; amount_of_descriptive_text,annotates,describes,map,whole.visualization,whole,geo_map_format; africa_map_recognized; familiar_spatial_form; spatial_organization_complex; more_cluttered_layout; less_clear_at_glance,[+],Semantics / Text Legibility
economist_daily_chart_124.png,Area,a map; legend; range and contrast of colors; lots of regions; more words; a key with color coding; nonlinearity; geo-map; more cluttered; a legend; a lot of words; different colors; less clear at a glance; a continent with countries; familiar with; more detailed; can easily be remembered; easily understandable; Few details; can understand more quickly; easier to understand; map of Africa; recognized the map; no idea what the colors represent; More colors; text; lotd of words; many categories in the legend; lots of colors; amount of words describing data; spatial organization; variation in colors / shades; country shapes; country; use of color,(-); (+); (-); (+); (+); (+); (+); (+); (+); (+); (+); (-); (+); (-); (-); (-); (-); (-); (-); (-); (-); (-); (-); (-); (+); (+); (+); (+); (+); (+); (+); (+); (-); (-); (+),color_scheme,property.color,property,variation_in_color_shades; range_and_contrast_of_colors; many_colors_used; different_colors_distinguishable,differentiates,differentiates,countries,structure.region,structure,lots_of_regions; country_shapes_familiar; continent_with_countries,[-],Immediacy / Cognitive Load
economist_daily_chart_124.png,Area,a map; legend; range and contrast of colors; lots of regions; more words; a key with color coding; nonlinearity; geo-map; more cluttered; a legend; a lot of words; different colors; less clear at a glance; a continent with countries; familiar with; more detailed; can easily be remembered; easily understandable; Few details; can understand more quickly; easier to understand; map of Africa; recognized the map; no idea what the colors represent; More colors; text; lotd of words; many categories in the legend; lots of colors; amount of words describing data; spatial organization; variation in colors / shades; country shapes; country; use of color,(-); (+); (-); (+); (+); (+); (+); (+); (+); (+); (+); (-); (+); (-); (-); (-); (-); (-); (-); (-); (-); (-); (-); (-); (+); (+); (+); (+); (+); (+); (+); (+); (-); (-); (+),legend,furniture.legend,furniture,many_legend_categories; legend_present,increases_complexity_of,increases_complexity,map,whole.visualization,whole,geo_map_format; africa_map_recognized; familiar_spatial_form; spatial_organization_complex; more_cluttered_layout; less_clear_at_glance,[+],Aesthetics Uncertainty
VASTJ.828.7.png,Area,no or few data; not a lot of contrast,(+); (+),data_elements,content.data,content,few_or_no_data_points,contributes_to_ambiguity_in,contributes_to_ambiguity_in,chart,whole.visualization,whole,,[+],Immediacy / Cognitive Load
VASTJ.828.7.png,Area,no or few data; not a lot of contrast,(+); (+),color_scheme,property.color,property,low_color_contrast,reduces_distinguishability_in,reduces_distinguishability_in,chart,whole.visualization,whole,,[+],Visual Encoding Clarity
VASTJ.320.11.png,Area,Almost no explanation; No axis; No graphic legend,(+); (+); (+),axis,furniture.axes,furniture,axis_absent,absent_from,absent_from,chart,whole.visualization,whole,,[+],Visual Encoding Clarity
VASTJ.320.11.png,Area,Almost no explanation; No axis; No graphic legend,(+); (+); (+),legend,furniture.legend,furniture,graphic_legend_missing,absent_from,absent_from,chart,whole.visualization,whole,,[+],Semantics / Text Legibility
VASTJ.320.11.png,Area,Almost no explanation; No axis; No graphic legend,(+); (+); (+),annotation,text.annotation,text,almost_no_explanation,insufficient_context_for,insufficient_context_for,chart,whole.visualization,whole,,[+],Immediacy / Cognitive Load
InfoVisJ.599.4.png,Area,Geographical maps; less complex to me,(-); (-),geographical_map,whole.visualization,whole,familiar_map_format; low_perceived_complexity,reduces_cognitive_load,reduces_cognitive_load,geographical_map,whole.visualization,whole,familiar_map_format; low_perceived_complexity,[-],Immediacy / Cognitive Load
whoJ48_2.png,Area,colors; map,(+); (-),colors,property.color,property,multiple_colors_present,applied_across,applied_across,map,whole.visualization,whole,familiar_map_format,[+],"Color, Symbol, and Texture Details"
InfoVisJ.1634.1.png,Area,no description; no idea what this is,(+); (+),visualization,whole.visualization,whole,no_descriptive_text; purpose_unclear; requires_domain_knowledge; high_interpretive_difficulty,lacks_contextual_explanation,lacks_contextual_explanation,visualization,whole.visualization,whole,no_descriptive_text; purpose_unclear; requires_domain_knowledge; high_interpretive_difficulty,[+],Semantics / Text Legibility
InfoVisC.211.8.png,Area,explanatory legend; map is familiar; segmentation of colors; variety of bright colors; text at the bottom,(-); (-); (+); (+); (+),legend,furniture.legend,furniture,explanatory_and_clear,reduces_complexity_of,simplifies,color_segments,mark.color_segment,mark,segmented_color_regions; variety_of_bright_colors,[-],7. Immediacy / Cognitive Load
InfoVisC.211.8.png,Area,explanatory legend; map is familiar; segmentation of colors; variety of bright colors; text at the bottom,(-); (-); (+); (+); (+),color_segments,mark.color_segment,mark,segmented_color_regions; variety_of_bright_colors,increases_clutter_in,increases_clutter_in,map,whole.visualization,whole,familiar_structure,[+],Data Density / Image Clutter
InfoVisC.211.8.png,Area,explanatory legend; map is familiar; segmentation of colors; variety of bright colors; text at the bottom,(-); (-); (+); (+); (+),bottom_text,text.label,text,dense_bottom_text,adds_cognitive_load_to,adds_cognitive_load_to,map,whole.visualization,whole,familiar_structure,[+],Semantics / Text Legibility
InfoVisJ.2072.16.png,Area,Lots of boxes; lots of text; lots of colors,(+); (+); (+),boxes,mark.shape,mark,high_quantity_boxes,contains,contains,text,text.label,text,high_text_volume,[+],Aesthetics Uncertainty
InfoVisJ.2072.16.png,Area,Lots of boxes; lots of text; lots of colors,(+); (+); (+),boxes,mark.shape,mark,high_quantity_boxes,encoded_with,encoded_with,colors,property.color,property,many_colors_present,[+],"Color, Symbol, and Texture Details"
InfoVisJ.2072.16.png,Area,Lots of boxes; lots of text; lots of colors,(+); (+); (+),text,text.label,text,high_text_volume,increases_load_alongside,increases_load_alongside,colors,property.color,property,many_colors_present,[+],Immediacy / Cognitive Load
InfoVisJ.881.15.png,Area,more data; more variables,(+); (+),data_points,mark.point,mark,high_data_volume,increases_clutter_in,increases_clutter_in,chart,whole.visualization,whole,,[+],Data Density / Image Clutter
InfoVisJ.881.15.png,Area,more data; more variables,(+); (+),variables,content.data,content,multiple_variables_present,adds_interpretive_demand_to,adds_interpretive_demand_to,chart,whole.visualization,whole,,[+],Immediacy / Cognitive Load
InfoVisC.115.4.png,Area,number of things in the same area; colors in the same area; dificult to see whats about,(+); (+); (+),chart_elements,whole.visualization,whole,many_elements_same_area,overlaps_within,overlaps_within,data_area,structure.region,structure,difficult_to_interpret_content,[+],Aesthetics Uncertainty
InfoVisC.115.4.png,Area,number of things in the same area; colors in the same area; dificult to see whats about,(+); (+); (+),color_encoding,property.color,property,multiple_colors_same_area,clutters,clutters,data_area,structure.region,structure,difficult_to_interpret_content,[+],Data Density / Image Clutter
economist_daily_chart_110.png,Area,more physical content; text shapes and geography; dark green; range of colors; red is a harsh color,(+); (+); (-); (+); (+),text_labels,text.label,text,text_overlaid_on_geography,overlaps_with,overlaps_with,geographic_shapes,structure.region,structure,complex_geographic_shapes,[+],Data Density / Image Clutter
economist_daily_chart_110.png,Area,more physical content; text shapes and geography; dark green; range of colors; red is a harsh color,(+); (+); (-); (+); (+),red_region,structure.region,structure,harsh_red_color,contrasts_with,differentiates,dark_green_region,structure.region,structure,dark_green_color,[+],"Color, Symbol, and Texture Details"
economist_daily_chart_110.png,Area,more physical content; text shapes and geography; dark green; range of colors; red is a harsh color,(+); (+); (-); (+); (+),color_scheme,property.color,property,wide_color_range,increases_cognitive_load_of,increases_effort,map,whole.visualization,whole,high_physical_content,[+],Immediacy / Cognitive Load
InfoVisC.173.9(1).png,Area,mix of color; frightening at first glance,(+); (+),color_scheme,property.color,property,mixed_color_variety,contributes_to,contributes_to,visualization,whole.visualization,whole,overwhelming_first_impression; high_cognitive_load,[+],Aesthetics Uncertainty
InfoVisC.24.8.png,Area,More data; Less structured; chaotic,(+); (+); (+),data_elements,content.data,content,high_data_volume,contributes_to,contributes_to,chart,whole.visualization,whole,chaotic_visual_appearance,[+],Data Density / Image Clutter
InfoVisC.24.8.png,Area,More data; Less structured; chaotic,(+); (+); (+),layout_structure,structure.layout,structure,lacks_clear_organization,increases_cognitive_load_of,increases_effort,chart,whole.visualization,whole,chaotic_visual_appearance,[+],Immediacy / Cognitive Load
InfoVisC.24.8(1).png,Area,Values - Graphic and vales have logic; can see words,(+); (-),graphic,whole.visualization,whole,has_internal_logic,aligned_with,aligned_with,values,content.number,content,logically_structured_values,[+],Visual Encoding Clarity
InfoVisJ.1054.3.png,Area,Numbers of entities; Information density; Numbers of colors; Readability,(+); (+); (+); (+),data_entities,content.data,content,high_entity_count,increases_clutter_in,increases_clutter_in,chart,whole.visualization,whole,high_information_density,[+],Aesthetics Uncertainty
