imageName,imageURL,isAnchor,VisType,NormalizedVC,originalPhrases,human_topics,llm_topics_V0T,llm_topics_V0TW,llm_topics_V1_t0,OAR_B,OAR_V1,OAR_V2
v487_n7406_7_f3.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/v487_n7406_7_f3.png,False,Glyph,0.7,mixed up; more details; more colors; more difficult to understand,data_density; color_symbol; cognitive_load,data_density; color_symbol; visual_encoding,data_density; visual_encoding; cognitive_load,visual_encoding; data_density; color_symbol,objs: chart; color_scheme; data_elements; legend; labels | attrs: chart:mixed_up_layout[+]; color_scheme:more_colors_present[+]; data_elements:more_details_shown[+]; chart:difficult_to_understand[+] | rels: color_scheme -increases_clutter_in-> chart [+]; data_elements -contributes_to_confusion_in-> chart [+]; legend -harder_to_decode_within-> chart [+],objs: colormap_background; contour_lines; vector_arrows; colorbar; rod_label; axis_labels; panel_label | attrs: colormap_background:wide_color_gradient_range[+]; contour_lines:dense_irregular_contours[+]; vector_arrows:high_density_vector_field[+]; colorbar:diverging_color_scale[+]; axis_labels:dual_unit_axes[+]; colormap_background:requires_domain_knowledge[+]; vector_arrows:overlaps_contours_and_color[+] | rels: vector_arrows -overlaid_on-> colormap_background [+]; contour_lines -overlaid_on-> colormap_background [+]; colorbar -encodes_values_of-> colormap_background [-]; rod_label -annotates_feature_in-> colormap_background [-]; contour_lines -competes_visually_with-> vector_arrows [+],objs: heatmap; vector_field; contour_lines; color_bar; axis_labels; rod_annotation | attrs: heatmap:continuous_color_gradient[+]; vector_field:dense_arrow_field[+]; contour_lines:irregular_overlapping_contours[+]; color_bar:diverging_color_scale[+]; axis_labels:clear_numeric_tick_labels[-]; vector_field:requires_domain_knowledge[+] | rels: vector_field -overlaid_on-> heatmap [+]; contour_lines -overlaid_on-> heatmap [+]; color_bar -encodes_values_of-> heatmap [-]; rod_annotation -anchors_context_for-> vector_field [-]
SciVisJ.1236.10.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.1236.10.png,False,Grid,0.72,needs to be studied more intently to make sense of; different shapes and sizes; blurred purple and green boxes; labels; meaning of the code; don't understand; not something similar.; dont understand at all; no idea what Image is; the colors seem to have meaning; Number of square; Variety of data in square; columns and rows; easier to visualize,data_density; visual_encoding; text_annotation; domain_schema; color_symbol; cognitive_load,data_density; cognitive_load; domain_schema,data_density; cognitive_load; domain_schema,data_density; cognitive_load; domain_schema,objs: grid; squares; color_encoding; labels; blurred_regions | attrs: squares:different_shapes_and_sizes[+]; squares:high_number_of_squares[+]; squares:variety_of_data_within[+]; color_encoding:colors_imply_meaning[+]; blurred_regions:blurred_purple_green_boxes[+]; labels:aids_interpretation[-]; grid:columns_and_rows_structure[-] | rels: grid -requires_intense_study-> squares [+]; color_encoding -meaning_unclear_without_domain_knowledge-> squares [+]; labels -makes_easier_to_visualize-> grid [-]; blurred_regions -increases_visual_clutter_in-> grid [+]; grid -unfamiliar_structure_to_viewer-> color_encoding [+],objs: grid_layout; heatmap_cell; column_label; diagonal_pattern; green_grid_lines; purple_intensity; off_diagonal_pattern | attrs: grid_layout:large_matrix_arrangement[+]; heatmap_cell:sixty_small_subplots[+]; column_label:abbreviated_label_pairs[-]; diagonal_pattern:strong_diagonal_structure[-]; green_grid_lines:repeated_grid_overlay[+]; purple_intensity:purple_green_bicolor_scheme[-]; off_diagonal_pattern:diffuse_blob_patterns[+] | rels: column_label -labels_columns_of-> grid_layout [-]; diagonal_pattern -dominates_left_columns_of-> heatmap_cell [+]; green_grid_lines -overlays_each-> heatmap_cell [+]; purple_intensity -encodes_similarity_in-> heatmap_cell [-]; off_diagonal_pattern -contrasts_with-> diagonal_pattern [+],objs: matrix_grid; heatmap_cell; column_labels; diagonal_pattern; green_border | attrs: matrix_grid:large_repeated_grid[+]; heatmap_cell:purple_green_color_scheme[+]; column_labels:dense_label_pairs[+]; diagonal_pattern:varying_diagonal_intensity[+]; heatmap_cell:sixty_small_subplots[+]; matrix_grid:high_cognitive_effort_required[+]; green_border:consistent_cell_framing[-] | rels: column_labels -labels_columns_of-> matrix_grid [-]; diagonal_pattern -dominates_left_columns_of-> heatmap_cell [+]; heatmap_cell -repeated_across-> matrix_grid [+]; green_border -visually_separates-> heatmap_cell [-]; matrix_grid -requires_domain_knowledge_for-> column_labels [+]
SciVisJ.822.18.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.822.18.png,False,Grid,0.57,Comprehensibility; Readability,text_annotation; cognitive_load,color_symbol; domain_schema; cognitive_load,domain_schema; color_symbol; cognitive_load,domain_schema; data_density; color_symbol,objs: visualization; text_elements; data_content | attrs: visualization:high_comprehensibility[-]; text_elements:low_readability[+]; data_content:interpretable_structure[-] | rels: text_elements -hinders_interpretation_of-> visualization [+]; data_content -supports_comprehension_of-> visualization [-],objs: chart_1999; chart_2003; chart_2005; year_labels; row_numbers; light_blue_cells; dark_blue_cells | attrs: chart_1999:grid_cell_encoding[+]; row_numbers:minimal_axis_labels[-]; light_blue_cells:light_color_left_half[-]; dark_blue_cells:multiple_dark_blue_shades[+]; year_labels:three_year_annotations[-]; chart_1999:repeated_small_grid_cells[+]; chart_2005:similar_to_prior_charts[-] | rels: chart_1999 -visually_compared_to-> chart_2003 [+]; chart_2003 -visually_compared_to-> chart_2005 [+]; light_blue_cells -contrasts_with-> dark_blue_cells [+]; row_numbers -labels_rows_of-> chart_1999 [-]; dark_blue_cells -occupies_right_half_of-> chart_1999 [+],objs: grid_chart_1999; grid_chart_2003; grid_chart_2005; year_labels; row_number_labels; color_encoding | attrs: grid_chart_1999:dense_grid_of_cells[+]; color_encoding:blue_shade_gradient[-]; color_encoding:limited_color_range[-]; year_labels:clear_year_annotations[-]; row_number_labels:minimal_axis_labels[-]; grid_chart_2005:repetitive_grid_structure[-] | rels: grid_chart_1999 -visually_compared_to-> grid_chart_2003 [+]; grid_chart_2003 -visually_compared_to-> grid_chart_2005 [+]; color_encoding -encodes_data_in-> grid_chart_1999 [-]; year_labels -labels_each_of-> grid_chart_2005 [-]
VASTJ.2908.2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.2908.2.png,False,Grid,0.52,similar looking colors; lack of a grid; makes it harder to look at the data points,domain_schema; color_symbol; cognitive_load,data_density; cognitive_load; color_symbol,data_density; cognitive_load; color_symbol,domain_schema; data_density; cognitive_load,objs: data_points; color_encoding; grid; chart | attrs: color_encoding:similar_looking_colors[+]; grid:grid_absent[+]; data_points:hard_to_distinguish_points[+] | rels: color_encoding -impedes_reading_of-> data_points [+]; grid -absence_increases_difficulty_for-> data_points [+]; color_encoding -contributes_to_clutter_in-> chart [+],objs: chart_columns; row_labels; column_headers; legend; color_markers; gray_background_bars; legend_caption | attrs: row_labels:sixteen_row_labels[+]; column_headers:five_column_headers[+]; color_markers:three_distinct_blue_shades[+]; chart_columns:dense_marker_pattern[+]; legend:clear_legend_encoding[-]; row_labels:domain_specific_terminology[+]; gray_background_bars:uniform_gray_background[-] | rels: color_markers -encoded_within-> gray_background_bars [+]; legend -decodes_colors_of-> color_markers [-]; row_labels -labels_rows_of-> chart_columns [+]; column_headers -labels_columns_of-> chart_columns [+]; chart_columns -requires_cross_referencing-> row_labels [+],objs: stacked_bar_columns; row_labels; column_headers; legend; color_bands | attrs: stacked_bar_columns:five_parallel_columns[+]; row_labels:sixteen_row_labels[+]; column_headers:multi_word_column_headers[+]; color_bands:three_shade_blue_encoding[+]; legend:clear_legend_annotation[-]; stacked_bar_columns:dense_band_pattern[+]; color_bands:gray_background_contrast[-] | rels: row_labels -labels_rows_of-> stacked_bar_columns [-]; column_headers -categorizes_columns_of-> stacked_bar_columns [-]; color_bands -encodes_intensity_within-> stacked_bar_columns [+]; legend -decodes_colors_of-> color_bands [-]; stacked_bar_columns -requires_cross_referencing_with-> row_labels [+]
v488_n7409_19_f1.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/v488_n7409_19_f1.png,False,Grid,0.75,more squares than dots; More words; multiple axes; more points; axis of parameters; more colors; a lot of stuff writting; more factors to consider; lots of colors; small font; difficult to understand; Colors more appealing; squares scattered all over.; Ineligible; labels; small writing; A lot of colors; more detail; isolated squares; more unique colors; more variables; squares scattered all over; ineligible; small writing and labels; A lot more parameters; Color to take into account; a lot of terms; many more different visual components; shapes; key in the image; texts; colors; didn't understand; wasn't intuitive,data_density; visual_encoding; text_annotation; color_symbol; aesthetic_order; cognitive_load,data_density; domain_schema; color_symbol,data_density; domain_schema; cognitive_load,domain_schema; data_density; cognitive_load,objs: squares; dots; axes; text_labels; legend; colors; parameters | attrs: squares:scattered_all_over[+]; squares:outnumber_dots[+]; axes:multiple_axes_present[+]; text_labels:small_font_size[+]; text_labels:high_text_density[+]; colors:many_unique_colors[+]; colors:colors_more_appealing[-]; parameters:many_parameters_to_consider[+] | rels: squares -harder_to_interpret_than-> dots [+]; text_labels -increases_cognitive_load_of-> axes [+]; legend -adds_visual_components_to-> colors [+]; parameters -contributes_to_difficulty_of-> axes [+]; text_labels -renders_illegible_content_in-> axes [+],objs: heatmap_grid; row_labels; column_identifiers; legend; subtype_annotations; color_cells; section_headers | attrs: heatmap_grid:high_cell_density[+]; row_labels:numerous_row_categories[+]; column_identifiers:rotated_dense_labels[+]; legend:multi_category_legend[+]; color_cells:multiple_distinct_colors[+]; subtype_annotations:grouped_subtype_regions[-]; section_headers:domain_specific_terminology[+] | rels: column_identifiers -labels_columns_of-> heatmap_grid [+]; row_labels -categorizes_rows_of-> heatmap_grid [+]; legend -decodes_colors_in-> color_cells [-]; subtype_annotations -partitions_columns_in-> heatmap_grid [-]; heatmap_grid -requires_high_cognitive_effort-> legend [+],objs: heatmap_grid; row_labels; column_identifiers; legend; subtype_bands; color_cells; section_headers | attrs: heatmap_grid:extremely_dense_grid[+]; row_labels:numerous_row_labels[+]; column_identifiers:tiny_rotated_text[+]; legend:multi_category_legend[+]; color_cells:five_distinct_colors[+]; section_headers:domain_specific_terminology[+]; heatmap_grid:high_cognitive_load[+] | rels: column_identifiers -labels_columns_of-> heatmap_grid [+]; row_labels -annotates_rows_of-> heatmap_grid [+]; color_cells -encodes_data_in-> heatmap_grid [+]; legend -decodes_colors_of-> color_cells [-]; subtype_bands -groups_columns_within-> heatmap_grid [-]
vis734.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/vis734.png,False,Grid,0.84,too many points; black background,data_density; color_symbol,data_density; text_annotation; cognitive_load,data_density; cognitive_load; visual_encoding,data_density; text_annotation; cognitive_load,objs: data_points; background | attrs: data_points:excessive_point_count[+]; data_points:high_visual_clutter[+]; background:black_background_color[+]; background:increases_cognitive_load[+] | rels: data_points -clutters-> background [+]; background -reduces_contrast_clarity_of-> data_points [+],objs: title; subtitle; legend; year_axis; country_labels; data_bars; background | attrs: data_bars:high_bar_density[+]; data_bars:multiple_color_encodings[+]; country_labels:numerous_small_labels[+]; year_axis:many_year_columns[+]; title:large_bold_title[-]; data_bars:sparse_irregular_gaps[+]; legend:three_color_categories[-] | rels: data_bars -encoded_by-> year_axis [+]; country_labels -labels_rows_of-> data_bars [+]; legend -explains_colors_of-> data_bars [-]; data_bars -requires_domain_knowledge_for-> title [+]; year_axis -spans_historical_range_across-> data_bars [+],objs: title_text; country_labels; year_axis; data_bars; legend; color_encoding | attrs: data_bars:extremely_dense_bar_matrix[+]; country_labels:numerous_tiny_labels[+]; color_encoding:three_distinct_colors_used[+]; data_bars:irregular_sparse_bar_patterns[+]; title_text:large_bold_readable_title[-]; year_axis:many_year_columns[+]; legend:minimal_legend_entries[-] | rels: data_bars -overwhelms-> color_encoding [+]; country_labels -aligns_with-> data_bars [+]; color_encoding -encodes_category_in-> data_bars [+]; year_axis -spans_across-> data_bars [+]; data_bars -requires_high_effort_to_read-> country_labels [+]
whoJ44.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/whoJ44.png,False,Line,0.31,less information; lines,data_density; visual_encoding,data_density; cognitive_load; visual_encoding,data_density; cognitive_load; visual_encoding,text_annotation; domain_schema; data_density,objs: chart; lines; data_content | attrs: lines:multiple_lines_present[+]; data_content:less_information_shown[-]; lines:line_marks_increase_complexity[+] | rels: lines -contributes_to_complexity_of-> chart [+]; data_content -reduces_complexity_of-> chart [-],objs: title; total_oda_line; budget_support_line; legend; y_axis; x_axis; data_annotations | attrs: title:bold_descriptive_headline[-]; total_oda_line:dark_blue_rising_trend[+]; budget_support_line:light_blue_flat_trend[-]; legend:two_series_labeled[-]; y_axis:clear_numeric_scale[-]; data_annotations:endpoint_values_annotated[-]; total_oda_line:large_magnitude_difference[+] | rels: total_oda_line -contrasts_with-> budget_support_line [+]; data_annotations -labels_endpoint_of-> total_oda_line [-]; data_annotations -labels_endpoint_of-> budget_support_line [-]; legend -distinguishes-> budget_support_line [-]; title -summarizes_trend_of-> total_oda_line [-],objs: title; total_oda_line; budget_support_line; legend; y_axis; x_axis; caption | attrs: title:bold_descriptive_text[+]; total_oda_line:dark_blue_rising_trend[-]; budget_support_line:light_blue_flat_trend[-]; legend:clear_two_item_legend[-]; y_axis:labeled_numeric_intervals[-]; caption:source_citation_present[-] | rels: total_oda_line -visually_contrasts_with-> budget_support_line [-]; legend -clarifies_encoding_of-> total_oda_line [-]; title -summarizes_trend_in-> total_oda_line [-]; x_axis -anchors_time_range_of-> total_oda_line [-]
wsj603.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/wsj603.png,False,Line,0.57,shapes and lines; more colors; fairly easy to read; many small details; much more information,data_density; visual_encoding; color_symbol; cognitive_load,text_annotation; data_density; color_symbol,text_annotation; data_density; cognitive_load,text_annotation; data_density; domain_schema,objs: chart; lines; shapes; color_scheme; detail_elements; information_content | attrs: lines:multiple_lines_present[+]; shapes:varied_shape_marks[+]; color_scheme:more_colors_used[+]; detail_elements:many_small_details[+]; information_content:high_information_volume[+]; chart:fairly_easy_to_read[-] | rels: lines -combined_with-> shapes [+]; color_scheme -increases_clutter_in-> chart [+]; detail_elements -contributes_to-> information_content [+]; information_content -offset_by_readability_of-> chart [-],objs: title_subtitle; treasury_note_line; tips_line; annotation_labels; x_axis; y_axis; shaded_spread_area | attrs: title_subtitle:multi_sentence_subtitle[+]; treasury_note_line:high_frequency_fluctuations[+]; tips_line:distinct_red_color[-]; annotation_labels:multiple_callout_boxes[+]; shaded_spread_area:yellow_highlighted_region[+]; x_axis:sparse_year_labels[-]; treasury_note_line:gold_color_encoding[-] | rels: treasury_note_line -converges_toward-> tips_line [+]; shaded_spread_area -highlights_gap_between-> tips_line [-]; annotation_labels -annotates_endpoints_of-> treasury_note_line [+]; annotation_labels -annotates_endpoints_of-> tips_line [+]; title_subtitle -provides_context_for-> treasury_note_line [-],objs: title_and_caption; treasury_note_line; tips_line; annotation_labels; x_axis; y_axis; highlighted_spread_area | attrs: title_and_caption:multi_sentence_caption[+]; treasury_note_line:high_frequency_fluctuation[+]; tips_line:distinct_red_color[-]; annotation_labels:multiple_callout_boxes[+]; highlighted_spread_area:yellow_shaded_region[+] | rels: treasury_note_line -visually_contrasts_with-> tips_line [-]; annotation_labels -annotates-> highlighted_spread_area [+]; highlighted_spread_area -highlights_gap_between-> treasury_note_line [+]; title_and_caption -provides_context_for-> treasury_note_line [-]
InfoVisC.133.5(3).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisC.133.5(3).png,False,Node-link,0.48,number of details; element size; shapes and contrasts,data_density; visual_encoding; color_symbol,visual_encoding; cognitive_load; color_symbol,visual_encoding; cognitive_load; color_symbol,visual_encoding; cognitive_load; domain_schema,objs: chart; data_elements; shapes; contrast | attrs: chart:low_detail_count[-]; data_elements:large_element_size[-]; shapes:varied_shape_types[+]; contrast:high_visual_contrast[+] | rels: data_elements -has_few-> chart [-]; shapes -increases_complexity_via-> contrast [+]; data_elements -rendered_at_large-> shapes [-],objs: class_axis; sex_axis; survived_axis; flow_bands; category_labels; axis_titles | attrs: flow_bands:overlapping_crossing_bands[+]; flow_bands:two_color_encoding[-]; flow_bands:semi_transparent_flows[+]; category_labels:clear_category_text[-]; axis_titles:bold_axis_titles[-]; class_axis:highlighted_selection_box[+]; flow_bands:dense_band_crossings[+] | rels: flow_bands -connects-> class_axis [+]; flow_bands -connects-> sex_axis [+]; flow_bands -connects-> survived_axis [+]; flow_bands -encoded_by_color-> category_labels [-]; axis_titles -labels-> sex_axis [-],objs: parallel_sets_diagram; class_axis; sex_axis; survived_axis; flow_bands; category_labels | attrs: flow_bands:heavily_overlapping_bands[+]; flow_bands:two_color_encoding[-]; category_labels:clear_short_labels[-]; parallel_sets_diagram:multi_level_hierarchy[+]; flow_bands:crossing_paths_increase_clutter[+] | rels: class_axis -connects_to-> sex_axis [+]; sex_axis -connects_to-> survived_axis [+]; flow_bands -encodes_flow_between-> parallel_sets_diagram [+]; flow_bands -distinguished_by_color_in-> parallel_sets_diagram [-]; category_labels -annotates-> class_axis [-]
InfoVisC.65.5(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisC.65.5(2).png,False,Node-link,0.92,nature of this info; could be difficult; a lot of lines; only one color; everything is quite diffuse; lines; nothing is clear; lots of meeting points; hard to discern,data_density; visual_encoding; domain_schema; color_symbol; cognitive_load,data_density; aesthetic_order; cognitive_load,data_density; cognitive_load; visual_encoding,cognitive_load; data_density; aesthetic_order,objs: lines; meeting_points; color_scheme; layout; chart | attrs: lines:high_line_quantity[+]; lines:diffuse_distribution[+]; lines:hard_to_discern[+]; meeting_points:numerous_intersections[+]; color_scheme:only_one_color[-]; layout:nothing_is_clear[+]; chart:complex_domain_info[+] | rels: lines -creates-> layout [+]; lines -converge_at-> meeting_points [+]; color_scheme -reduces_differentiation_in-> lines [+]; chart -requires_effort_to_interpret-> layout [+],objs: network_graph; nodes; edges; dense_cluster; tree_subgraph; long_range_arcs | attrs: nodes:hundreds_of_nodes[+]; edges:highly_overlapping_edges[+]; dense_cluster:visually_dense_overlap[+]; tree_subgraph:hierarchical_fan_structure[-]; long_range_arcs:curved_long_distance_arcs[+]; network_graph:no_labels_or_legend[-]; network_graph:monochrome_black_white[-] | rels: edges -connects-> nodes [+]; long_range_arcs -spans_across-> dense_cluster [+]; dense_cluster -dominates-> network_graph [+]; tree_subgraph -branches_from-> dense_cluster [+]; edges -causes_clutter_in-> network_graph [+],objs: network_graph; nodes; edges; dense_cluster; peripheral_nodes | attrs: nodes:numerous_small_dots[+]; edges:heavily_overlapping_lines[+]; edges:curved_arc_edges[+]; dense_cluster:highly_tangled_connections[+]; network_graph:no_text_labels_present[-]; network_graph:complex_graph_structure[+]; peripheral_nodes:sparse_tree_like_branches[-] | rels: edges -connects-> nodes [+]; dense_cluster -dominates_center_of-> network_graph [+]; peripheral_nodes -extends_outward_from-> dense_cluster [-]; edges -creates_visual_clutter_in-> network_graph [+]
InfoVisJ.2699.12.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.2699.12.png,False,Node-link,0.76,less white space; lots of overlapping lines; dots; shapes; straight lines; red colors,data_density; visual_encoding; color_symbol,data_density; aesthetic_order; cognitive_load,data_density; cognitive_load; domain_schema,data_density; aesthetic_order; cognitive_load,objs: overlapping_lines; dots; shapes; white_space; red_color | attrs: overlapping_lines:high_line_overlap[+]; overlapping_lines:straight_line_marks[-]; dots:dot_markers_present[-]; shapes:varied_shape_encoding[+]; white_space:reduced_white_space[+]; red_color:prominent_red_coloring[+] | rels: overlapping_lines -increases_clutter_in-> white_space [+]; red_color -applied_to-> overlapping_lines [+]; dots -coexists_with-> shapes [+]; shapes -adds_visual_complexity_to-> overlapping_lines [+],objs: network_graph; nodes; edges; subgraph_annotations; red_circles; highlight_halos; labels | attrs: network_graph:highly_dense_node_layout[+]; nodes:numerous_small_nodes[+]; edges:overlapping_crossing_edges[+]; subgraph_annotations:four_labeled_subgraphs[-]; red_circles:red_circle_annotations[-]; highlight_halos:pink_halo_highlights[+]; network_graph:complex_graph_structure[+] | rels: red_circles -marks_specific-> nodes [-]; labels -labels_annotated-> red_circles [-]; highlight_halos -highlights_hub-> nodes [-]; edges -connects_densely-> nodes [+]; network_graph -requires_domain_knowledge-> subgraph_annotations [+],objs: network_graph; nodes; edges; subgraph_annotations; highlight_circles; red_oval_markers | attrs: network_graph:highly_dense_node_layout[+]; nodes:small_purple_blue_nodes[+]; edges:numerous_overlapping_edges[+]; subgraph_annotations:sparse_red_text_labels[-]; highlight_circles:pink_halo_highlights[+]; network_graph:complex_graph_topology[+]; red_oval_markers:four_labeled_subgraphs[-] | rels: edges -connects-> nodes [+]; red_oval_markers -annotates_subset_of-> network_graph [-]; highlight_circles -highlights_clusters_in-> network_graph [-]; edges -causes_clutter_in-> network_graph [+]; network_graph -requires_domain_knowledge_for-> subgraph_annotations [+]
InfoVisJ.349.1.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.349.1.png,False,Node-link,0.63,distinct shapes; lines; easy lines to follow; numerous intersections; confusing to read; random like movement of datapoints; random like shapes; monochrome color; Proximity of items; Colors involved; Lack of label or explanation,data_density; visual_encoding; text_annotation; color_symbol; aesthetic_order; cognitive_load,data_density; domain_schema; cognitive_load,data_density; cognitive_load; domain_schema,domain_schema; cognitive_load; data_density,objs: data_lines; data_points; shapes; intersections; color_scheme; labels; layout | attrs: shapes:distinct_recognizable_shapes[-]; data_lines:easy_to_follow[-]; data_lines:numerous_line_elements[+]; intersections:numerous_intersections[+]; data_points:random_like_movement[+]; shapes:random_like_shapes[+]; color_scheme:monochrome_color_scheme[+]; labels:lack_of_labels[+] | rels: data_lines -creates-> intersections [+]; intersections -makes_confusing_to_read-> layout [+]; layout -benefits_from-> shapes [-]; color_scheme -contributes_to_complexity-> layout [+]; labels -absence_increases_confusion-> layout [+],objs: tree_diagram; node_circles; leaf_rectangles; connecting_edges; subtree_cluster_left; subtree_cluster_right; root_node | attrs: tree_diagram:hierarchical_recursive_structure[+]; node_circles:numerous_overlapping_nodes[+]; leaf_rectangles:many_leaf_labels_present[+]; connecting_edges:dense_orthogonal_edge_routing[+]; tree_diagram:no_text_labels_visible[-]; tree_diagram:monochromatic_gray_palette[-]; tree_diagram:high_cognitive_load_layout[+] | rels: root_node -branches_into-> connecting_edges [+]; connecting_edges -connects_to-> node_circles [+]; node_circles -terminates_at-> leaf_rectangles [-]; subtree_cluster_left -visually_clusters_with-> subtree_cluster_right [+]; tree_diagram -causes_high-> leaf_rectangles [+],objs: tree_diagram; circular_nodes; rectangular_nodes; connecting_lines; bounding_rectangles | attrs: tree_diagram:highly_branched_structure[+]; circular_nodes:numerous_small_nodes[+]; rectangular_nodes:dual_node_type_encoding[+]; connecting_lines:dense_overlapping_edges[+]; bounding_rectangles:hierarchical_grouping_cues[-] | rels: circular_nodes -connected_by-> connecting_lines [+]; rectangular_nodes -attached_to-> connecting_lines [+]; bounding_rectangles -groups_subsets_of-> circular_nodes [-]; connecting_lines -increases_clutter_in-> tree_diagram [+]; tree_diagram -requires_domain_knowledge_for-> bounding_rectangles [+]
VASTJ.1.7.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.1.7.png,False,Node-link,0.83,Pictures are more scattered; takes more time to look at,data_density; cognitive_load,data_density; domain_schema; cognitive_load,data_density; domain_schema; cognitive_load,visual_encoding; domain_schema; data_density,objs: data_points; chart; layout | attrs: data_points:scattered_distribution[+]; layout:disorganized_spatial_arrangement[+]; chart:high_processing_time[+] | rels: data_points -increases_clutter_in-> chart [+]; layout -prolongs_interpretation_of-> chart [+],objs: network_cluster; node_chain; dashed_circle_annotation; zoom_inset; connecting_edge; colored_node; shaded_region | attrs: network_cluster:densely_interconnected_nodes[+]; node_chain:multi_color_sequential_chain[+]; dashed_circle_annotation:highlights_zoomed_subgraph[-]; zoom_inset:magnified_detail_view[+]; colored_node:distinct_color_groups_red_orange_yellow[+]; network_cluster:multiple_overlapping_clusters[+]; shaded_region:semi_transparent_link_indicator[-] | rels: dashed_circle_annotation -indicates_zoom_into-> zoom_inset [-]; shaded_region -connects_overview_to-> zoom_inset [-]; node_chain -links_between-> network_cluster [+]; connecting_edge -bridges_multiple-> network_cluster [+]; colored_node -color_encodes_group_in-> node_chain [+],objs: network_clusters; node_chains; dashed_circles; zoom_panels; connecting_edges | attrs: network_clusters:dense_internal_edges[+]; node_chains:multi_color_node_chains[+]; dashed_circles:highlights_focal_nodes[-]; zoom_panels:multi_scale_detail_views[+]; network_clusters:varied_color_groups[+]; connecting_edges:complex_inter_cluster_links[+]; zoom_panels:requires_domain_knowledge[+] | rels: zoom_panels -expands_detail_of-> network_clusters [-]; dashed_circles -annotates_nodes_in-> node_chains [-]; node_chains -connects_to-> network_clusters [+]; connecting_edges -links_clusters_across-> zoom_panels [+]; network_clusters -overwhelms_interpretation_of-> zoom_panels [+]
v488_n7409_12_f4.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/v488_n7409_12_f4.png,False,Node-link,0.73,more data,data_density,domain_schema; text_annotation; data_density,domain_schema; data_density; cognitive_load,domain_schema; text_annotation; cognitive_load,objs: chart; data_points; axes | attrs: data_points:high_data_volume[+] | rels: data_points -increases_clutter_in-> chart [+]; data_points -plotted_against-> axes [+],objs: phylogenetic_tree; time_axis; geological_timescale; taxon_labels; fossil_image; gap_shading; dashed_lines | attrs: phylogenetic_tree:branching_cladogram_structure[+]; geological_timescale:multi_level_hierarchical_labels[+]; taxon_labels:numerous_taxon_name_labels[+]; gap_shading:overlapping_shaded_regions[+]; dashed_lines:uncertain_range_encoding[+]; fossil_image:embedded_fossil_photograph[+]; time_axis:nonuniform_tick_spacing[+] | rels: phylogenetic_tree -aligned_along-> time_axis [-]; gap_shading -overlaps-> phylogenetic_tree [+]; dashed_lines -connects_to-> fossil_image [+]; geological_timescale -provides_temporal_context_for-> phylogenetic_tree [+]; taxon_labels -annotates_branches_of-> phylogenetic_tree [+],objs: phylogenetic_tree; time_axis; geological_timescale; shaded_gap_regions; taxon_labels; fossil_image; dashed_lines | attrs: phylogenetic_tree:branching_hierarchical_structure[+]; time_axis:numeric_time_markers[-]; geological_timescale:dense_period_subdivisions[+]; shaded_gap_regions:overlapping_shaded_zones[+]; taxon_labels:multiple_taxonomic_labels[+]; fossil_image:embedded_photographic_element[+]; dashed_lines:uncertain_range_encoding[+] | rels: phylogenetic_tree -spans_across-> time_axis [+]; shaded_gap_regions -highlights_gap_in-> phylogenetic_tree [+]; geological_timescale -adds_domain_complexity_to-> time_axis [+]; dashed_lines -connects_to-> fossil_image [+]; taxon_labels -annotates_branches_of-> phylogenetic_tree [-]
