section,subcategory,term,n_images
visual_attributes,label,written_information_dense,1
visual_attributes,layout,complex_presentation_logic,2
visual_attributes,layout,high_cognitive_load_to_decode,2
visual_attributes,layout,asymmetrical_layout,1
visual_attributes,layout,busier_layout,1
visual_attributes,layout,cluttered_appearance,1
visual_attributes,layout,complex_design_and_concept,1
visual_attributes,layout,complex_domain_info,1
visual_attributes,layout,complex_element_positioning,1
visual_attributes,layout,complex_spatial_arrangement,1
visual_attributes,layout,composition_more_convoluted,1
visual_attributes,layout,dense_element_clutter,1
visual_attributes,layout,difficult_to_interpret,1
visual_attributes,layout,disordered_arrangement,1
visual_attributes,layout,easier_to_figure_out,1
visual_attributes,layout,easily_understandable,1
visual_attributes,layout,explanations_provided,1
visual_attributes,layout,fifteen_separate_figures,1
visual_attributes,layout,hard_to_see_story,1
visual_attributes,layout,hard_to_understand,1
visual_attributes,layout,illogical_organization,1
visual_attributes,layout,lacks_clear_form_structure,1
visual_attributes,layout,lacks_clear_organization,1
visual_attributes,layout,layered_shapes_and_details,1
visual_attributes,layout,less_blank_space,1
visual_attributes,layout,less_clear_information,1
visual_attributes,layout,less_intuitive_overall,1
visual_attributes,layout,less_time_consuming,1
visual_attributes,layout,messy_and_confusing,1
visual_attributes,layout,messy_arrangement,1
visual_attributes,layout,messy_disorganized_layout,1
visual_attributes,layout,messy_overall_layout,1
visual_attributes,layout,messy_visual_layout,1
visual_attributes,layout,mixed_up_arrangement,1
visual_attributes,layout,more_unrelated_data_elements,1
visual_attributes,layout,no_ordering_structure,1
visual_attributes,layout,no_regularity_in_design,1
visual_attributes,layout,non_familiar_layout,1
visual_attributes,layout,non_linear_arrangement,1
visual_attributes,layout,not_recognizable_form,1
visual_attributes,layout,nothing_clearly_interpretable,1
visual_attributes,layout,nothing_clearly_readable,1
visual_attributes,layout,ordered_arrangement,1
visual_attributes,layout,overall_confusing,1
visual_attributes,layout,overlapping_shape_complexity,1
visual_attributes,layout,physical_dimension_present,1
visual_attributes,layout,poor_element_organization,1
visual_attributes,layout,randomly_placed_elements,1
visual_attributes,layout,simple_design,1
visual_attributes,layout,spread_out_distribution,1
visual_attributes,layout,tidy_organized_layout,1
visual_attributes,layout,tiny_image_layout,1
visual_attributes,layout,too_cramped,1
visual_attributes,layout,unfamiliar_design,1
visual_attributes,layout,vertical_orientation,1
visual_attributes,layout,very_busy_layout,1
visual_attributes,layout,very_confusing_appearance,1
visual_attributes,layout,visually_painful_to_view,1
visual_attributes,legend,legend_absent,5
visual_attributes,legend,legend_adds_complexity,3
visual_attributes,legend,aids_interpretation,2
visual_attributes,legend,easy_to_understand,2
visual_attributes,legend,additional_key_required,1
visual_attributes,legend,adds_visual_complexity,1
visual_attributes,legend,bigger_key_size,1
visual_attributes,legend,cannot_understand_encoding,1
visual_attributes,legend,clear_and_concise_key,1
visual_attributes,legend,clear_color_difference,1
visual_attributes,legend,clearly_links_to_data,1
visual_attributes,legend,color_variation_present,1
visual_attributes,legend,explanatory_and_clear,1
visual_attributes,legend,few_legend_items,1
visual_attributes,legend,gives_no_further_information,1
visual_attributes,legend,graphic_legend_missing,1
visual_attributes,legend,increases_perceived_complexity,1
visual_attributes,legend,key_positioned_at_top,1
visual_attributes,legend,key_present_in_image,1
visual_attributes,legend,labels_aid_reading,1
visual_attributes,legend,large_key_present,1
visual_attributes,legend,legend_adds_elements,1
visual_attributes,legend,legend_present,1
visual_attributes,legend,less_visually_appealing,1
visual_attributes,legend,many_individual_elements,1
visual_attributes,legend,many_legend_categories,1
visual_attributes,legend,missing_data_key,1
visual_attributes,legend,no_color_guide_present,1
visual_attributes,legend,no_information_about_squares,1
visual_attributes,legend,no_legend_provided,1
visual_attributes,legend,number_of_items_manageable,1
visual_attributes,legend,positioned_close_to_data,1
visual_attributes,legend,present_and_complex,1
visual_attributes,legend,provides_no_context,1
visual_attributes,legend,summarizes_at_glance,1
visual_attributes,legend,too_close_to_visualization,1
visual_attributes,legend,unclear_meaning,1
visual_attributes,legend,unclear_semantic_meaning,1
visual_attributes,legend,unlabeled_legend_data,1
visual_attributes,legend,unlabeled_legend_entries,1
visual_attributes,legend,vague_and_unclear,1
visual_attributes,line,multiple_lines_present,12
visual_attributes,line,high_line_quantity,3
visual_attributes,line,excessive_line_count,2
visual_attributes,line,few_lines_present,2
visual_attributes,line,high_line_count,2
visual_attributes,line,overlapping_lines_present,2
visual_attributes,line,visually_cluttered_overlap,2
visual_attributes,line,branching_nested_lines,1
visual_attributes,line,crossing_multiple_times,1
visual_attributes,line,curve_lines_simple,1
visual_attributes,line,curve_seems_complex,1
visual_attributes,line,curved_line_marks,1
visual_attributes,line,dashed_line_present,1
visual_attributes,line,difficult_to_differentiate,1
visual_attributes,line,difficult_to_discern,1
visual_attributes,line,difficult_to_follow,1
visual_attributes,line,difficult_to_trace_paths,1
visual_attributes,line,diffuse_distribution,1
visual_attributes,line,dotted_line_marks,1
visual_attributes,line,easy_to_follow,1
visual_attributes,line,enables_visual_processing,1
visual_attributes,line,familiar_waveform_encoding,1
visual_attributes,line,few_lines_joined,1
visual_attributes,line,fine_detail_present,1
visual_attributes,line,hard_to_discern,1
visual_attributes,line,high_overlap_density,1
visual_attributes,line,indistinguishable_from_each_other,1
visual_attributes,line,intersecting_and_crossing,1
visual_attributes,line,intersecting_lines_present,1
visual_attributes,line,lines_cross_each_other,1
visual_attributes,line,lines_crossing_each_other,1
visual_attributes,line,lines_not_straightforward,1
visual_attributes,line,many_lines_present,1
visual_attributes,line,more_variability_shown,1
visual_attributes,line,multiple_data_series,1
visual_attributes,line,multiple_directions,1
visual_attributes,line,multiple_horizontal_lines,1
visual_attributes,line,multiple_interconnecting_lines,1
visual_attributes,line,multiple_lines_intersecting,1
visual_attributes,line,multiple_overlapping_lines,1
visual_attributes,line,multiple_scale_lines,1
visual_attributes,line,numerous_connecting_lines,1
visual_attributes,line,numerous_lines_present,1
visual_attributes,line,numerous_vertical_lines,1
visual_attributes,line,overall_more_complex_to_understand,1
visual_attributes,line,overlapping_lines,1
visual_attributes,line,precise_line_intensity,1
visual_attributes,line,precise_line_thickness,1
visual_attributes,line,present_in_chart,1
visual_attributes,line,represent_different_quantities,1
visual_attributes,line,simple_straight_line,1
visual_attributes,line,small_fine_details,1
visual_attributes,line,smooth_continuous_curves,1
visual_attributes,line,stacked_on_each_other,1
visual_attributes,line,straight_line_encoding,1
visual_attributes,line,straight_line_paths,1
visual_attributes,line,straightforward_line_paths,1
visual_attributes,line,too_many_lines,1
visual_attributes,line,two_lines_present,1
visual_attributes,line,two_separate_lines,1
visual_attributes,line,unclear_encoding,1
visual_attributes,line,upwards_trend_visible,1
visual_attributes,line,varying_amounts,1
visual_attributes,line,varying_line_thickness,1
visual_attributes,line,visible_line_movement,1
visual_attributes,line,visually_busy_layout,1
visual_attributes,line,visually_confusing_lines,1
visual_attributes,line,wavy_irregular_shape,1
visual_attributes,link,arbitrary_irregular_links,1
visual_attributes,link,challenging_to_distinguish,1
visual_attributes,link,clear_path_to_follow,1
visual_attributes,link,complex_branching_pattern,1
visual_attributes,link,complex_network_structure,1
visual_attributes,link,difficult_to_focus_long,1
visual_attributes,link,extra_peripheral_detail,1
visual_attributes,link,high_connection_count,1
visual_attributes,link,instantly_increases_complexity,1
visual_attributes,link,links_between_points,1
visual_attributes,link,minimal_interactions,1
visual_attributes,link,multiple_connecting_edges,1
visual_attributes,link,multiple_crossing_lines,1
visual_attributes,link,multiple_links_present,1
visual_attributes,link,multitude_of_routes,1
visual_attributes,link,network_structure_present,1
visual_attributes,link,numerous_intersections,1
visual_attributes,link,paths_diverge_and_overlap,1
visual_attributes,link,readable_relationships,1
visual_attributes,link,requires_domain_knowledge,1
visual_attributes,link,sequential_process_structure,1
visual_attributes,link,single_link_present,1
visual_attributes,link,vast_interpretations_possible,1
visual_attributes,link,visually_intricate_network,1
visual_attributes,node,limited_node_count,1
visual_attributes,node,many_nodes_present,1
visual_attributes,number,no_measurements_present,2
visual_attributes,number,numeric_labels_present,2
visual_attributes,number,codes_and_numbers_present,1
visual_attributes,number,contains_numbers,1
visual_attributes,number,dense_numerical_labels,1
visual_attributes,number,distributed_numeric_labels,1
visual_attributes,number,high_number_density,1
visual_attributes,number,high_numeric_density,1
visual_attributes,number,incomprehensible_numeric_values,1
visual_attributes,number,involves_numbers,1
visual_attributes,number,large_numbers_present,1
visual_attributes,number,logically_structured_values,1
visual_attributes,number,lots_of_numbers,1
visual_attributes,number,many_numeric_labels,1
visual_attributes,number,more_time_to_understand,1
visual_attributes,number,no_metrics_present,1
visual_attributes,number,no_numbers_present,1
visual_attributes,number,no_semantic_meaning,1
visual_attributes,number,numbers_do_not_make_sense,1
visual_attributes,number,numbers_lack_meaning,1
visual_attributes,number,numeric_content_only,1
visual_attributes,number,numerous_numeric_values,1
visual_attributes,number,ratio_information_present,1
visual_attributes,number,several_measurements_shown,1
visual_attributes,number,small_numbers_present,1
visual_attributes,number,too_many_numbers,1
visual_attributes,number,unfamiliar_numbers_displayed,1
visual_attributes,number,values_placed_in_middle,1
visual_attributes,opacity,difficult_to_interpret,1
visual_attributes,opacity,unusual_shading_technique,1
visual_attributes,panel,assortment_of_bigger_boxes,1
visual_attributes,panel,blue_colored_box,1
visual_attributes,panel,dashed_box_present,1
visual_attributes,panel,easy_to_decipher,1
visual_attributes,panel,excessive_subplot_count,1
visual_attributes,panel,familiar_display_context,1
visual_attributes,panel,increases_interpretive_difficulty,1
visual_attributes,panel,magnification_effect_present,1
visual_attributes,panel,programming_syntax_present,1
visual_attributes,panel,provides_value_reference,1
visual_attributes,panel,red_colored_boxes,1
visual_attributes,panel,requires_individual_reading,1
visual_attributes,panel,small_box_indicators,1
visual_attributes,panel,visually_confusing_layout,1
visual_attributes,pattern,apparent_flow_present,1
visual_attributes,pattern,cascading_visual_flow,1
visual_attributes,pattern,complex_pattern,1
visual_attributes,pattern,contrasting_patterns,1
visual_attributes,pattern,difficult_signal_noise_separation,1
visual_attributes,pattern,difficult_to_extract_takeaway,1
visual_attributes,pattern,growth_pattern_implied,1
visual_attributes,pattern,no_clear_pattern,1
visual_attributes,pattern,no_discernible_pattern,1
visual_attributes,pattern,non_linear_pattern,1
visual_attributes,pattern,not_overly_complicated,1
visual_attributes,pattern,overall_pleasing_pattern,1
visual_attributes,pattern,pattern_interpretation_uncertain,1
visual_attributes,pattern,pattern_not_understandable,1
visual_attributes,pattern,recognizable_pattern_present,1
visual_attributes,pattern,striped_background_texture,1
visual_attributes,pattern,visible_repeating_pattern,1
visual_attributes,point,high_data_volume,4
visual_attributes,point,high_quantity_of_points,3
visual_attributes,point,hard_to_distinguish_points,2
visual_attributes,point,high_data_point_count,2
visual_attributes,point,high_dot_quantity,2
visual_attributes,point,high_point_count,2
visual_attributes,point,multiple_data_points,2
visual_attributes,point,scattered_distribution,2
visual_attributes,point,simple_dot_marks,2
visual_attributes,point,abstract_painting_appearance,1
visual_attributes,point,all_dots_interconnected,1
visual_attributes,point,ambiguous_data_intersection,1
visual_attributes,point,ambiguous_visual_encoding,1
visual_attributes,point,arranged_in_single_line,1
visual_attributes,point,boundaries_visually_unclear,1
visual_attributes,point,circles_of_various_sizes,1
visual_attributes,point,circular_mark_present,1
visual_attributes,point,circular_marks_present,1
visual_attributes,point,clearly_visible,1
visual_attributes,point,clustered_together,1
visual_attributes,point,confusing_data_encoding,1
visual_attributes,point,crowded_overlapping_elements,1
visual_attributes,point,data_points_closely_spaced,1
visual_attributes,point,dense_data_set,1
visual_attributes,point,different_size_circles,1
visual_attributes,point,difficult_to_discern,1
visual_attributes,point,dots_present,1
visual_attributes,point,dots_scattered_widely,1
visual_attributes,point,exact_values_unreadable,1
visual_attributes,point,excessive_data_points,1
visual_attributes,point,excessive_point_count,1
visual_attributes,point,few_data_items,1
visual_attributes,point,few_or_no_data,1
visual_attributes,point,fewer_data_points,1
visual_attributes,point,four_distinct_centers,1
visual_attributes,point,hard_to_discern_individually,1
visual_attributes,point,hard_to_visualise,1
visual_attributes,point,high_dot_count,1
visual_attributes,point,high_point_density,1
visual_attributes,point,increase_decrease_points,1
visual_attributes,point,irregular_form,1
visual_attributes,point,jumbled_visual_arrangement,1
visual_attributes,point,large_quantity_of_circles,1
visual_attributes,point,limited_data_volume,1
visual_attributes,point,linear_arrangement,1
visual_attributes,point,low_number_of_points,1
visual_attributes,point,many_data_points,1
visual_attributes,point,many_data_points_present,1
visual_attributes,point,many_individual_dots,1
visual_attributes,point,meaning_unclear,1
visual_attributes,point,more_details_present,1
visual_attributes,point,more_points_present,1
visual_attributes,point,much_more_data,1
visual_attributes,point,multiple_circles_present,1
visual_attributes,point,multiple_different_shapes,1
visual_attributes,point,multiple_distinct_shapes,1
visual_attributes,point,multiple_features_present,1
visual_attributes,point,multiple_information_points,1
visual_attributes,point,multiple_points_of_interest,1
visual_attributes,point,multitude_of_observations,1
visual_attributes,point,not_simple_data,1
visual_attributes,point,numerous_intersections,1
visual_attributes,point,only_dots_present,1
visual_attributes,point,only_four_data_points,1
visual_attributes,point,overlapping_circle_areas,1
visual_attributes,point,overlapping_data_elements,1
visual_attributes,point,overlapping_data_points,1
visual_attributes,point,pellet_money_appearance,1
visual_attributes,point,plethora_of_datapoints,1
visual_attributes,point,random_collection_layout,1
visual_attributes,point,receding_perspective_point,1
visual_attributes,point,scattered_everywhere,1
visual_attributes,point,simple_mark_type,1
visual_attributes,point,simple_node_markers,1
visual_attributes,point,simple_point_markers,1
visual_attributes,point,simple_point_marks,1
visual_attributes,point,size_mismatches_values,1
visual_attributes,point,small_and_sparse,1
visual_attributes,point,small_collection_three_dots,1
visual_attributes,point,small_detail_elements,1
visual_attributes,point,smaller_icons_present,1
visual_attributes,point,sparse_dot_count,1
visual_attributes,point,spread_around,1
visual_attributes,point,straightforward_shape,1
visual_attributes,point,too_many_circles,1
visual_attributes,point,too_many_data_points,1
visual_attributes,point,too_much_data,1
visual_attributes,point,tough_to_identify,1
visual_attributes,point,unclear_representation,1
visual_attributes,point,unique_data_point_present,1
visual_attributes,point,varied_dot_colors,1
visual_attributes,point,varied_number_of_shapes,1
visual_attributes,point,varied_point_positions,1
visual_attributes,point,various_data_points,1
visual_attributes,point,varying_circle_sizes,1
visual_attributes,point,varying_sizes,1
visual_attributes,point,very_few_data_points,1
visual_attributes,point,visual_elements_relatively_simple,1
visual_attributes,point,visually_ambiguous_marks,1
visual_attributes,point,visually_cluttered_marks,1
visual_attributes,region,complex_geographic_shapes,1
visual_attributes,region,concentrated_in_one_third,1
visual_attributes,region,continent_with_countries,1
visual_attributes,region,country_shapes_familiar,1
visual_attributes,region,dark_and_black_coloring,1
visual_attributes,region,dark_green_color,1
visual_attributes,region,darker_denser_area,1
visual_attributes,region,dense_cluster_of_elements,1
visual_attributes,region,difficult_to_interpret_content,1
visual_attributes,region,distinct_regions_shown,1
visual_attributes,region,familiar_geographic_region,1
visual_attributes,region,geographic_domain_context,1
visual_attributes,region,harsh_red_color,1
visual_attributes,region,high_visual_clutter,1
visual_attributes,region,lots_of_regions,1
visual_attributes,region,many_similar_instances,1
visual_attributes,region,multiple_continents_shown,1
visual_attributes,region,multiple_countries_regions,1
visual_attributes,region,multiple_countries_shown,1
visual_attributes,region,no_data_present,1
visual_attributes,region,quickly_interpretable,1
visual_attributes,region,spatially_complex_layout,1
visual_attributes,region,too_many_sections,1
visual_attributes,region,uncluttered_layout,1
visual_attributes,region,unrecognized_countries,1
visual_attributes,region,visually_busy_layout,1
visual_attributes,scale,aids_data_interpretation,1
visual_attributes,scale,scale_adds_complexity,1
visual_attributes,scale,scaled_by_numbers,1
visual_attributes,scale,significant_scale_difference,1
visual_attributes,shape,multiple_shape_types,3
visual_attributes,shape,ambiguous_shape_encoding,2
visual_attributes,shape,complex_shape_variety,2
visual_attributes,shape,high_contrast_marks,2
visual_attributes,shape,varied_shape_types,2
visual_attributes,shape,varied_shapes_present,2
visual_attributes,shape,variety_of_shapes,2
visual_attributes,shape,2d_geometric_forms,1
visual_attributes,shape,abstract_visual_forms,1
visual_attributes,shape,animal_shaped_marks,1
visual_attributes,shape,arranged_in_grid,1
visual_attributes,shape,blue_colored_squares,1
visual_attributes,shape,blurred_appearance,1
visual_attributes,shape,categorized_in_unclear_way,1
visual_attributes,shape,complex_arrangement_of_shapes,1
visual_attributes,shape,complex_graphical_form,1
visual_attributes,shape,complex_irregular_shape,1
visual_attributes,shape,complex_overall_shape,1
visual_attributes,shape,densely_packed_arrangement,1
visual_attributes,shape,different_shapes_and_sizes,1
visual_attributes,shape,difficult_to_visualize,1
visual_attributes,shape,discernible_pattern,1
visual_attributes,shape,distinct_defined_shape,1
visual_attributes,shape,distinct_recognizable_shapes,1
visual_attributes,shape,each_box_significantly_different,1
visual_attributes,shape,easy_to_understand,1
visual_attributes,shape,excessive_shape_variety,1
visual_attributes,shape,few_square_elements,1
visual_attributes,shape,fewer_visual_items,1
visual_attributes,shape,finer_intricate_details,1
visual_attributes,shape,geometry_set_unclear,1
visual_attributes,shape,hard_to_intuitively_ascertain,1
visual_attributes,shape,hard_to_read_shape,1
visual_attributes,shape,harder_to_distinguish,1
visual_attributes,shape,high_detail_content,1
visual_attributes,shape,high_item_quantity,1
visual_attributes,shape,high_number_of_details,1
visual_attributes,shape,high_number_of_shapes,1
visual_attributes,shape,high_quantity_boxes,1
visual_attributes,shape,high_quantity_of_shapes,1
visual_attributes,shape,high_quantity_of_squares,1
visual_attributes,shape,high_shape_quantity,1
visual_attributes,shape,high_shape_variety,1
visual_attributes,shape,large_amount_of_shapes,1
visual_attributes,shape,large_quantity_of_cubes,1
visual_attributes,shape,less_uniform_shapes,1
visual_attributes,shape,many_box_elements,1
visual_attributes,shape,many_shapes_present,1
visual_attributes,shape,many_visual_components,1
visual_attributes,shape,more_colors_used,1
visual_attributes,shape,multiple_box_elements,1
visual_attributes,shape,multiple_boxes_present,1
visual_attributes,shape,multiple_different_shapes,1
visual_attributes,shape,multiple_different_sizes,1
visual_attributes,shape,multiple_distinct_shapes,1
visual_attributes,shape,multiple_shapes_present,1
visual_attributes,shape,multiple_unique_shapes,1
visual_attributes,shape,non_organic_geometric_forms,1
visual_attributes,shape,numerous_isolated_marks,1
visual_attributes,shape,numerous_small_boxes,1
visual_attributes,shape,objects_spread_over_area,1
visual_attributes,shape,odd_irregular_shapes,1
visual_attributes,shape,orange_colored_shapes,1
visual_attributes,shape,outnumber_dots,1
visual_attributes,shape,oval_shaped_form,1
visual_attributes,shape,present_in_chart,1
visual_attributes,shape,random_like_shapes,1
visual_attributes,shape,recognizable_country_shapes,1
visual_attributes,shape,scattered_all_over,1
visual_attributes,shape,shape_variety_aids_reading,1
visual_attributes,shape,shapes_aid_interpretation,1
visual_attributes,shape,shapes_more_complex,1
visual_attributes,shape,similar_box_sizes,1
visual_attributes,shape,single_shape_type,1
visual_attributes,shape,size_grows_small,1
visual_attributes,shape,stretched_differently,1
visual_attributes,shape,too_many_shapes,1
visual_attributes,shape,too_many_spirals,1
visual_attributes,shape,transitioning_to_rectangular,1
visual_attributes,shape,unable_to_sort_elements,1
visual_attributes,shape,unclear_resemblance,1
visual_attributes,shape,unclear_shape_meaning,1
visual_attributes,shape,undefined_shape,1
visual_attributes,shape,uneven_irregular_shape,1
visual_attributes,shape,unrecognizable_visual_encoding,1
visual_attributes,shape,varied_shape_marks,1
visual_attributes,shape,variety_of_data_within,1
visual_attributes,shape,various_geometrical_shapes,1
visual_attributes,shape,various_shape_types,1
visual_attributes,shape,varying_size_of_shapes,1
visual_attributes,shape,visually_more_details,1
visual_attributes,size,different_volume_encodings,1
visual_attributes,symbol,easily_recognizable_symbols,2
visual_attributes,symbol,clear_indications_present,1
visual_attributes,symbol,complicated_formulas_symbols,1
visual_attributes,symbol,cross_at_bottom,1
visual_attributes,symbol,difficult_to_read,1
visual_attributes,symbol,extra_arrows_present,1
visual_attributes,symbol,multiple_icons_present,1
visual_attributes,symbol,no_apparent_directional_flow,1
visual_attributes,symbol,pointing_in_different_directions,1
visual_attributes,symbol,simple_symbol_variety,1
visual_attributes,symbol,small_size,1
visual_attributes,symbol,varied_symbol_types,1
visual_attributes,texture,visually_stimulating_texture,1
visual_attributes,title,title_present,2
visual_attributes,title,aids_quick_interpretation,1
visual_attributes,title,clear_informative_title,1
visual_attributes,title,missing_title,1
visual_attributes,title,purpose_clearly_communicated,1
visual_attributes,title,purpose_clearly_stated,1
visual_attributes,title,title_clarifies_content,1
visual_attributes,title,titles_present,1
visual_attributes,visualization,difficult_to_interpret,15
visual_attributes,visualization,difficult_to_understand,11
visual_attributes,visualization,easy_to_understand,7
visual_attributes,visualization,high_information_volume,7
visual_attributes,visualization,familiar_chart_type,6
visual_attributes,visualization,familiar_map_format,6
visual_attributes,visualization,hard_to_understand,6
visual_attributes,visualization,easier_to_understand,4
visual_attributes,visualization,high_information_density,4
visual_attributes,visualization,unclear_subject_matter,4
visual_attributes,visualization,difficult_to_follow,3
visual_attributes,visualization,difficult_to_read,3
visual_attributes,visualization,easy_to_read,3
visual_attributes,visualization,high_interpretive_difficulty,3
visual_attributes,visualization,lacks_contextual_information,3
visual_attributes,visualization,requires_domain_knowledge,3
visual_attributes,visualization,three_dimensional_structure,3
visual_attributes,visualization,clear_interpretive_message,2
visual_attributes,visualization,difficult_to_comprehend,2
visual_attributes,visualization,difficult_to_focus_on,2
visual_attributes,visualization,easier_to_process,2
visual_attributes,visualization,easier_to_read,2
visual_attributes,visualization,easily_interpretable,2
visual_attributes,visualization,easily_understandable_information,2
visual_attributes,visualization,easy_to_interpret,2
visual_attributes,visualization,fast_readability,2
visual_attributes,visualization,high_cognitive_load,2
visual_attributes,visualization,high_detail_level,2
visual_attributes,visualization,high_visual_busyness,2
visual_attributes,visualization,immediately_recognizable_form,2
visual_attributes,visualization,initially_visually_attractive,2
visual_attributes,visualization,invites_deeper_analysis,2
visual_attributes,visualization,lacks_visual_clarity,2
visual_attributes,visualization,line_graph_format,2
visual_attributes,visualization,lots_of_information,2
visual_attributes,visualization,low_cognitive_load,2
visual_attributes,visualization,low_detail_count,2
visual_attributes,visualization,low_readability,2
visual_attributes,visualization,many_elements_present,2
visual_attributes,visualization,requires_extended_interpretation_time,2
visual_attributes,visualization,requires_extended_processing_time,2
visual_attributes,visualization,requires_longer_interpretation,2
visual_attributes,visualization,requires_specialized_knowledge,2
visual_attributes,visualization,simple_to_digest,2
visual_attributes,visualization,simple_to_understand,2
visual_attributes,visualization,too_many_elements,2
visual_attributes,visualization,too_much_information,2
visual_attributes,visualization,unclear_meaning,2
visual_attributes,visualization,unclear_representation,2
visual_attributes,visualization,unclear_semantic_meaning,2
visual_attributes,visualization,unfamiliar_chart_type,2
visual_attributes,visualization,visually_clear_layout,2
visual_attributes,visualization,visually_overwhelming_layout,2
visual_attributes,visualization,absent_text_labels,1
visual_attributes,visualization,abstract_representation,1
visual_attributes,visualization,accurate_interpretation_challenging,1
visual_attributes,visualization,africa_map_recognized,1
visual_attributes,visualization,alignment_ambiguous,1
visual_attributes,visualization,ambiguous_complexity_level,1
visual_attributes,visualization,ambiguous_encoding,1
visual_attributes,visualization,ambiguous_spatial_location,1
visual_attributes,visualization,ambiguous_without_context,1
visual_attributes,visualization,arranged_side_by_side,1
visual_attributes,visualization,basic_simple_structure,1
visual_attributes,visualization,blank_content,1
visual_attributes,visualization,blue_colored,1
visual_attributes,visualization,can_be_confusing,1
visual_attributes,visualization,causes_confusion,1
visual_attributes,visualization,causes_viewer_confusion,1
visual_attributes,visualization,causes_visual_blur,1
visual_attributes,visualization,chaotic_visual_appearance,1
visual_attributes,visualization,circular_chart_form,1
visual_attributes,visualization,clean_lines,1
visual_attributes,visualization,clean_visual_appearance,1
visual_attributes,visualization,clear_and_clean_layout,1
visual_attributes,visualization,clear_and_concise_layout,1
visual_attributes,visualization,clear_at_a_glance,1
visual_attributes,visualization,clear_layout,1
visual_attributes,visualization,clear_recognizable_shape,1
visual_attributes,visualization,clearer_presentation,1
visual_attributes,visualization,clearly_delineated_regions,1
visual_attributes,visualization,clearly_visible_at_glance,1
visual_attributes,visualization,cluttered_and_disordered,1
visual_attributes,visualization,cluttered_screen_layout,1
visual_attributes,visualization,cohesive_whole,1
visual_attributes,visualization,colors_aid_interpretation,1
visual_attributes,visualization,comfortable_visual_appearance,1
visual_attributes,visualization,complex_geometric_shapes,1
visual_attributes,visualization,complex_graph_design,1
visual_attributes,visualization,complex_grid_structure,1
visual_attributes,visualization,complex_layout_structure,1
visual_attributes,visualization,complicated_to_look_at,1
visual_attributes,visualization,confusing_and_complex,1
visual_attributes,visualization,confusing_layout,1
visual_attributes,visualization,confusing_overall_understandability,1
visual_attributes,visualization,contains_factual_information,1
visual_attributes,visualization,contains_more_information,1
visual_attributes,visualization,contrasting_color_scheme,1
visual_attributes,visualization,crude_informal_appearance,1
visual_attributes,visualization,dark_coloring,1
visual_attributes,visualization,data_clearly_visible,1
visual_attributes,visualization,data_in_different_format,1
visual_attributes,visualization,dense_data_encoding,1
visual_attributes,visualization,dense_word_mixture,1
visual_attributes,visualization,densely_packed_information,1
visual_attributes,visualization,differences_easily_visible,1
visual_attributes,visualization,differences_unclear,1
visual_attributes,visualization,difficult_cross_element_comparison,1
visual_attributes,visualization,difficult_data_interpretation,1
visual_attributes,visualization,difficult_to_analyze,1
visual_attributes,visualization,difficult_to_ascertain,1
visual_attributes,visualization,difficult_to_capture,1
visual_attributes,visualization,difficult_to_describe,1
visual_attributes,visualization,difficult_to_model,1
visual_attributes,visualization,difficult_to_parse,1
visual_attributes,visualization,disorganised_layout,1
visual_attributes,visualization,earthquake_measurement_context,1
visual_attributes,visualization,easier_to_compare,1
visual_attributes,visualization,easier_to_discern,1
visual_attributes,visualization,easier_to_read_than_chart,1
visual_attributes,visualization,easily_deducible_content,1
visual_attributes,visualization,easily_readable_content,1
visual_attributes,visualization,easily_recognizable,1
visual_attributes,visualization,easily_recognizable_form,1
visual_attributes,visualization,easily_understandable,1
visual_attributes,visualization,easy_information_intake,1
visual_attributes,visualization,easy_to_comprehend,1
visual_attributes,visualization,easy_to_decipher,1
visual_attributes,visualization,easy_to_evaluate,1
visual_attributes,visualization,easy_to_follow,1
visual_attributes,visualization,easy_to_identify_elements,1
visual_attributes,visualization,easy_to_read_glance,1
visual_attributes,visualization,elements_do_not_make_sense,1
visual_attributes,visualization,equally_difficult_to_parse,1
visual_attributes,visualization,exact_values_displayed,1
visual_attributes,visualization,excessive_information_volume,1
visual_attributes,visualization,excessively_detailed,1
visual_attributes,visualization,extra_challenge_to_read,1
visual_attributes,visualization,familiar_chart_format,1
visual_attributes,visualization,familiar_circular_form,1
visual_attributes,visualization,familiar_domain_knowledge,1
visual_attributes,visualization,familiar_geographic_shape,1
visual_attributes,visualization,familiar_representation,1
visual_attributes,visualization,familiar_spatial_form,1
visual_attributes,visualization,familiar_structure,1
visual_attributes,visualization,fast_content_comprehension,1
visual_attributes,visualization,few_data_points,1
visual_attributes,visualization,forbes_companies_context,1
visual_attributes,visualization,full_map_coverage,1
visual_attributes,visualization,generally_complex_layout,1
visual_attributes,visualization,generally_comprehensible,1
visual_attributes,visualization,generally_understandable,1
visual_attributes,visualization,geo_map_format,1
visual_attributes,visualization,graph_adds_complexity,1
visual_attributes,visualization,graphic_like_appearance,1
visual_attributes,visualization,hard_to_ascertain_meaning,1
visual_attributes,visualization,hard_to_extract_info,1
visual_attributes,visualization,hard_to_interpret,1
visual_attributes,visualization,hard_to_make_sense,1
visual_attributes,visualization,harder_to_read,1
visual_attributes,visualization,harder_to_read_discern,1
visual_attributes,visualization,harder_to_see,1
visual_attributes,visualization,harder_to_understand,1
visual_attributes,visualization,has_internal_logic,1
visual_attributes,visualization,high_abstraction_level,1
