filename,data_density_explanation,visual_encoding_explanation,text_annotation_explanation,domain_schema_explanation,color_symbol_explanation,aesthetic_order_explanation,cognitive_load_explanation,summary
InfoVisJ.1558.9.png,"There are numerous elliptical glyphs scattered across the plot with moderate overlap, particularly in the central-right region, creating a moderately dense visualization.","The visualization uses oriented ellipses with varying size, orientation, and color intensity to encode multiple data dimensions, plus blue rectangular regions and dashed lines for additional context, making the encoding fairly complex.","Text is minimal, limited to a color legend with five numerical values (1.10 to 4.96) and no axis labels or title.","This appears to be a specialized scientific visualization (possibly stress tensors, geological data, or fluid dynamics) requiring domain knowledge to interpret the ellipse orientations, sizes, and the inset zoom regions.","A single-hue gradient from light pink/white to dark red/brown is used, combined with elliptical symbols of varying orientations and sizes, and blue dashed lines/rectangles for annotations.","The layout is somewhat cluttered in the central region with overlapping ellipses, and the dashed border, blue rectangles, and dashed connecting lines add visual complexity, though there is open space in parts of the image.","Interpreting the meaning of ellipse orientation, size, color, and spatial distribution simultaneously requires significant cognitive effort, especially without axis labels or a clear title explaining the context.","This is a specialized glyph-based visualization showing oriented ellipses with color-mapped values, likely representing tensor or directional data. The moderate density of overlapping glyphs in the central region, combined with the multi-dimensional encoding and lack of explanatory labels, creates a moderately complex visualization that requires domain expertise to interpret."
VisJ.1949.18(3).png,"The image contains a large grid of approximately 60-70 small 3D rendered objects arranged in rows and columns, creating moderate-to-high data density.","The visualization uses 3D rendered shapes (appearing to be crescent or shell-like forms) with varying orientations and sizes, representing a complex encoding scheme.","There is virtually no text annotation visible in the image — no labels, titles, axes, or legends.","This appears to be a specialized scientific visualization, possibly showing 3D simulations or volumetric renderings across parameter space, requiring domain expertise to interpret.","A limited but distinctive color palette of orange/red, green, and dark background is used consistently across all elements, with color encoding likely representing different data variables.","The layout follows a rough grid pattern but with irregular spacing and varying element sizes, creating moderate visual disorder against the dark background.","Without labels or context, interpreting what the visualization represents and understanding the variations across the grid requires significant cognitive effort.","This is a scientific visualization showing a grid of approximately 60-70 small 3D rendered objects (shell or crescent-like shapes) on a black background, likely representing parameter sweeps or simulation results. The objects vary in size, orientation, and color distribution (orange/red and green), but without any text annotations, making interpretation challenging without domain knowledge."
InfoVisJ.349.1.png,"The diagram contains numerous nodes (circles and rectangles) connected by many orthogonal lines, creating a dense network of interconnected elements spread across the entire canvas.","The visualization uses two types of node shapes (circles and rectangles) connected by orthogonal routing lines, with a complex hierarchical/network spatial layout that is difficult to trace.","There is virtually no visible text annotation — no labels, titles, legends, or captions are present in the image.","This appears to be a specialized technical diagram, possibly a circuit schematic, network topology, or hierarchical graph structure requiring domain expertise to interpret.",The color palette is minimal — grayscale only with gray-filled circles and darker rectangles — though the two symbol types provide some differentiation.,"The layout is quite cluttered with many crossing and overlapping lines, irregular node placement, and long routing paths that create visual disorder across the diagram.","Tracing connections through the dense web of orthogonal lines with numerous crossings and junctions demands significant cognitive effort, especially without any text labels to guide interpretation.","This is a complex node-link diagram with circles and rectangles connected by orthogonal lines, resembling a technical schematic or hierarchical network. The absence of any text labels combined with dense, crossing connections and irregular layout makes it visually demanding to interpret. The monochromatic color scheme keeps color complexity low but does little to aid readability."
SciVisJ.822.18.png,"Three heatmap panels each show a grid of cells with color-encoded values across 5 rows and approximately 20 columns, representing moderate data density.","The visualization uses a sequential blue color scale on a grid/matrix layout, which is a straightforward encoding but requires interpreting color intensity across two spatial dimensions.","Minimal text is present: only y-axis labels (2-6) and panel labels with years (1999, 2003, 2005), resulting in low text density.","The visualization appears to show some domain-specific data (possibly spatial or temporal patterns) across three time periods, with unlabeled axes requiring some domain knowledge to interpret.","A sequential blue color palette is used ranging from white/very light blue to dark navy, with moderate color variation but no additional symbols or textures.","The layout is clean and well-organized with three clearly separated panels in a vertical arrangement, with consistent grid structure and minimal clutter.","Moderate cognitive load is required to compare patterns across the three time panels and interpret the color gradients, though the lack of axis labels and legend increases interpretive difficulty.","This visualization consists of three small-multiple heatmap panels showing data for years 1999, 2003, and 2005. Each panel displays a grid with 5 rows and roughly 20 columns using a sequential blue color scheme, with a clear transition from white/empty cells on the left to darker blue cells on the right. The clean layout keeps complexity moderate, though the absence of a color legend and x-axis labels adds some interpretive challenge."
VASTJ.422.7.png,"The chart displays numerous data points across 11 users over time, with multiple event types per user creating moderate-to-high density, though spacing prevents severe clutter.","The visualization uses a timeline/dot plot with multiple symbol shapes (circles, triangles) and colors to encode different event categories, creating moderate encoding complexity.","Text is limited to user labels on the y-axis, time axis label, tick marks, and a legend with 7 categories, representing a moderate amount of annotation.","Understanding requires domain knowledge about user study protocols involving extremist content categories (Neo-Nazi, Islamic terrorist, Scottish ultranationalist), adding specialized context.","Five distinct colors (blue, orange, red, black, yellow) combined with two symbol shapes (circles and triangles) create a rich but manageable color-symbol scheme with 7 legend entries.","The layout is relatively organized with clear horizontal timelines per user, but overlapping symbols at certain time points and varying line lengths create moderate visual clutter.","Interpreting which events occurred for each user requires cross-referencing colors, shapes, and positions simultaneously, and tracking patterns across 11 users demands sustained cognitive effort.",
VASTJ.2012.9(2).png,"The image contains a dense timeline stream graph at the top combined with two large word clouds below, each packed with numerous text elements of varying sizes, creating high information density.","Multiple encoding types are used simultaneously: a stream/flow graph with colored bands, word clouds with size-encoded frequency, pie charts within circles, and temporal axis layout, making the visual encoding quite complex.","There is an extremely high volume of text: date labels, category labels (PROTEST_ACTIVITY, CORRUPTION, INCOME_INEQUALITY), legend items, and dozens of words in each word cloud, contributing to very high text density.","Understanding requires familiarity with social media analytics, protest movement data (Occupy Wall Street), topic modeling, and temporal trend analysis, though the concepts are not extremely specialized.","Multiple colors are used for the stream graph bands (blue, red, green, gray), word cloud text (varying shades of teal/gray/green), pie chart segments, and legend categories, creating moderate-to-high color complexity.","The layout is quite cluttered with overlapping elements—word clouds overlap with the stream graph, text is densely packed with varying sizes, and the overall composition feels visually overwhelming.","Interpreting this visualization requires simultaneously processing temporal trends, topic labels, word frequencies across two word clouds, and their relationship to the stream graph, demanding significant cognitive effort.","This is a complex multi-component visualization combining a temporal stream graph of protest-related topics with two detailed word clouds showing term frequencies at different time points. The dense text, multiple encoding types, and overlapping layout elements create high visual complexity and cognitive demand."
v488_n7412_9_f1.png,"The map contains numerous data points (graduated and colored circles) spread across the Himalayan region, overlaid on a topographic base map with rivers, basins, and sub-region boundaries.","The visualization uses dual encoding (color for elevation difference trend and size for standard error) on circular symbols placed geographically, combined with line features for rivers, basins, and ICESat glacier tracks.","There are geographic labels (country names, mountain ranges, rivers), coordinate markers, sub-region statistics with uncertainty values, and a detailed legend with multiple components.","Understanding requires glaciology and remote sensing domain knowledge, including ICESat elevation measurements, glacier mass balance concepts, and Himalayan geographic sub-regions.","A diverging color scale (red through yellow to white to blue) represents elevation trends, combined with varying circle sizes, dotted lines for glaciers, dashed lines for sub-regions, and colored lines for rivers and basins.","The western portion of the map is quite dense with overlapping circles and glacier tracks, creating moderate visual clutter, though the overall geographic layout provides spatial organization.","Interpreting the map requires simultaneously processing color, size, spatial position, multiple overlapping boundary lines, and statistical annotations for each sub-region, demanding significant cognitive effort.","This is a scientific geospatial visualization showing glacier elevation change trends across the Himalayan region using bivariate symbols (color and size) on a topographic base map. The map integrates multiple layers including ICESat glacier tracks, river basins, sub-regional boundaries, and statistical summaries, creating a moderately high level of visual complexity. The western portion is particularly dense with overlapping elements, while the legend effectively but densely communicates the encoding scheme."
v488_n7409_12_f4.png,"The chart displays a phylogenetic tree with multiple lineages mapped against geological time periods, including temporal ranges for ~9 insect taxa, geological stage labels, and gap annotations.","The visualization combines a cladogram (branching tree with dashed and solid lines), horizontal range bars, a geological timescale with nested hierarchical periods, and an embedded fossil photograph.","There are numerous text labels including taxon names, geological period/stage names (rotated), time scale numbers, gap labels ('Romer's gap', 'Hexapoda gap'), and numbered nodes, creating substantial textual density.","Understanding this figure requires knowledge of paleontology, insect phylogenetics, geological timescales (Devonian through Permian stages), and concepts like Romer's gap and extinct taxa (†).","The color palette is limited—cyan/light blue for lineage bars and branches, gray shading for time intervals, dashed lines for uncertain relationships, and a small red bar near the fossil image—resulting in moderate symbolic complexity.","The layout is moderately organized with the timescale and tree aligned, but overlapping elements (dashed lines, the inset photo, nested geological labels) create some visual clutter.","Interpreting the figure requires simultaneously tracking phylogenetic relationships, temporal ranges, geological periods at multiple hierarchical levels, and understanding the significance of gaps and fossil placement.","This is a phylogenetic time-tree showing the evolutionary relationships and temporal ranges of early insect lineages against a detailed geological timescale from the Silurian through Permian. It includes an inset fossil photograph of Strudiella and annotations of important fossil gaps. The combination of a cladogram, range bars, hierarchical geological stages, and specialized paleontological terminology creates moderate-to-high visual and cognitive complexity."
v488_n7409_19_f1.png,"This is a dense oncoplot/genomic landscape figure with dozens of columns (patient samples) and many rows representing clinical variables, copy number alterations, and somatic mutations across multiple gene categories.","The visualization uses a complex matrix/heatmap encoding with multiple row categories, color-coded cells for different mutation types, copy number changes (gains/losses), and categorical clinical data represented in distinct rows.","There are extensive text labels including patient identifiers along the top, gene names on the left, category headers, subtype labels, and a detailed multi-row legend at the bottom with numerous categories.","This requires specialized knowledge of cancer genomics, specifically medulloblastoma subtypes (WNT, SHH, Group 3, Group 4), copy number alterations, somatic mutations, and molecular pathways (Wnt, Hedgehog, chromatin remodeling).","The figure uses a rich color palette with at least 10+ distinct colors encoding sex, age groups, histology types, copy number gains/losses, and multiple mutation types (silent, missense, nonsense/splice, germline).","While the layout follows a structured matrix format with clear groupings, the density of colored cells, sparse mutation patterns, and numerous columns create moderate visual clutter, though the organization by subtype provides some order.","Interpreting this figure requires simultaneously tracking multiple data dimensions across many samples, understanding the relationship between subtypes and molecular features, and decoding numerous color-symbol mappings from the legend.","This is a complex genomic landscape/oncoplot visualization of medulloblastoma samples showing clinical variables, molecular subtypes, copy number alterations, and somatic mutations across multiple pathways. The dense matrix layout with numerous color-coded categories and specialized genomic domain knowledge requirements make this a high-complexity visualization. The structured grouping by tumor subtype provides some organizational clarity but the overall information density remains very high."
visMost573.png,"The map contains dozens of overlapping concentric circle elements representing different sound sources across Jerusalem, creating a dense, layered composition with significant visual overlap.","The visualization uses concentric rings with varying colors, sizes, and spatial placement on a geographic map, combining multiple encoding channels including color blending for sound combinations.","There is a detailed legend with 16 entries, a title, subtitle, descriptive paragraph, street names, and landmark labels, creating moderate-to-high text density.","Understanding requires knowledge of Jerusalem's geography, religious/municipal sound sources, and the concept of sound segmentation mapping, which is a specialized cartographic approach.","Multiple distinct colors (blue, orange, green, pink, yellow) represent different sound types, with overlapping translucent circles creating blended combinations, plus concentric ring patterns as symbols.","The heavy overlap of numerous semi-transparent concentric circles creates significant visual clutter, especially in the Old City area on the right side, making it difficult to distinguish individual elements.","Interpreting which sounds overlap where, matching the color combinations to the legend, and understanding the spatial relationships requires substantial cognitive effort due to the layered translucent elements.","This is a sound segmentation map of Jerusalem showing overlapping religious and municipal sound sources using color-coded concentric circles on a geographic base map. The heavy use of overlapping translucent elements, combined with a complex legend of 16 sound categories and combinations, creates a visually rich but demanding visualization. The aesthetic is intentionally layered to convey the cacophony of co-existing sounds, but this significantly increases cognitive load."
VASTJ.1.7.png,"The image contains numerous densely connected network clusters with hundreds of nodes and edges, creating high data density especially within the expanded cluster views.","Complex network graph encoding with nodes, edges, hierarchical zoom/expansion views (indicated by gray cones), and multiple cluster representations at different scales.","There is virtually no text annotation visible in this visualization—no labels, titles, axes, or legends are present.","This appears to be a specialized network/graph analysis visualization showing community structure with hierarchical drill-down, requiring domain knowledge in network science or graph theory.","Uses a meaningful color gradient from yellow to orange to red for the chain of nodes, blue dashed circles for selection/highlighting, and dark blue/black for expanded cluster nodes with distinct visual markers.","The layout is moderately cluttered with overlapping expanded views and dense edge networks within clusters, though the overall spatial arrangement has some logical structure.","Understanding the relationship between the colored node chains and the expanded dense network clusters, plus the hierarchical zoom metaphor, requires significant cognitive effort.","This is a complex network visualization showing hierarchical community structure with zoom/expansion views. Colored node chains (yellow to red gradient) connect clusters that are expanded into dense network subgraphs via gray cone indicators. The absence of any text annotation is notable, but the structural and encoding complexity is very high."
VisJ.1541.1(2).png,"The visualization contains an extremely dense triangular mesh with thousands of elements, each colored by a scalar field value, creating very high data density.","The encoding uses an unstructured triangular mesh with color-mapped scalar values on a continuous blue scale, representing a 2D finite element or simulation result with complex spatial geometry.","Text is minimal, limited to the colorbar scale labels (0 to 18) on the right side of the image.","This appears to be a finite element analysis or computational simulation result showing a cross-section with specific geometric features (a slot/notch), requiring domain knowledge in engineering or computational physics.","A single sequential blue colormap is used ranging from white/light blue (low values) to dark blue/black (high values), with no additional symbols or textures beyond the mesh triangulation.","The dense mesh creates a visually cluttered appearance with thousands of irregular triangles overlapping in perception, though the overall structure has a clear geometric form with the central slot feature.","Interpreting the spatial distribution of the scalar field across the dense mesh requires effort, and understanding the relationship between mesh density variation and the physical domain adds cognitive demand.","This is a finite element simulation result displayed on a dense unstructured triangular mesh, showing a scalar field (ranging 0-18) across a 2D cross-section with a slot-like geometric feature. The visualization is highly data-dense due to the mesh resolution but uses minimal annotation and a single color scale."
vis734.png,"Extremely dense visualization with over 100 countries listed vertically and dozens of Olympic years horizontally, creating hundreds of individual data cells with colored bars.","Uses horizontal bar segments with varying lengths and colors to encode population-per-medal ratios across time, with a matrix-like layout that is relatively straightforward but contains many elements.","Contains a title, subtitle, extensive country labels on the left axis, year labels along the top, a legend, and attribution text at the bottom—collectively a high volume of text.","Requires understanding of Olympic medal statistics normalized by population, but the concept is explained in the title and is moderately accessible.","Uses a palette of magenta/pink, gray/olive, and cyan/blue to encode different performance levels against a dark navy background, with clear color differentiation but limited variety.","The sheer density of data creates a visually overwhelming and cluttered appearance, with many small colored segments packed tightly together making it difficult to parse individual data points.","Very high cognitive demand due to the enormous number of countries and years to compare, requiring significant time and effort to extract meaningful patterns or specific data points.",This is an extremely data-dense infographic showing Olympic medal performance relative to population for over 100 countries across the full history of the modern Olympics. The matrix layout with color-coded bars creates a visually striking but overwhelming display that requires substantial effort to interpret individual data points. The dark background with neon-colored bars gives it a 'DNA strand' aesthetic but contributes to the high visual complexity.
InfoVisC.65.5(2).png,"The graph contains hundreds of nodes and edges with significant overlap and density, particularly in the central and left regions.",The visualization uses nodes (dots) and directed/undirected edges (lines/curves) in a complex hierarchical network layout with fan-out patterns and cross-connections.,"There are virtually no visible text labels, titles, or annotations in the image.",This appears to be a complex directed graph or dependency network requiring understanding of graph theory or software/system architecture to interpret.,"The visualization is entirely monochrome (black on white) with only dots and lines as symbols, resulting in minimal color complexity.","The layout is highly cluttered with many overlapping edges, tangled connections, and dense regions that make it visually overwhelming and difficult to trace individual paths.","Interpreting this graph is extremely demanding due to the massive number of crossing edges, dense node clusters, and lack of labels or color coding to aid comprehension.","This is a large, monochrome directed graph or network diagram with hundreds of nodes and extensively overlapping edges. Despite using only black dots and lines with no text or color, it achieves very high visual complexity through sheer density and edge crossings. The lack of visual aids like labels or color coding makes interpretation exceptionally challenging."
VASTC.13.9.png,"The visualization contains numerous word clouds, connecting lines, matrix-like plots, and multiple panels with dense textual and graphical information packed into a single image.","Multiple encoding types are used simultaneously: word clouds with varying font sizes, colored connection lines of varying thickness, small matrix/heatmap plots on the left, and enlarged detail panels on the right.","Extremely text-heavy with numerous words displayed in word clouds across multiple clusters, a legend with 10 part-of-speech categories, axis labels, and numbered panel annotations.","This appears to be a computational linguistics or NLP visualization showing word embeddings or cluster analysis of parts of speech, requiring domain knowledge of linguistic categories and dimensionality reduction.","A rich color palette is used with at least 10 distinct colors mapping to parts of speech (VERB, NOUN, PRON, ADJ, ADV, ADP, CONJ, DET, NUM, PRT, X, punctuation), plus colored connecting lines and colored text within word clouds.","The layout is quite cluttered with overlapping connection lines, densely packed word clouds, and multiple visual elements competing for attention, though the zoomed panels on the right provide some organizational structure.","High cognitive demand is required to parse the relationships between the matrix plots, word clouds, connecting lines, color encodings, and the correspondence between the small and enlarged views.","This is a complex NLP/linguistics visualization showing word clustering or embedding analysis with multiple coordinated views including small multiples of matrix plots, word clouds of varying sizes, thick colored connection lines, and enlarged detail panels. The combination of dense text, multiple color encodings for parts of speech, and layered visual elements creates substantial visual and cognitive complexity."
InfoVisJ.1149.6(1).png,"The visualization contains multiple dense panels (overview, page view, line view, word view) packed with numerous small colored cells, dots, and text elements creating high information density.","Multiple encoding types are used simultaneously including colored grid cells, dots, rectangular blocks of varying sizes, text panels, and spatial positioning across several coordinated views.","There is substantial text including the base text panel on the left with Latin text, labeled sections (A-G), view titles, axis labels (W1-W25), and numbered columns.","This appears to be a specialized text collation or variant analysis tool from digital humanities/philology, requiring domain expertise to interpret the relationship between text witnesses and variants.","Multiple color schemes are used across panels — greens, reds, blues, oranges, yellows, and grays — along with dots, squares, and highlighted text to encode different types of textual variants.","The layout is quite cluttered with seven distinct panels crammed together, small dense grid cells overlapping, and multiple visual encodings competing for attention simultaneously.","Understanding this visualization requires integrating information across multiple coordinated views, interpreting color encodings, cross-referencing text variants, and understanding the hierarchical zoom levels from overview to word view.","This is a complex multi-view text collation visualization tool showing textual variants across multiple witnesses at different granularity levels (overview, page, line, word). The dense color-coded grids, numerous small elements, and specialized domain context create high visual and cognitive complexity. Seven labeled panels (A-G) must be mentally integrated to fully understand the data."
