filename,data_density_explanation,visual_encoding_explanation,text_annotation_explanation,domain_schema_explanation,color_symbol_explanation,aesthetic_order_explanation,cognitive_load_explanation,summary
VASTC.13.9.png,"Very high information density with multiple word clouds, connection lines, colored grid elements, and enlarged detail panels all packed together.","Complex multi-encoding system combining word clouds with size-encoded frequency, colored connection lines, grid/matrix visualizations, and zoomed detail views.","Extremely text-heavy with numerous word labels in word clouds, a detailed legend with 10 categories, axis labels, and numbered annotations.","Requires understanding of NLP part-of-speech tagging, embedding spaces, and cluster visualization techniques.","Rich color palette with 10+ distinct colors encoding parts of speech, used consistently across word clouds, grid cells, and connection lines.","Dense layout with overlapping connection lines, crowded word clouds, and multiple competing visual elements creating significant visual clutter.","Very high cognitive demand: must interpret grid encodings, follow color-coded connections, read size-varying text, and relate small panels to enlarged views.","A complex NLP visualization showing word embeddings clustered into groups with part-of-speech color coding. Multiple coordinated views include grid matrices, word clouds, connection lines, and zoomed detail panels, creating a highly information-dense and cognitively demanding display."
InfoVisC.65.5(2).png,"Extremely dense network graph with hundreds of nodes and edges, many overlapping and crossing.",Node-link diagram with hierarchical tree-like sub-structures and long-range curved edges; moderate encoding variety but complex spatial layout.,Virtually no text labels or annotations visible in the image.,A complex directed graph or dependency tree requiring understanding of graph/network structures and hierarchical relationships.,Monochrome black and white only; minimal color or symbol variety.,Heavily cluttered with extensive edge crossings and overlapping structures; visually overwhelming in the dense center-left region.,Very difficult to trace individual paths or understand structure due to massive edge crossings and lack of labels; extremely high cognitive demand.,"A large, dense monochrome node-link network graph with hierarchical sub-trees and extensive edge crossings. Despite the absence of color and text, the sheer density of nodes and edges creates very high visual complexity and cognitive load."
InfoVisJ.1149.6(1).png,"Extremely high information density across 7 labeled coordinated views (A–G), each packed with data elements including text, colored blocks, and matrix-like grids.","Diverse encoding types including highlighted text, colored matrix cells, bar-like elements, dot markers, and block glyphs across multiple panel types.","Dense Latin text in the base text panel, numerous labels (A–G, W-series labels), axis numbers, and view titles throughout.","Highly specialized digital humanities / textual collation visualization requiring understanding of manuscript comparison, variant analysis, and multi-view coordination.","Multiple color channels used functionally—greens, reds, blues, yellows for highlighting variants and text differences across panels.","Visually cluttered multi-panel dashboard with tightly packed elements, overlapping labels, and varied panel sizes creating a dense, overwhelming layout.","Requires tracking relationships across 7 coordinated views simultaneously, understanding specialized text collation concepts, and interpreting multiple encoding schemes.","This is a highly complex multi-panel text collation visualization system with 7 coordinated views (labeled A–G) showing base text, overview, page view, line view, and word view of manuscript variants. The dense layout, specialized domain, and multiple interlinked encoding types create extremely high visual and cognitive complexity."
VisJ.1431.7.png,A single line with approximately 50 data points; very low data density.,Single red line with point markers; minimal encoding variety.,"No text, labels, axes, titles, or annotations whatsoever.",A simple connected line requiring no domain expertise to interpret.,Single red color with uniform dot markers; no variety.,Extremely clean and uncluttered; just one line on a blank white background.,Trivially easy to perceive; a single smooth curve with no context needed.,"An extremely minimal visualization showing a single red line with point markers on a blank white background. No axes, labels, or annotations are present, making this one of the simplest possible visualizations."
SciVisJ.995.5.png,Only 10 bins with simple count values; very low data density.,Standard bar chart with single color; minimal encoding complexity.,"Each bar has a value label on top, plus axis labels; moderate but simple text.",A basic histogram/bar chart requiring no specialized knowledge.,Single dark navy color for all bars; no color variety or symbols.,"Very clean, well-organized layout with ample white space and clear gridlines.",Immediately interpretable; values are directly labeled on bars.,"A simple histogram showing counts across 10 bins with direct value labels. Extremely low visual complexity with a single color, clean layout, and straightforward interpretation."
VASTC.72.13.png,Only 3 horizontal bars with minimal data content.,Simple horizontal bar chart with a single encoding type; very basic.,"Minimal text: title, axis label, and 3 category labels with tick marks.",Straightforward performance/timing comparison; no specialized domain knowledge needed.,Single red-orange color used for all bars; no variety.,"Very clean, spacious layout with ample whitespace; no clutter.",Immediately interpretable; trivial cognitive effort required.,An extremely simple horizontal bar chart with only 3 bars comparing GEO processing times. Minimal visual complexity across all dimensions with clean layout and single color encoding.
InfoVisJ.2412.7.png,No data content; just a single icon/logo with one word.,A single arrow-like shape with no data encoding whatsoever.,Only one word 'merge' present beneath the icon.,No domain knowledge required; it's a simple icon/label.,Single orange color on white background; minimal visual elements.,Extremely clean and minimal layout with vast whitespace.,Instantly interpretable; near-zero cognitive effort required.,This is a simple logo or icon showing an orange arrow-like merge symbol with the word 'merge' below it. It contains no data visualization content and has virtually zero visual complexity.
VisC.199.5.png,Only 3 line series with 6 data points each; very low data density.,Simple line chart with dot markers; minimal encoding variety.,Only axis labels and tick marks; very minimal text.,Straightforward performance benchmarking chart; low domain complexity though rendering context is slightly technical.,"Three dark colors (black, dark red, dark navy) with simple dot markers; limited color variety.","Very clean, well-spaced layout with no clutter or overlap.",Immediately interpretable linear trends; very low cognitive effort required.,"A simple line chart showing 3 series of render time versus sampling percentage. Very clean and minimal, with low complexity across all dimensions. The lack of a legend slightly increases ambiguity but overall interpretation is straightforward."
whoJ40_2.png,Only 3 data points represented in a simple pie chart; extremely low data density.,A basic pie chart with percentage labels; minimal encoding complexity.,"Moderate text including a headline, caption, source, legend, and percentage labels.",Simple proportion breakdown; no specialized knowledge required.,"Three distinct colors (orange, dark brown, gray) with a simple legend; minimal color complexity.","Very clean, well-organized layout with ample whitespace and clear hierarchy.",Immediately interpretable; the headline even summarizes the key finding.,A simple 3-slice pie chart showing the breakdown of development aid by urban/rural areas. Extremely low visual complexity with clean design and minimal data content.
InfoVisJ.2251.3.png,A single contour shape with virtually no data content.,One simple polygon outline; minimal encoding complexity.,Only a single title label 'Contour (C)' present.,Simple geometric contour concept requiring minimal domain knowledge.,Monochrome black outline on white; no color or symbol variety.,Extremely clean and minimal layout with ample whitespace.,Instantly interpretable; near-zero cognitive effort required.,An extremely simple illustration showing a single black contour polygon with a title label. This is essentially a minimal icon or diagram with virtually no visual complexity.
economist_daily_chart_75.png,Only 7 horizontal bars representing a single variable across categories; very low data density.,Simple horizontal bar chart with one encoding channel (length); minimal encoding complexity.,"Title, subtitle, category labels, axis labels, and source attribution present but not excessive.",Straightforward bar chart requiring no specialized knowledge to interpret.,Single teal/dark blue color for all bars; minimal color variety with a small red accent square.,"Clean, well-organized layout with ample whitespace and clear hierarchy; very orderly.",Immediately readable; trivial cognitive effort to compare bar lengths across categories.,"A clean, simple horizontal bar chart showing 7 app categories on Google Play. Minimal visual complexity with a single color, straightforward encoding, and easy interpretation."
VASTC.81.3(2).png,A single 3D shape with virtually no data content displayed.,Simple 3D rendered shape with gradient shading; minimal encoding complexity.,"No text, labels, or annotations present whatsoever.","Appears to be a 3D geometric or scientific shape, possibly a radiation pattern or droplet, requiring slight domain context.",Single blue gradient with a small black element; very limited color range.,Extremely clean and uncluttered; single object on white background.,Very easy to perceive; single shape with no interpretive demands.,"A single 3D teardrop-shaped blue object with gradient shading on a white background. Extremely low visual complexity with no text, labels, or data elements present."
whoQ58_4.png,Single time series with 12 data points for one country; very low data density.,Simple filled area chart with a single series; minimal encoding complexity.,"A long title, axis labels, year labels, and a legend entry provide moderate text but nothing excessive.",Epidemiological context (malaria cases) but the chart itself is a straightforward area chart requiring no specialized knowledge.,Single brown/orange color fill; no additional symbols or color variety.,Very clean and spacious layout with ample whitespace; no clutter.,Immediately interpretable single-series area chart; very low cognitive effort required.,A simple single-series area chart showing microscopically confirmed malaria cases in Papua New Guinea from 2000–2011. Very low visual complexity with clean layout and minimal encoding.
VASTJ.1720.4.png,Only 7 bars representing a simple histogram with minimal data content.,Standard bar chart with uniform bar widths; very basic encoding.,"Minimal text: a title, axis tick labels, and numeric x-axis values.",Simple histogram of clothing expenditure; no specialized knowledge needed.,Two colors used (dark blue and one red highlight bar); very simple color scheme.,"Clean, spacious layout with well-separated bars; no clutter at all.",Immediately interpretable standard bar chart; trivial cognitive effort required.,A simple bar chart/histogram showing clothes expenditure distribution across 7 bins. One bar is highlighted in red while the rest are dark blue. Extremely low visual complexity.
VASTJ.432.6.png,Only 6 bars representing a small number of data points with minimal information density.,Simple bar chart with height encoding and categorical color; very basic encoding.,"Axis labels, legend with 4 condition labels, and a title; modest but not heavy text.",Simple experimental conditions comparison; no specialized domain knowledge needed.,Four distinct colors used for conditions; moderate but straightforward color palette.,"Clean, well-spaced layout with ample whitespace; very orderly.",Immediately interpretable bar chart with clear legend; minimal cognitive effort required.,A simple bar chart showing 6 bars across 4 experimental conditions for one participant. Very low visual complexity with clean layout and minimal data.
InfoVisC.65.8.png,Only 3 bars with single values each; extremely sparse data content.,Simple vertical bar chart with no additional encoding layers beyond height and color.,"Minimal text: value labels on bars, axis labels, and a title; low volume.","Gene network domain labels require slight specialized knowledge, but the chart itself is trivially simple.","Three distinct colors (blue, dark purple, pale yellow) for three bars; minimal variety.","Very clean, well-spaced layout with ample whitespace; no clutter.",Immediately interpretable comparison of three values; negligible cognitive effort.,"A simple 3-bar chart comparing gene network layout algorithms. Extremely low visual complexity with clean layout, minimal data, and straightforward interpretation."
VisC.527.1.png,Two series of about 11 data points each; low data volume with clear separation between series.,Simple scatterplot with two symbol types (crosses and filled circles); minimal encoding complexity.,"Basic axis labels, tick marks, and a small legend; minimal text content.",Requires modest domain knowledge (VC metric vs temporal frequency) but the chart form is standard.,Only black symbols (two types: + and ●) on white background; minimal color variety.,"Very clean, well-spaced layout with no overlap or clutter.",Straightforward comparison of two declining trends; easy to interpret at a glance.,A simple black-and-white scatterplot comparing Coherent and Non-Coherent conditions across temporal frequencies. Very clean layout with minimal visual complexity and easily distinguishable data series.
whoQ48_6.png,A single line with only 6 data points spanning 2004-2009; very sparse data.,Simple line chart with a single series; minimal encoding complexity.,"A lengthy title, axis labels, year labels, and a legend entry; moderate text for such a simple chart.",Logarithmic scale and epidemiological context require some domain familiarity but the chart itself is straightforward.,Single brown/orange line color; no additional symbols or color variety.,"Very clean, spacious layout with ample whitespace; no clutter at all.","Easy to interpret; single trend line with clear labels, though the log scale adds minor complexity.",A minimalist single-line chart showing Zimbabwe's microscopically confirmed malaria cases on a logarithmic scale. Very low visual complexity with sparse data and clean layout.
VisC.297.4.png,Extremely sparse — only a handful of vertical line marks on a blank white canvas.,Single encoding type: vertical black lines of uniform height arranged horizontally.,"No text, labels, titles, or annotations whatsoever.",Minimal domain knowledge needed; possibly a simple tick/barcode representation but highly abstract.,Only black lines on white background; no color variety or symbols.,Extremely clean and sparse layout with vast whitespace; no clutter.,Very little to process; almost no cognitive demand to perceive the few marks.,"An extremely minimal visualization consisting of sparse vertical black lines on a white background. There is virtually no text, color, or encoding complexity, making this one of the simplest possible visual displays."
SciVisJ.980.9.png,Only 4 simple geometric shapes with no data content whatsoever.,"Basic shapes (circles, ellipses) with solid fills; minimal encoding complexity.","No text, labels, or annotations of any kind.",No domain knowledge required; purely abstract shapes.,"Four distinct saturated colors (red, blue, yellow-green, dark green) but applied to only 4 shapes.","Very clean, sparse layout with ample whitespace and no clutter.",Virtually no cognitive effort needed; immediately parseable simple shapes.,"An extremely simple image with just four colored geometric shapes on a white background. No text, no data, and no analytical complexity whatsoever—essentially near-minimal visual complexity."
treasuryG07_2.png,Only 3 line series with relatively few data points over a simple time range.,Standard line chart with straightforward positional encoding on two axes.,"Title, axis labels, legend, and a brief annotation on the left side; moderate but not heavy text.",Basic fiscal/economic domain knowledge helpful but not essential to read the chart.,"Three distinct colors (blue, green, orange) for the three lines; simple and clear.",Very clean layout with ample whitespace; lines are well-separated and uncluttered.,Easy to interpret; three lines with clear legend and straightforward comparison.,"A simple 3-line chart comparing deficit estimates from three sources over time. The layout is clean with minimal clutter, making it easy to read and interpret. Low overall visual complexity."
InfoVisJ.1084.2.png,Six stacked bars each with three segments; moderate but limited data content.,Simple 100% stacked bar chart with straightforward positional encoding.,"Minimal text: title, axis labels, category labels (V1-V6), and a three-item legend.",No specialized domain knowledge needed; standard survey results visualization.,"Only three colors (white, black, gray) used in a simple scheme.","Clean, well-organized layout with clear spacing and no clutter.",Easy to interpret; standard stacked bar chart requiring minimal cognitive effort.,A simple 100% stacked bar chart showing preferences across six categories (V1-V6) with three response types. Clean layout with minimal visual complexity and straightforward interpretation.
InfoVisC.211.3(2).png,Essentially no data content; just an icon/glyph with a single label.,A simple sinusoidal wave pattern with nodes; minimal encoding complexity.,Only one word label 'Narrow' present.,Simple icon possibly representing a knitting stitch or wave pattern; minimal domain knowledge needed.,Monochrome black on white; no color variety whatsoever.,Extremely clean and minimal layout with ample whitespace.,Immediately interpretable as a simple icon with a label; near-zero cognitive effort.,"A minimal icon showing a wavy line with nodes labeled 'Narrow'. This is essentially a simple glyph or symbol, not a data visualization, resulting in extremely low visual complexity."
VisJ.1421.5(2).png,Only 5 sequential ellipses showing a progression; very low data volume.,Nested concentric ellipses with progressive layering; simple but somewhat novel encoding.,Virtually no text; only arrows and ellipsis dots between stages.,"Appears to illustrate an iterative convergence or nesting process, requiring some conceptual understanding of the domain.",A gradient from light lavender to deep blue across nested layers; limited but purposeful color range.,"Very clean, well-organized sequential layout with ample whitespace; minimal clutter.",The sequential progression is intuitive; moderate abstraction but easy to follow the pattern.,"A clean sequential diagram showing 5 stages of nested concentric ellipses progressively deepening in blue color. The visualization is minimalist with very low data density and text, though it requires some conceptual understanding of the iterative process being depicted."
InfoVisJ.621.2.png,A word cloud with relatively few terms and a small list of tweets below; low data density overall.,Simple word cloud with font size encoding frequency; connecting lines between some terms add minor complexity.,Moderate text volume with word cloud labels and 5 tweet examples listed below.,Standard word cloud / topic summary from social media; no specialized domain knowledge needed.,Monochromatic blue/grey palette with minimal color variation; very simple color scheme.,Relatively clean layout with the word cloud on top and text list below; some mild clutter from overlapping words.,Easy to interpret; word cloud is a familiar format and the tweet examples are straightforward.,"A simple word cloud visualization of Twitter topics related to Brazil's World Cup own goal, with a few sample tweets listed below. Low overall complexity with minimal color variety and straightforward encoding."
VisC.375.9(3).png,Sparse graph with only about 10 nodes and roughly 10 edges; low data volume.,Simple node-link diagram with two edge colors (red and blue) encoding different relationships.,Each node has a short alphanumeric label; minimal text overall.,"A graph/tree structure that may represent some domain-specific relationships (e.g., hierarchical or bipartite), requiring moderate graph literacy.",Two colors (red and blue) for edges and black filled circles for nodes; limited color variety.,"Clean, well-spaced layout with no overlapping elements; very orderly.",Easy to trace connections between nodes; straightforward interpretation with low effort.,"A simple node-link graph with about 10 labeled nodes connected by red and blue edges, forming two loosely connected tree-like components. The layout is clean and sparse, resulting in low overall visual complexity."
VASTJ.1139.3(2).png,Sparse layout with only about 13 nodes and connecting edges; low data volume.,Node-link diagram with colored squares of varying sizes and a diamond shape; moderate encoding variety.,Only a single title label 'Essay 112'; minimal text content.,Appears to be a tree/graph structure possibly representing essay structure; requires some domain understanding.,"Multiple colors used (dark green, green, red, pink, blue) with different node sizes and one diamond shape.","Clean, well-spaced layout with clear hierarchy; low visual clutter.",Relatively straightforward tree structure to follow; moderate effort to interpret color/size meanings without legend.,A sparse node-link tree diagram with colored square nodes emanating from a single blue diamond root node. The visualization is clean and well-organized with low data density but uses color and size encoding without an explicit legend.
VASTC.51.6.png,"A simple histogram with roughly 20 bins, most very small, with one prominent tall bar at the end.",Basic bar chart encoding with color-coded bars; straightforward spatial layout.,"Minimal text: only a title and three axis tick labels (0, 10, 20).",Speed histogram in a time window is a moderately specialized concept but the chart form is simple.,"Multiple colors used (red, blue, black, yellow outline) to encode categories or values, adding some variety.",Clean layout with ample whitespace; bars are small and well-spaced.,Easy to interpret as a histogram; color meaning is unclear but the overall structure is simple.,"A simple speed histogram with color-coded bars across roughly 20 bins. The chart is minimalist with very little text and a clean layout, resulting in low visual complexity."
InfoVisJ.2412.7(2).png,A single circle with one label; virtually no data content.,One filled circle; the simplest possible visual mark.,Only one word ('source') appears below the circle.,No specialized knowledge needed; likely a legend element or icon.,Single orange-red color on white background; minimal color use.,Extremely clean and minimal layout with maximum whitespace.,Instantly interpretable; near-zero cognitive effort required.,"An extremely minimal image showing a single orange circle labeled 'source,' likely a legend element extracted from a larger visualization. This represents near-zero visual complexity."
InfoVisJ.2251.3(3).png,Very sparse — a single glyph icon with minimal data content.,A star/radar-like glyph with radial segments and a contour outline; moderately novel encoding but simple.,Only a single title label 'Data + Contour(D+C)' present.,Requires some understanding of glyph-based visualization conventions and what data+contour means.,Monochrome black and white with gray header; virtually no color variety.,"Clean, simple layout with a single centered element; very orderly.",Low cognitive demand; simple icon-like representation though the glyph type requires some familiarity.,"A simple icon/glyph showing a radial star-like shape with contour overlay, labeled 'Data + Contour(D+C)'. Minimal visual complexity with very sparse content and monochrome presentation."
VASTJ.412.3.png,Only 12 bars (6 grouped pairs) with error bars; low data volume.,Standard grouped bar chart with two series; simple and conventional encoding.,"Title, axis labels, legend, and tick marks; moderate but standard text.","Requires some understanding of prediction accuracy metrics and k-values, but the chart format is straightforward.",Two distinct colors (orange and blue) with error bars; minimal color complexity.,"Very clean, well-organized layout with clear spacing between groups.",Easy to interpret; simple comparison between two methods across k values.,A clean grouped bar chart comparing two methods across six k-values for click prediction accuracy. Low visual complexity with standard encodings and a well-organized layout.
wsj511.png,Only 8 mining locations plotted on a map with minimal additional data layers.,Simple point markers on a geographic map with two color categories; straightforward encoding.,"Moderate text with title, subtitle, location labels with resource types, country names, legend, scale bar, and source attribution.",Standard thematic map requiring only basic geographic literacy; no specialized domain knowledge needed.,Only two symbol colors (red and yellow dots) on a muted terrain background; minimal color complexity.,"Clean, well-organized layout with clear spacing between labels; minimal visual clutter.",Easy to interpret; simple categorical distinction between two types of mining rights on a familiar map format.,"A clean thematic map from the Wall Street Journal showing mineral deposit locations in Afghanistan with two color-coded categories. Low visual complexity with few data points and a well-organized, readable layout."
whoQ26.png,Approximately 15 dot markers on a geographic map; relatively sparse data content.,Simple point markers on a geographic basemap; single encoding type with no size or color variation.,"Country labels, a title, legend, and source information present; moderate text volume.",Requires basic geographic knowledge of Southeast Asia and understanding of malaria resistance context.,Single brown/orange color for all dots on a light blue/white basemap; minimal color variety.,"Clean, well-organized map with ample whitespace and non-overlapping elements.",Straightforward to interpret; simple geographic point distribution with clear legend.,"A clean geographic map showing locations of artemisinin resistance detection sites across the Mekong subregion. Low visual complexity with sparse data points, single color encoding, and a well-organized layout."
VisC.61.10(2).png,Only 3 nodes and 3 edges with weight labels; extremely sparse data.,Simple node-link diagram with circles and weighted edges; minimal encoding variety.,"Only 3 node labels (A, B, C) and 3 edge weights; very little text.",Basic weighted graph concept; requires only elementary graph theory knowledge.,Two colors only: black for nodes and red for edges; minimal color variety.,"Very clean, spacious layout with no overlap or clutter.",Immediately interpretable; trivial to understand the relationships and weights.,"A very simple weighted graph with 3 nodes (A, B, C) connected by 3 red edges with numerical weights. Extremely low visual complexity with clean layout and minimal elements."
InfoVisJ.659.6.png,Only a few lines (approximately 3) with minimal data density on a simple 2D plot.,Simple line chart with logarithmic x-axis; straightforward encoding with minimal variety.,"Minimal text: title, axis label, and a few tick mark labels only.",Processing speed on a log scale requires some technical understanding but is fairly standard.,Limited color palette using only shades of blue/dark blue and black; minimal color variety.,"Very clean, well-organized layout with ample whitespace and no clutter.","Easy to interpret; few lines diverging at higher values, straightforward comparison.",A simple line chart showing processing speed vs. scale with approximately 3 lines in shades of blue. Very clean layout with minimal visual complexity and low cognitive demand.
VASTJ.51.7.png,Only about 10 data points scattered across the plot; low data density.,Standard scatterplot with position and color encoding; straightforward visual form.,Axis labels and tick marks present but minimal overall text content.,Requires understanding of user action analysis context but the chart form itself is simple.,"10 distinct colors used for individual points, providing moderate color variety without a legend.","Clean, well-spaced layout with no overlapping elements; very orderly.","Easy to read scatterplot, though the lack of legend for color meanings adds slight ambiguity.","A simple scatterplot showing about 10 color-coded data points relating filter-type user actions to facts identified. The layout is clean and uncluttered, with moderate color variety but low overall complexity."
v486_n7403_11_f2.png,Two overlapping histograms with roughly 10-12 bins each; moderate but not high data volume.,Standard stacked/overlapping histogram with two categories distinguished by color and hatching.,"Minimal text: just axis labels and tick marks, no legend or title visible.",Requires basic knowledge of metallicity in astrophysics but the chart form is simple.,"Two colors (blue solid, red hatched) provide clear category distinction; limited palette.","Clean, well-organized layout with good whitespace and no clutter.",Easy to interpret; straightforward comparison of two distributions.,A simple overlapping histogram comparing two distributions of planetary metallicity using blue and red hatched bars. Low visual complexity with clean layout and minimal annotations.
treasuryL11_2.png,A single pie chart with 8 slices representing percentage breakdowns; moderate but not dense data.,Standard pie chart encoding with proportional slices; simple and conventional.,"Each slice is labeled with category name and percentage, plus title and subtitle; moderate text volume.",Straightforward business/economic sector breakdown; no specialized knowledge required.,8 distinct colors used for the slices; moderate color variety but standard palette.,Clean layout with well-spaced labels; organized and not cluttered.,Easy to interpret; standard pie chart format with clear labels and percentages.,"A standard pie chart showing 8 categories of wholesale, retail, and transportation transactions from 2009-2011. Clean layout with labeled slices and percentages, resulting in low to moderate visual complexity."
whoK27_2.png,Only about 8 data points with two regression lines; very sparse data content.,Simple scatter plot with two overlaid regression lines; straightforward encoding.,"Each point is labeled with a survey code, plus axis labels, legend, and figure caption — moderate text volume.","Requires some familiarity with JMP country survey data and regression concepts, but the chart form is standard.",Two colors (gray and red) distinguish the regression lines and one highlighted point; minimal color variety.,"Clean, well-organized layout with ample whitespace; very orderly presentation.",Easy to interpret — comparing two trend lines across labeled time points requires minimal effort.,"A simple scatter plot showing coverage trends over time with two regression lines and labeled data points. The visualization is clean and minimally complex, with sparse data and straightforward encoding."
VisC.255.7.png,A single glowing blob on a black background; extremely minimal data content.,"One circular gradient element with no axes, grids, or structured encodings.","No text, labels, titles, or annotations whatsoever.","Could represent a scientific imaging output (e.g., optical beam profile), but without context it's ambiguous.",Simple purple-to-black gradient; very limited color range.,Extremely clean and minimalist; single centered element on uniform background.,Almost nothing to interpret; a glowing circle on black requires negligible cognitive effort.,"An extremely simple image showing a single purple glowing circle on a black background. No text, axes, or structured data encodings are present, resulting in near-minimal visual complexity."
VASTJ.151.12.png,About 20 data points arranged along a near-perfect diagonal; low data density.,Simple scatterplot with uniform circle markers; minimal encoding variety.,Only two axis labels and numeric tick marks; very minimal text.,Straightforward comparison of guessed vs. correct order; no specialized knowledge needed.,Single dark red color for all points; no color variety or additional symbols.,"Very clean, well-organized layout with clear gridlines and no clutter.",Immediately interpretable linear relationship; very low cognitive effort required.,"A simple scatterplot showing a near-perfect linear relationship between guessed and correct order for about 20 items. The visualization is clean, minimal, and immediately interpretable with very low visual complexity."
InfoVisC.65.4.png,"Sparse visualization with a polygon of about 12-13 nodes, a vertical bar, and a few connecting lines.","Uses directed edges with arrows forming a circular graph, a vertical bar element, and a dashed red line; moderate variety but simple forms.",Virtually no text annotations visible in the image.,"Appears to be a graph/network or geometric construction with directed edges, requiring some domain understanding.","Minimal color use: black, red highlight at top of bar, and red dashed line; very limited palette.",Clean and spacious layout with minimal clutter; well-organized geometric structure.,"Moderate interpretation needed to understand the relationship between the circular graph, bar, and connecting elements.","A sparse directed circular graph with about 13 nodes connected by arrows, accompanied by a vertical black bar with a red top segment and a dashed red horizontal line. The visualization is clean and minimalistic with low data density and very little text."
InfoVisJ.621.6(2).png,"Moderate number of word nodes (~18) connected by curved edges, but overall sparse layout.",Word cloud/network hybrid with font size encoding importance and curved edges showing relationships.,The visualization is entirely text-based with varying font sizes representing word frequency or importance.,A word network or topic visualization related to Yelp/Eat24; requires modest domain understanding.,Only two shades of blue/dark navy used; very limited color palette with no symbols or textures.,"Somewhat cluttered in the center with overlapping words and edges, but large whitespace surrounds the cluster.",Relatively easy to interpret the key terms and connections; moderate effort to trace individual edges.,"A word network visualization connecting terms related to Yelp's acquisition of Eat24, with font size encoding importance and curved edges linking related words. The layout is moderately cluttered in the center but overall relatively simple with limited color usage."
InfoVisJ.1054.3.png,Only 10 rectangular regions across 4 categories; low data volume.,Treemap layout with area encoding and grayscale shading; simple spatial encoding.,Category and group labels are present but minimal in quantity.,Standard treemap requiring basic understanding of hierarchical part-to-whole relationships.,Grayscale palette with 4 shades distinguishing categories; limited color variety.,"Clean, well-organized rectangular layout with clear spatial separation between categories.",Easy to interpret; straightforward hierarchical grouping with clear labels.,A simple treemap visualization showing 4 categories subdivided into 10 groups. The grayscale encoding and clean layout make it easy to interpret with minimal cognitive effort.
InfoVisC.103.4.png,Only 5 nodes and 4 edges; very sparse network graph.,Simple node-link diagram with colored ellipses and thick edges; basic encoding.,Minimal text — just 5 node labels inside the ellipses.,Requires some geopolitical knowledge (Yugoslav conflict entities) but the graph structure itself is trivial.,Two-color scheme (red vs blue) distinguishing two groups of nodes; simple but meaningful.,Clean layout with ample whitespace; edges cross but the graph is very small so clutter is minimal.,Easy to interpret; few nodes and edges with clear color grouping.,"A very simple node-link network with 5 labeled nodes in red and blue, connected by 4 thick edges. Minimal visual complexity overall with straightforward interpretation."
InfoVisC.65.3(2).png,15 nodes in a binary tree structure; moderate but not dense data content.,Simple rectangles with directed arrows forming a standard tree hierarchy; minimal encoding variety.,Only numeric labels (0-14) inside each node; very minimal text.,Binary tree structure requires basic computer science knowledge but is a well-known pattern.,"Entirely monochrome with no color, symbols, or textures used.","Clean, well-organized hierarchical layout with clear spacing and no overlap.",Straightforward tree traversal; easy to follow parent-child relationships with one notable long edge from node 10 to root.,"A clean binary tree diagram with 15 numbered nodes arranged in 4 levels. The layout is well-organized and simple, with one unusual long edge connecting node 10 directly to the root. Very low visual complexity overall."
vis630.png,"Only three data points (95%, 96%, 77%) presented in an infographic format with minimal data richness.",Simple pictorial/silhouette encoding with a circle; no complex chart types or spatial encodings.,Moderate amount of descriptive text blocks with sources and explanations accompanying each statistic.,Straightforward public health topic requiring no specialized knowledge to understand.,"Three simple colors (blue silhouette, yellow cap/circle, purple circle) with no complex color mapping.","Clean, well-organized infographic layout with clear spatial separation of elements.",Very easy to interpret; simple comparison of three percentages with clear contextual text.,A simple infographic displaying three immunisation statistics using a child silhouette and circle graphic. Very low visual complexity with straightforward text annotations and minimal encoding variety.
v486_n7401_7_f1.png,A single time series with moderate data point density showing cyclic CH4 concentration over time.,Simple scatter/line plot with two shades of dots and shaded background regions to indicate phases.,"Minimal annotations: axis labels, two arrow-annotated labels ('Lamp on' and 'After shaking').",Requires some domain knowledge of photochemistry or gas measurement experiments but the chart format is straightforward.,Two-tone dot coloring (black and gray) plus gray shaded background bands; limited color palette.,"Clean, well-organized layout with clear whitespace and minimal clutter.","Moderate interpretation needed to understand cycling pattern and phase relationships, but overall straightforward.","A time series plot showing CH4 concentration with cyclic behavior over approximately 8000 seconds. The visualization uses alternating gray background bands and two-tone data points with minimal annotations, resulting in a clean and relatively simple chart."
VisC.147.8(2).png,Moderate number of grid cells with varying grayscale values forming a cross-shaped pattern.,Simple grid-based encoding using grayscale shading; the cross/plus shape adds some structural complexity.,"No text, labels, or annotations present anywhere in the image.","Appears to be a specialized grid visualization, possibly a kernel, convolution filter, or spatial data representation requiring some domain knowledge to interpret.",Limited to grayscale palette from white to black with intermediate grays; no color or symbol variety.,Moderately organized with clear grid structure but the irregular cross shape and gradient pattern add some visual complexity.,Requires understanding the spatial pattern and grayscale gradient relationship; moderate interpretation effort without context.,"A cross-shaped grid visualization with grayscale values radiating from a dark center to lighter edges. No text or annotations are present, and the complexity arises primarily from the spatial pattern and its potential domain-specific meaning."
VASTJ.432.7.png,Only two smooth curves with minimal data points visible; very low information density.,Simple line chart with two lines; straightforward positional encoding on standard axes.,"Minimal text: axis labels, two line annotations, and a panel label (C); low text volume.",Statistical power analysis concept requires some domain knowledge but the chart itself is simple.,Only two colors (black and orange) used for the two lines; minimal color variety.,"Very clean, uncluttered layout with ample whitespace and clear separation between elements.",Easy to interpret; two clearly labeled curves with an obvious relationship to compare.,A simple two-line chart showing statistical power as a function of number of participants for two fatigue conditions. Very clean and minimal design with low visual complexity throughout.
